strategy_key,strategy_label,portfolio_model,portfolio_start_date,portfolio_end_date,initial_equity,ending_equity,total_portfolio_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,maximum_drawdown,max_drawdown_peak_date,max_drawdown_trough_date,max_drawdown_recovery_date,max_drawdown_duration_days,longest_time_under_water_days,ulcer_index,conditional_drawdown_at_risk_95,worst_daily_return,worst_weekly_return,worst_monthly_return,daily_expected_shortfall_95,daily_expected_shortfall_99,daily_return_skewness,daily_return_excess_kurtosis,average_gross_exposure,median_gross_exposure,maximum_gross_exposure,average_active_positions,maximum_active_positions,percent_days_in_cash,annual_turnover,total_transaction_cost
score_bo_l10_rm002_erp010__first_signal__ma50,Score BO L10 R20>=-0.02 ER20>=0.10 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1482.732554282112,0.4827325542821119,0.04336513968943856,0.09550813158030724,0.49336984110263915,0.670413950092568,0.186962415642833,-0.23194576054409743,2021-11-08,2022-10-14,2025-09-05,1397,1396,0.09326379409160651,-0.2090088508373666,-0.05005477960381721,-0.04548450978261065,-0.06384013350924578,-0.01503980933821784,-0.023851257900613394,-0.6955462777108405,4.680638929889712,0.962189654816108,0.9910088804644426,1.0,151.15730818688385,421,0.0,41.34685944163569,448.7349132947976
score_bo_l10_rp000_erp010__first_signal__ma50,Score BO L10 R20>=0.00 ER20>=0.10 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1482.732554282112,0.4827325542821119,0.04336513968943856,0.09550813158030724,0.49336984110263915,0.670413950092568,0.186962415642833,-0.23194576054409743,2021-11-08,2022-10-14,2025-09-05,1397,1396,0.09326379409160651,-0.2090088508373666,-0.05005477960381721,-0.04548450978261065,-0.06384013350924578,-0.01503980933821784,-0.023851257900613394,-0.6955462777108405,4.680638929889712,0.962189654816108,0.9910088804644426,1.0,151.15730818688385,421,0.0,41.34685944163569,448.7349132947976
score_bo_l20_rp002_erp005__first_signal__low20,Score BO L20 R20>=0.02 ER20>=0.05 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1714.894553846101,0.7148945538461009,0.05985139150868046,0.12784551531992763,0.5198319696383534,0.7058319991585845,0.15445221817035304,-0.3875074907805298,2021-11-08,2022-10-14,2026-01-22,1536,1535,0.1493943019619461,-0.3331281995039608,-0.05192165247251035,-0.06321916673410921,-0.10022339530423285,-0.02030849894768128,-0.030038662249356165,-0.5723035713023777,3.148183282382275,0.9589844953904573,0.9999999999999997,1.0,117.61723103300471,361,0.009001285897985427,38.55730055880751,473.93642054174126
score_bo_l20_rm002_erp005__first_signal__ma50,Score BO L20 R20>=-0.02 ER20>=0.05 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1521.056305580795,0.5210563055807951,0.04623859531673502,0.09727257907002666,0.5144963812617616,0.7041649708676754,0.2097559102366116,-0.220440011747828,2021-11-08,2022-10-14,2025-07-03,1333,1332,0.08482647336760205,-0.19614917563544176,-0.04996860820604199,-0.04705102688093665,-0.06656856833741898,-0.015159216243673754,-0.023592804363354796,-0.5946842486143583,4.382298572094502,0.9634492722681219,0.9931682858698145,1.0,136.89712816116588,423,0.0,40.22929797749481,449.94227176780504
score_bo_l20_rp000_erp005__first_signal__ma50,Score BO L20 R20>=0.00 ER20>=0.05 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1521.056305580795,0.5210563055807951,0.04623859531673502,0.09727257907002666,0.5144963812617616,0.7041649708676754,0.2097559102366116,-0.220440011747828,2021-11-08,2022-10-14,2025-07-03,1333,1332,0.08482647336760205,-0.19614917563544176,-0.04996860820604199,-0.04705102688093665,-0.06656856833741898,-0.015159216243673754,-0.023592804363354796,-0.5946842486143583,4.382298572094502,0.9634492722681219,0.9931682858698145,1.0,136.89712816116588,423,0.0,40.22929797749481,449.94227176780504
score_bo_l20_rp002_erp010__first_signal__low20,Score BO L20 R20>=0.02 ER20>=0.10 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1698.5064481385543,0.6985064481385543,0.05875513116545572,0.12688878429591288,0.514615053541905,0.6985038111057343,0.15394430831172873,-0.3816648488652131,2021-11-08,2022-10-14,2026-01-21,1535,1534,0.14768601553948246,-0.3268702534185945,-0.05192165247251024,-0.06186920053046374,-0.09864188711819544,-0.020151978586285372,-0.029979468257900627,-0.5828192983923274,3.1960169302310155,0.954292477893332,0.9999999999999997,1.0,117.20531504500643,361,0.013716245177882554,38.385443213631945,465.6977837245231
score_bo_l10_rp002_erp010__first_signal__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.10 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1737.6715567867257,0.7376715567867256,0.061359606759333385,0.1279806842304831,0.530581576284826,0.7173865090175643,0.159756574913758,-0.3840818870363074,2021-11-08,2022-10-14,2025-09-22,1414,1413,0.13637390513999945,-0.3214722148510131,-0.05135215741701726,-0.07405164947403053,-0.10943224575387533,-0.02046297182022154,-0.030726108871847648,-0.6439432232557531,3.162169998557554,0.9699882127485634,0.9999999999999996,1.0,139.04586369481353,368,0.0,34.497397958952185,422.52674704589856
score_bo_l10_rm002_erp005__first_signal__low20_minus_0_5atr,Score BO L10 R20>=-0.02 ER20>=0.05 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1528.1178050588578,0.5281178050588577,0.0467609954442183,0.10005454960797226,0.5079663203149661,0.6865081698073442,0.15869140849915553,-0.29466620711522096,2021-11-08,2022-10-14,2025-10-06,1428,1427,0.109871240036339,-0.24667888284530387,-0.05006022073354266,-0.06579263777250088,-0.08415979477696767,-0.015996822921287825,-0.02442276224510628,-0.6972899754953561,4.6588435910873365,0.972609255263819,0.996399181696606,1.0,181.9717102443206,443,0.0,30.699663708898452,347.7531777503346
score_bo_l10_rp000_erp005__first_signal__low20_minus_0_5atr,Score BO L10 R20>=0.00 ER20>=0.05 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1528.1178050588578,0.5281178050588577,0.0467609954442183,0.10005454960797226,0.5079663203149661,0.6865081698073442,0.15869140849915553,-0.29466620711522096,2021-11-08,2022-10-14,2025-10-06,1428,1427,0.109871240036339,-0.24667888284530387,-0.05006022073354266,-0.06579263777250088,-0.08415979477696767,-0.015996822921287825,-0.02442276224510628,-0.6972899754953561,4.6588435910873365,0.972609255263819,0.996399181696606,1.0,181.9717102443206,443,0.0,30.699663708898452,347.7531777503346
score_bo_l20_rm002_erp005__first_signal__low20,Score BO L20 R20>=-0.02 ER20>=0.05 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1558.161173155989,0.558161173155989,0.0489597617240507,0.0991290428701815,0.5329815580581727,0.7258464428351582,0.16820727887955783,-0.2910680325499324,2021-11-08,2022-10-14,2025-10-03,1425,1424,0.1114582810413238,-0.24734849791462374,-0.050435941441662746,-0.05382785403468682,-0.06998881840456617,-0.015673832370167517,-0.0243721149429845,-0.6367766078003781,4.870280825726086,0.9705967334641926,0.9970665389953112,1.0,150.6125160737248,437,0.0,33.92959932210793,393.9196769182963
score_bo_l20_rp000_erp005__first_signal__low20,Score BO L20 R20>=0.00 ER20>=0.05 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1558.161173155989,0.558161173155989,0.0489597617240507,0.0991290428701815,0.5329815580581727,0.7258464428351582,0.16820727887955783,-0.2910680325499324,2021-11-08,2022-10-14,2025-10-03,1425,1424,0.1114582810413238,-0.24734849791462374,-0.050435941441662746,-0.05382785403468682,-0.06998881840456617,-0.015673832370167517,-0.0243721149429845,-0.6367766078003781,4.870280825726086,0.9705967334641926,0.9970665389953112,1.0,150.6125160737248,437,0.0,33.92959932210793,393.9196769182963
score_bo_l10_rm002_erp015__first_signal__low20_minus_0_5atr,Score BO L10 R20>=-0.02 ER20>=0.15 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1539.2859755934207,0.5392859755934207,0.04758282095762256,0.10009059602899192,0.5156863186103322,0.6960595587094048,0.1589775581973358,-0.2993052698580193,2021-11-08,2022-10-14,2026-01-06,1520,1519,0.11295467604730784,-0.25680053591761426,-0.05021237932608913,-0.06766955856049406,-0.0868168958647152,-0.016048716905922654,-0.024842065298652793,-0.7297648937695643,4.875078088963724,0.9726018735850667,0.9968632655153863,1.0,166.825117873982,433,0.0,30.381619757092626,349.76666691503533
score_bo_l10_rp000_erp015__first_signal__low20_minus_0_5atr,Score BO L10 R20>=0.00 ER20>=0.15 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1539.2859755934207,0.5392859755934207,0.04758282095762256,0.10009059602899192,0.5156863186103322,0.6960595587094048,0.1589775581973358,-0.2993052698580193,2021-11-08,2022-10-14,2026-01-06,1520,1519,0.11295467604730784,-0.25680053591761426,-0.05021237932608913,-0.06766955856049406,-0.0868168958647152,-0.016048716905922654,-0.024842065298652793,-0.7297648937695643,4.875078088963724,0.9726018735850667,0.9968632655153863,1.0,166.825117873982,433,0.0,30.381619757092626,349.76666691503533
score_bo_l20_rm002_erp015__first_signal__low20,Score BO L20 R20>=-0.02 ER20>=0.15 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1533.9863600334559,0.5339863600334558,0.04719350692434854,0.09932029487173008,0.5151492258765318,0.6985628019944673,0.16385139119734235,-0.2880262814949722,2021-11-08,2022-10-14,2026-01-09,1523,1522,0.11337405648823701,-0.2521880665656467,-0.050591367562976775,-0.0538494035458571,-0.07166473770808601,-0.015847671980709955,-0.024789885999226196,-0.6872895015258906,4.993249671135432,0.9704992173222317,0.999999999999999,1.0,140.9262751821689,424,0.0,33.63630223709223,386.35243419993844
score_bo_l20_rp000_erp015__first_signal__low20,Score BO L20 R20>=0.00 ER20>=0.15 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1533.9863600334559,0.5339863600334558,0.04719350692434854,0.09932029487173008,0.5151492258765318,0.6985628019944673,0.16385139119734235,-0.2880262814949722,2021-11-08,2022-10-14,2026-01-09,1523,1522,0.11337405648823701,-0.2521880665656467,-0.050591367562976775,-0.0538494035458571,-0.07166473770808601,-0.015847671980709955,-0.024789885999226196,-0.6872895015258906,4.993249671135432,0.9704992173222317,0.999999999999999,1.0,140.9262751821689,424,0.0,33.63630223709223,386.35243419993844
score_bo_l20_rm002_erp010__first_signal__low20,Score BO L20 R20>=-0.02 ER20>=0.10 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1543.3160768218347,0.5433160768218348,0.047878075748232884,0.09906431816569856,0.5228338135910446,0.7099777067467539,0.1666770860687658,-0.2872504966188326,2021-11-08,2022-10-14,2026-01-12,1526,1525,0.11246115007526217,-0.24716817380862105,-0.050591367562977,-0.05485953300220103,-0.07239249392304736,-0.01573557117392872,-0.024719822186610018,-0.6783696404131921,5.052726802816219,0.9705585521261844,0.9973719981214098,1.0,146.33261894556364,434,0.0,33.7349461918888,389.36699819794717
score_bo_l20_rp000_erp010__first_signal__low20,Score BO L20 R20>=0.00 ER20>=0.10 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1543.3160768218347,0.5433160768218348,0.047878075748232884,0.09906431816569856,0.5228338135910446,0.7099777067467539,0.1666770860687658,-0.2872504966188326,2021-11-08,2022-10-14,2026-01-12,1526,1525,0.11246115007526217,-0.24716817380862105,-0.050591367562977,-0.05485953300220103,-0.07239249392304736,-0.01573557117392872,-0.024719822186610018,-0.6783696404131921,5.052726802816219,0.9705585521261844,0.9973719981214098,1.0,146.33261894556364,434,0.0,33.7349461918888,389.36699819794717
score_bo_l20_rm002_erp005__breakout_5d_after_signal__ma50,Score BO L20 R20>=-0.02 ER20>=0.05 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1551.6425575331432,0.5516425575331432,0.0484859209815558,0.10215833003793157,0.5157199656221884,0.7063674909071552,0.21670036329005626,-0.22374637608085945,2022-03-29,2023-03-10,2025-10-02,1283,1282,0.09231775353486264,-0.21156210354707675,-0.05160601796214148,-0.049369758588155954,-0.06506816112768565,-0.015906837611240367,-0.024505888733269813,-0.5516677586481986,4.445315062386763,0.9685489535088517,0.9999999999999996,1.0,106.08658379768538,394,0.0004286326618088298,36.378965567549415,411.78475020874083
score_bo_l20_rp000_erp005__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.00 ER20>=0.05 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1551.6425575331432,0.5516425575331432,0.0484859209815558,0.10215833003793157,0.5157199656221884,0.7063674909071552,0.21670036329005626,-0.22374637608085945,2022-03-29,2023-03-10,2025-10-02,1283,1282,0.09231775353486264,-0.21156210354707675,-0.05160601796214148,-0.049369758588155954,-0.06506816112768565,-0.015906837611240367,-0.024505888733269813,-0.5516677586481986,4.445315062386763,0.9685489535088517,0.9999999999999996,1.0,106.08658379768538,394,0.0004286326618088298,36.378965567549415,411.78475020874083
score_bo_l20_rp002_erp015__first_signal__low20,Score BO L20 R20>=0.02 ER20>=0.15 / First signal / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1676.2907001314784,0.6762907001314784,0.0572538721289213,0.12775496451624027,0.5008506872083687,0.6804244081763231,0.14928300363332608,-0.3835257245329159,2021-11-08,2022-10-14,2026-01-21,1535,1534,0.15001759025346717,-0.33300878785096427,-0.051921652472509905,-0.060793484485542115,-0.09864547701387116,-0.020282462437549453,-0.030012449942728836,-0.5577735232823448,3.230750760554247,0.9540673907023555,0.9999999999999997,1.0,115.1650235747964,361,0.013716245177882554,38.38909770810473,462.7490950936626
score_bo_l10_rm002_erp010__first_signal__low20_minus_0_5atr,Score BO L10 R20>=-0.02 ER20>=0.10 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1510.822227879749,0.5108222278797492,0.0454776385822222,0.10009591857068026,0.49551727096065634,0.6684079574080735,0.15519297896831782,-0.29303927848118905,2021-11-08,2022-10-14,2026-01-05,1519,1518,0.1099218848512838,-0.24622096913334957,-0.05021237932609035,-0.06693007745939139,-0.0859471516232152,-0.01604774324064014,-0.0246540702891859,-0.7189752380027569,4.777206251943564,0.9726658503817757,0.9966480487141061,1.0,174.92927561080154,442,0.0,30.568328807758697,346.03784927692027
score_bo_l10_rp000_erp010__first_signal__low20_minus_0_5atr,Score BO L10 R20>=0.00 ER20>=0.10 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1510.822227879749,0.5108222278797492,0.0454776385822222,0.10009591857068026,0.49551727096065634,0.6684079574080735,0.15519297896831782,-0.29303927848118905,2021-11-08,2022-10-14,2026-01-05,1519,1518,0.1099218848512838,-0.24622096913334957,-0.05021237932609035,-0.06693007745939139,-0.0859471516232152,-0.01604774324064014,-0.0246540702891859,-0.7189752380027569,4.777206251943564,0.9726658503817757,0.9966480487141061,1.0,174.92927561080154,442,0.0,30.568328807758697,346.03784927692027
score_bo_l20_rp002_erp015__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.02 ER20>=0.15 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1878.6686578334507,0.8786686578334506,0.07032149329984239,0.14290768590219047,0.5480364172155355,0.7728224573095948,0.22381439053068242,-0.31419558471242315,2022-03-25,2022-10-18,2024-03-28,734,731,0.08837632131489889,-0.27398451076114166,-0.05404876174606055,-0.07635672284327044,-0.07754679995840508,-0.021758678594527212,-0.033455288926779424,0.1597776632684684,9.666232321738105,0.9567138062037092,0.9999999999999998,1.0,82.91170167166739,350,0.012001714530647235,39.112406400837145,490.4562023489356
score_bo_l10_rm002_erp005__first_signal__ma50,Score BO L10 R20>=-0.02 ER20>=0.05 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1441.8193351861562,0.4418193351861561,0.04022345242221226,0.09513429811394725,0.4631575863587943,0.6285201999983463,0.16410079759346566,-0.24511430177115678,2021-11-08,2022-10-14,2025-10-01,1423,1422,0.101225138206015,-0.22239322274114354,-0.049902504900367295,-0.04389798669803968,-0.06389521499401718,-0.014961616938411866,-0.023561213002183386,-0.6918010767378113,4.568401465946501,0.9601676299887921,0.9897573465769319,1.0,155.2233176168024,425,0.0,43.13490170676982,464.3492836289895
score_bo_l10_rp000_erp005__first_signal__ma50,Score BO L10 R20>=0.00 ER20>=0.05 / First signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1441.8193351861562,0.4418193351861561,0.04022345242221226,0.09513429811394725,0.4631575863587943,0.6285201999983463,0.16410079759346566,-0.24511430177115678,2021-11-08,2022-10-14,2025-10-01,1423,1422,0.101225138206015,-0.22239322274114354,-0.049902504900367295,-0.04389798669803968,-0.06389521499401718,-0.014961616938411866,-0.023561213002183386,-0.6918010767378113,4.568401465946501,0.9601676299887921,0.9897573465769319,1.0,155.2233176168024,425,0.0,43.13490170676982,464.3492836289895
score_bo_l10_rp002_erp015__first_signal__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.15 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1743.7338910312974,0.7437338910312974,0.06175806097567604,0.12822576234524927,0.5327271154810312,0.7235356737021137,0.15948600689118522,-0.3872318467275476,2021-11-08,2022-10-14,2025-09-15,1407,1406,0.13652658257652392,-0.32769794385235274,-0.05135215741701782,-0.07329023001647372,-0.11126942757777081,-0.020368518003228964,-0.03037203170983047,-0.583961721698436,3.1295640143575,0.9695903897581789,0.9999999999999997,1.0,135.57565366480927,365,0.0,34.62693900708006,429.2059623534498
score_bo_l10_rp002_erp010__signal_2d_confirm__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.10 / Signal 2D confirm / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1769.9352724674181,0.7699352724674182,0.0634660877601454,0.13667949211961825,0.519792854090837,0.707251175148079,0.1593896305267943,-0.398182037001939,2021-11-08,2022-10-14,2025-08-13,1374,1373,0.13614348470232532,-0.34061533731990007,-0.05351039372600663,-0.07342463633745955,-0.11990456821831164,-0.021629985932380462,-0.03374809057644822,-0.5727740096892855,3.6931321250964655,0.9696941649581222,0.9999999999999997,1.0,105.97342477496785,357,0.0008572653236176596,34.15695048350469,414.5203758863528
score_bo_l20_rp002_erp005__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.02 ER20>=0.05 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1809.7456559447437,0.8097456559447438,0.0660185710769694,0.14231024961612843,0.5213524406111467,0.7353784915690855,0.1938033472466427,-0.34064721799129327,2022-03-29,2022-10-26,2025-06-27,1186,1185,0.1042036813745145,-0.3057481639601696,-0.05404876174606055,-0.07635672284327033,-0.07754679995840486,-0.021537883433497877,-0.03326552955503694,0.18521463394991092,9.687834000031458,0.9558923465736371,0.9999999999999998,1.0,84.46206600942992,353,0.012001714530647235,39.93433167584446,481.6076871408978
score_bo_l20_rm002_erp010__breakout_5d_after_signal__ma50,Score BO L20 R20>=-0.02 ER20>=0.10 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1541.543975406651,0.5415439754066511,0.0477483322297334,0.10232345303542816,0.5081568292518192,0.695723221559604,0.21308117856950826,-0.2240851704983302,2022-03-25,2023-03-10,2025-10-06,1291,1288,0.09313758523811956,-0.21323890085533026,-0.051829409749507116,-0.04842717906007765,-0.06268491532207265,-0.01592819094179705,-0.02457541219601607,-0.5397655751364672,4.594102905698557,0.9688861407706415,0.9999999999999996,1.0,103.8152593227604,388,0.0004286326618088298,35.85020548780718,404.05845619989225
score_bo_l20_rp000_erp010__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.00 ER20>=0.10 / 5D breakout after signal / MA50 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1541.543975406651,0.5415439754066511,0.0477483322297334,0.10232345303542816,0.5081568292518192,0.695723221559604,0.21308117856950826,-0.2240851704983302,2022-03-25,2023-03-10,2025-10-06,1291,1288,0.09313758523811956,-0.21323890085533026,-0.051829409749507116,-0.04842717906007765,-0.06268491532207265,-0.01592819094179705,-0.02457541219601607,-0.5397655751364672,4.594102905698557,0.9688861407706415,0.9999999999999996,1.0,103.8152593227604,388,0.0004286326618088298,35.85020548780718,404.05845619989225
score_bo_l20_rp002_erp005__first_signal__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.05 / First signal / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1648.9566655422113,0.6489566655422114,0.05538218698142572,0.12892846215738704,0.4837075637350638,0.6544060476966713,0.12755477241930763,-0.43418357409136554,2021-11-08,2022-10-14,,1732,1731,0.1738624375282842,-0.37685903815827654,-0.05142338011263958,-0.07405164947403131,-0.1195385401400314,-0.020447092483503012,-0.03097694024621298,-0.61272653740712,3.1495623482645176,0.967821981174499,0.9999999999999997,1.0,125.59322760394342,365,0.0017145306472353193,35.049768711744846,427.9612776123891
score_bo_l20_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 - 0.5ATR trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,1587.9612461066642,0.5879612461066643,0.051103667109902995,0.13900691144579203,0.42908008416320187,0.5819469542713266,0.11001822233138667,-0.4645018436670725,2021-11-08,2022-10-14,2026-02-25,1570,1569,0.17952461648834592,-0.4093782792454923,-0.05339968646300752,-0.09213640576887328,-0.11995216934717456,-0.022132873714499755,-0.034647791621996264,-0.5465430142203027,4.197562868576556,0.9654079241875838,0.9999999999999998,1.0,94.03600514359194,355,0.005143591941705958,34.26470198458993,391.50305948500346
score_bo_l10_rp002_erp010__signal_2d_confirm__low20,Score BO L10 R20>=0.02 ER20>=0.10 / Signal 2D confirm / Low20 trailing,canonical_equal_weight_active_v1,2017-04-26,2026-08-06,1000.0,2059.244753522419,1.0592447535224192,0.08096074996818547,0.14231713144098904,0.6193988138658629,0.8735125682951476,0.2316575236714522,-0.34948465599160894,2021-11-08,2022-10-14,2024-03-07,850,849,0.09681028096983964,-0.2957580780739759,-0.054191900505412116,-0.06386707160317895,-0.1008490414879204,-0.021859328105242194,-0.033381998224252314,0.14566577553456328,9.714643235460375,0.9653549958898688,0.9999999999999998,1.0,98.03300471495928,353,0.0034290612944706386,37.95832109081208,489.306176536296
