signal_key,signal_label,signal_params,entry_key,entry_label,symbol,entry_signal_date,entry_date,entry_price,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d,mfe_20d,mae_20d
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IUSV,2026-05-05,2026-05-06,108.20905473402988,0.0029452341493800827,-1.565930962676987e-08,0.0010124514187739297,-0.0013805948971895576,0.01187299398888264,0.019604214030548794,-0.00570641030134178
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IVE,2026-05-05,2026-05-06,223.458248334715,0.0019167689292578505,-0.0003565667352544155,0.0019167689292578505,0.0005349588695717777,0.012124450308596657,0.020549175278377074,-0.005170739418049242
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IWD,2026-05-05,2026-05-06,232.91564879709705,0.003552329778456542,0.0010699459706604575,0.002396762165616906,-0.008260219223114595,0.02418149476369713,0.02764820809314128,-0.012411733088580013
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IWN,2026-05-05,2026-05-06,211.03848578525034,0.004532537494078781,-0.0008026542456806007,-0.010198329701348263,-0.03574129493821998,0.0018413345811028048,0.01841352540567498,-0.042445724376704574
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IWX,2026-05-05,2026-05-06,100.95463466388199,0.004737498602243928,0.004540103221814196,0.007106243167401161,0.0001974048523594174,0.027635287159592847,0.03049751503361442,-0.006020516139670695
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,JAAA,2026-05-05,2026-05-06,50.163841247558594,0.0,0.0007910936377151234,0.0011866024341926629,0.0015821872754302468,0.0035226974597248883,0.004118353482185366,-0.00039557866337869285
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,JGLO,2026-05-05,2026-05-06,70.70999908447266,0.005671064654992453,0.0011314076098221104,-0.002262707322675972,-0.008768247130668927,0.005798383077612046,0.01576860243538558,-0.010465250648433844
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,JHMM,2026-05-05,2026-05-06,72.55988292580555,0.003294968495752393,-0.008786432764659402,-0.01194397255848334,-0.03294891984694204,0.012218619669979613,0.015650799832679807,-0.03693017589189718
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,MAGS,2026-05-05,2026-05-06,67.19999694824219,0.018750032640640235,0.03601199268213873,0.02857151615376763,0.01979169481330567,0.018154780894451106,0.05892867401344093,-0.0029761451982837084
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,QLTY,2026-05-05,2026-05-06,40.12715722052975,0.006467619815890613,0.005472572096465678,-0.000995095481958086,0.0017412619801542295,0.025373146224062282,0.03482576673675686,-0.006965286089325451
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,QUAL,2026-05-05,2026-05-06,207.81951531887552,0.008886069566415467,0.010759390960430215,0.010567242254302833,0.006580505362705491,0.03573659348207836,0.039627234323898586,-0.001008726218379774
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,RDVI,2026-05-05,2026-05-06,27.294555705311303,0.001445050857576291,-0.011560699982574585,-0.0177023297804908,-0.027095344878305228,0.008403370390703824,0.014587657618021277,-0.02998551559130158
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,RDVY,2026-05-05,2026-05-06,75.12983382424096,0.00318859444490438,-0.009034203972474009,-0.015942614167752223,-0.02670381111606357,0.010894066401504698,0.01727119163263291,-0.02823171727130991
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,RECS,2026-05-05,2026-05-06,42.38999938964844,0.007548943133562913,0.006605302744242314,0.00401042665936191,0.0009436403893205991,0.027129076254710505,0.03821653586247442,-0.0028308311774608574
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,RSP,2026-05-05,2026-05-06,203.79076026734847,0.0013197979765584567,-0.0023462211751342776,-0.003763825451899905,-0.014468673254634967,0.022827280049331877,0.027079851280699785,-0.01896570112891105
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SHYG,2026-05-05,2026-05-06,41.98375337576974,0.0009417730087226683,0.0007064423123568364,-0.0018836491280302958,-0.0068283195898932725,0.0003861563259903722,0.003296531238528022,-0.008241113907275999
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SJNK,2026-05-05,2026-05-06,24.800771713256836,0.0,0.0,-0.0035871650813478206,-0.007572784427782864,0.00010882315867566383,0.0023913070268877235,-0.009167005508931347
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SLYV,2026-05-05,2026-05-06,103.28562776143775,0.0012525026714642618,-0.0013488697849981524,-0.022352863782857835,-0.03805764262818856,0.0055881972991871365,0.019269665708427697,-0.0413334528321615
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SPEM,2026-05-05,2026-05-06,51.90846621173165,0.007438477729895032,0.003623888214590698,-0.016212021358344986,-0.03852759416408946,0.004005295723875202,0.021171121635142898,-0.04386802464963924
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SPHQ,2026-05-05,2026-05-06,82.18195927721818,0.003642047011777283,0.0008498368803255829,0.0026708031245794572,-0.0036421893068127043,0.048197094444980104,0.050867984531804966,-0.006920030738314931
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,SPYV,2026-05-05,2026-05-06,59.795569421182385,0.002997008009657298,0.0006659149297649769,0.0026639947125297603,0.000832485373979619,0.012653947056798343,0.021145490880848827,-0.00449553855771101
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,TBIL,2026-05-05,2026-05-06,49.58711010086383,0.00020044750038294978,0.0006013256199333128,0.0006013256199333128,0.0016037901710483915,0.0027481121876118397,0.002949227556325873,0.0
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VIG,2026-05-05,2026-05-06,228.7342014121081,0.00047886729849166976,-0.007183008136685931,-0.004005091634161073,-0.0009577260068921456,0.02520568338177287,0.028775433569474762,-0.011100949905314295
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VONV,2026-05-05,2026-05-06,102.22217643711113,0.0025335655805620583,-9.748205890081074e-05,0.0014616517544538965,-0.009452359574443903,0.023387222899279303,0.02650552045672261,-0.013642578770512559
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VOOV,2026-05-05,2026-05-06,215.66326380845817,0.002585757674909317,0.00023082004581298499,0.0022625586877169646,0.0007849563128206061,0.012282364066268814,0.02017820892307509,-0.0046174290636675774
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,FV,2026-05-05,2026-05-06,68.358245702805,0.004676307078724573,0.006926790685295892,0.016951621474118772,0.020035154556956813,0.08534270665230892,0.08750553924069826,-0.01607482171685426
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,GRID,2026-05-05,2026-05-06,195.34193914259234,0.00815780760155782,0.005557496417328167,-0.005098631776411566,-0.056697104420667666,0.005149589150541978,0.019680833799100128,-0.06832204098780337
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,IWN,2026-05-05,2026-05-06,211.03848578525034,0.004532537494078781,-0.0008026542456806007,-0.010198329701348263,-0.03574129493821998,0.0018413345811028048,0.01841352540567498,-0.042445724376704574
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,JHMM,2026-05-05,2026-05-06,72.55988292580555,0.003294968495752393,-0.008786432764659402,-0.01194397255848334,-0.03294891984694204,0.012218619669979613,0.015650799832679807,-0.03693017589189718
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,SPHQ,2026-05-05,2026-05-06,82.18195927721818,0.003642047011777283,0.0008498368803255829,0.0026708031245794572,-0.0036421893068127043,0.048197094444980104,0.050867984531804966,-0.006920030738314931
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,AIRR,2026-05-05,2026-05-06,131.5500030517578,0.002964647515021346,-0.014671287645739994,-0.01679974657999561,-0.06849108268500392,-0.015735517112867803,0.014823237575106507,-0.08422654180171552
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,AOA,2026-05-05,2026-05-06,95.55026283104509,0.004261027099494941,0.005404275350853416,0.000103956718821685,-0.010704601934160118,0.02005826184190096,0.025566462455503425,-0.013510715783859317
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,AOR,2026-05-05,2026-05-06,67.99342629594715,0.004524851100972338,0.004816815863623258,7.052683925756753e-08,-0.00992549711720525,0.014158566190191957,0.020580873002410627,-0.012698850613352297
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,AVSC,2026-05-05,2026-05-06,68.8114934180578,-0.0018831994164392185,-0.007170772859799945,-0.024192346568577938,-0.043459337290879585,-0.007098372242091533,0.009271353534239912,-0.04737063174283329
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,CGBL,2026-05-05,2026-05-06,36.980351614629846,0.004308019656475981,0.004577356591514814,0.003769552095808315,-0.014001012107981103,0.018309104626181405,0.024501894192680007,-0.016262714901948194
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DFUV,2026-05-05,2026-05-06,52.17232989267046,0.0032474114345317773,0.0005731480313586612,0.004584579694743018,-0.0051574895212613825,0.037058363099839564,0.039541550862421504,-0.01050614975892361
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DUHP,2026-05-05,2026-05-06,39.45928717025654,0.007585315874783394,0.00480409417756289,0.00707970951111192,0.003286985063778003,0.04601768334050882,0.05082181141676978,-0.002022705888764187
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DYNF,2026-05-05,2026-05-06,64.94892411831877,0.007837746098391829,0.010757520875927629,0.014292238563038406,0.008759749326138877,0.03964961794436728,0.046949438997624604,-0.0009220463942697377
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,FV,2026-05-05,2026-05-06,68.358245702805,0.004676307078724573,0.006926790685295892,0.016951621474118772,0.020035154556956813,0.08534270665230892,0.08750553924069826,-0.01607482171685426
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,GRID,2026-05-05,2026-05-06,195.34193914259234,0.00815780760155782,0.005557496417328167,-0.005098631776411566,-0.056697104420667666,0.005149589150541978,0.019680833799100128,-0.06832204098780337
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,HELO,2026-05-05,2026-05-06,67.53304954611195,0.00177413878865873,0.0005913140638897918,0.0005913140638897918,0.0007391953976743082,0.003696031264090349,0.008574757828152535,-0.002809042935273065
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IGV,2026-05-05,2026-05-06,88.25344804557311,-0.005097960409603419,0.032627208345093583,0.013254836072233545,0.041690315584304694,0.1351535333460714,0.22419854514983495,-0.021977964039767595
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IJS,2026-05-05,2026-05-06,129.46184750772454,0.0014617821791940155,-0.0015387794490488993,-0.02208033346959548,-0.03846744502520727,0.0054624131536402665,0.019772266505509117,-0.0413140578969694
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IUSV,2026-05-05,2026-05-06,108.20905473402988,0.0029452341493800827,-1.565930962676987e-08,0.0010124514187739297,-0.0013805948971895576,0.01187299398888264,0.019604214030548794,-0.00570641030134178
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IVE,2026-05-05,2026-05-06,223.458248334715,0.0019167689292578505,-0.0003565667352544155,0.0019167689292578505,0.0005349588695717777,0.012124450308596657,0.020549175278377074,-0.005170739418049242
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IWD,2026-05-05,2026-05-06,232.91564879709705,0.003552329778456542,0.0010699459706604575,0.002396762165616906,-0.008260219223114595,0.02418149476369713,0.02764820809314128,-0.012411733088580013
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IWN,2026-05-05,2026-05-06,211.03848578525034,0.004532537494078781,-0.0008026542456806007,-0.010198329701348263,-0.03574129493821998,0.0018413345811028048,0.01841352540567498,-0.042445724376704574
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IWX,2026-05-05,2026-05-06,100.95463466388199,0.004737498602243928,0.004540103221814196,0.007106243167401161,0.0001974048523594174,0.027635287159592847,0.03049751503361442,-0.006020516139670695
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,JGLO,2026-05-05,2026-05-06,70.70999908447266,0.005671064654992453,0.0011314076098221104,-0.002262707322675972,-0.008768247130668927,0.005798383077612046,0.01576860243538558,-0.010465250648433844
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,JHMM,2026-05-05,2026-05-06,72.55988292580555,0.003294968495752393,-0.008786432764659402,-0.01194397255848334,-0.03294891984694204,0.012218619669979613,0.015650799832679807,-0.03693017589189718
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,MAGS,2026-05-05,2026-05-06,67.19999694824219,0.018750032640640235,0.03601199268213873,0.02857151615376763,0.01979169481330567,0.018154780894451106,0.05892867401344093,-0.0029761451982837084
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,QLTY,2026-05-05,2026-05-06,40.12715722052975,0.006467619815890613,0.005472572096465678,-0.000995095481958086,0.0017412619801542295,0.025373146224062282,0.03482576673675686,-0.006965286089325451
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,QUAL,2026-05-05,2026-05-06,207.81951531887552,0.008886069566415467,0.010759390960430215,0.010567242254302833,0.006580505362705491,0.03573659348207836,0.039627234323898586,-0.001008726218379774
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,RDVI,2026-05-05,2026-05-06,27.294555705311303,0.001445050857576291,-0.011560699982574585,-0.0177023297804908,-0.027095344878305228,0.008403370390703824,0.014587657618021277,-0.02998551559130158
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,RDVY,2026-05-05,2026-05-06,75.12983382424096,0.00318859444490438,-0.009034203972474009,-0.015942614167752223,-0.02670381111606357,0.010894066401504698,0.01727119163263291,-0.02823171727130991
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,RECS,2026-05-05,2026-05-06,42.38999938964844,0.007548943133562913,0.006605302744242314,0.00401042665936191,0.0009436403893205991,0.027129076254710505,0.03821653586247442,-0.0028308311774608574
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,RSP,2026-05-05,2026-05-06,203.79076026734847,0.0013197979765584567,-0.0023462211751342776,-0.003763825451899905,-0.014468673254634967,0.022827280049331877,0.027079851280699785,-0.01896570112891105
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,SLYV,2026-05-05,2026-05-06,103.28562776143775,0.0012525026714642618,-0.0013488697849981524,-0.022352863782857835,-0.03805764262818856,0.0055881972991871365,0.019269665708427697,-0.0413334528321615
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,SPEM,2026-05-05,2026-05-06,51.90846621173165,0.007438477729895032,0.003623888214590698,-0.016212021358344986,-0.03852759416408946,0.004005295723875202,0.021171121635142898,-0.04386802464963924
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,SPHQ,2026-05-05,2026-05-06,82.18195927721818,0.003642047011777283,0.0008498368803255829,0.0026708031245794572,-0.0036421893068127043,0.048197094444980104,0.050867984531804966,-0.006920030738314931
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,SPYV,2026-05-05,2026-05-06,59.795569421182385,0.002997008009657298,0.0006659149297649769,0.0026639947125297603,0.000832485373979619,0.012653947056798343,0.021145490880848827,-0.00449553855771101
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VIG,2026-05-05,2026-05-06,228.7342014121081,0.00047886729849166976,-0.007183008136685931,-0.004005091634161073,-0.0009577260068921456,0.02520568338177287,0.028775433569474762,-0.011100949905314295
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VONV,2026-05-05,2026-05-06,102.22217643711113,0.0025335655805620583,-9.748205890081074e-05,0.0014616517544538965,-0.009452359574443903,0.023387222899279303,0.02650552045672261,-0.013642578770512559
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VOOV,2026-05-05,2026-05-06,215.66326380845817,0.002585757674909317,0.00023082004581298499,0.0022625586877169646,0.0007849563128206061,0.012282364066268814,0.02017820892307509,-0.0046174290636675774
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,ARTY,2026-05-05,2026-05-06,66.8607429573214,0.014050744253691905,0.022122453557034794,0.00029881643088813803,-0.04648736079320748,0.196113506707142,0.22346779312616016,-0.07399109768699275
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,BAI,2026-05-05,2026-05-06,45.93000030517578,0.004572155085507124,0.022860858482124158,0.018288703396617034,-0.020248210298204228,0.12584364774422907,0.14369689593442803,-0.05290660328826402
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,IXN,2026-05-05,2026-05-06,126.90815040039435,0.014323999363996975,0.046828182612690616,0.03415698696563241,0.022430356710921195,0.16669288163307194,0.17920668393384687,-0.004407347468549316
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,QTEC,2026-05-05,2026-05-06,281.9006981918372,0.010499138259689289,0.04603984986586496,0.02986568177550808,0.023019974820219558,0.18181827020909247,0.18997628087889473,-0.009186664793302657
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,QTUM,2026-05-05,2026-05-06,141.61552552740457,0.012759939941580978,0.02157210978545221,0.015015751983535885,-0.008600669251646154,0.18265762634905336,0.1984489929817359,-0.029538286547332593
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,RSPT,2026-05-05,2026-05-06,56.21216254199439,0.0051555718315972054,0.03377786598054433,0.027911153801184474,0.01831112251108835,0.19075567911520053,0.19982224337878463,-0.013333333333333308
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,SPMO,2026-05-05,2026-05-06,140.09500935747903,0.009122648432534852,0.024944757449181676,0.029506110705655342,0.00228078192397696,0.10533824099818623,0.10997090585915714,-0.01610708810951722
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,TDIV,2026-05-05,2026-05-06,110.5181057108351,0.009375289936592646,0.01793917666344802,-9.01675504313415e-05,-0.006670874736848131,0.13612184898879964,0.15838811073454373,-0.015144689880640994
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,XLK,2026-05-05,2026-05-06,167.68006605574075,0.012806730009241596,0.045508737233060925,0.04360257234411136,0.031927528522922355,0.16887055643873672,0.18376214515973022,-0.006194951838653151
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",signal_2d_confirm,Signal 2D confirm,SCHH,2026-05-05,2026-05-06,23.26585366427126,0.008109284318517318,0.004268083325850824,0.006402038332554705,-0.003841191641422159,-0.01493808559868015,0.021340202917242257,-0.022193803767777687
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",signal_2d_confirm,Signal 2D confirm,USRT,2026-05-05,2026-05-06,64.3579731280191,0.008034558610299447,0.006025911434908382,0.007262111431661111,-0.005562455891767404,-0.012515488142395004,0.022249720720610044,-0.022095218020083074
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,AAXJ,2026-05-05,2026-05-06,114.59882860198275,0.011998932508351379,0.021650281816961714,-0.01104254051614173,-0.03138853288389887,0.06208155962074868,0.07538473052207162,-0.07660207829187538
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,AIA,2026-05-05,2026-05-06,133.201567875797,0.013837914660353112,0.028049957629810995,-0.0056100537024906805,-0.020046508202909874,0.11354616876101997,0.128206999185976,-0.038596852258660275
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,BAI,2026-05-05,2026-05-06,45.93000030517578,0.004572155085507124,0.022860858482124158,0.018288703396617034,-0.020248210298204228,0.12584364774422907,0.14369689593442803,-0.05290660328826402
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,BTC,2026-05-05,2026-05-06,36.2599983215332,-0.006343065440787443,-0.02178701426913565,-0.014340779568034479,-0.06398234424204241,-0.20270267000415876,0.00220633852062746,-0.2049089559227807
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,CIBR,2026-05-05,2026-05-06,70.27456984618291,-0.002345929020759363,0.07087510226144467,0.06405056572314005,0.14310091351140852,0.3033339442742904,0.34207712667131807,-0.017701041626328462
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,DFAS,2026-05-05,2026-05-06,78.12623740977497,0.0011484984327414516,-0.005742701012367735,-0.01927012347236856,-0.040964799385006856,0.0006380572987896294,0.011740662869119456,-0.04466565419927948
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,FBTC,2026-05-05,2026-05-06,71.31999969482422,-0.005608546376759671,-0.021172211759558524,-0.013460447119748475,-0.06309590604676585,-0.20204711033471667,0.0028743947270315484,-0.20457095085555232
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,FELV,2026-05-05,2026-05-06,38.17366002263587,0.00430689362869896,-0.0005220280900329888,0.002088245779863218,-0.0031324018900188433,0.03315061475472758,0.03523879049892331,-0.008614003244079016
