signal_key,signal_label,signal_params,entry_key,entry_label,symbol,entry_signal_date,entry_date,entry_price,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d,mfe_20d,mae_20d
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,PDBC,2026-04-02,2026-04-06,17.520000457763672,0.001712259047549347,-0.029109601344550096,-0.031392758563853596,-0.0388128017927335,0.04851600224091679,0.05793375360322317,-0.05279686759364677
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",first_signal,First signal,SRLN,2026-04-02,2026-04-06,39.35444062204873,0.0004996367317906536,0.006245366858888435,0.002997860339417624,0.012240890267205096,0.01682663739222834,0.017077883406679373,-0.0032474958126954556
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,SRLN,2026-04-06,2026-04-07,39.383934020996094,0.0,0.004493396235004443,0.0029956620628186492,0.011732364017883246,0.016065167660409996,0.0163162255245628,-0.0017473712537335873
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",first_signal,First signal,AVSC,2026-04-06,2026-04-07,63.0398236475501,0.005060083591572395,0.0382669225444876,0.04332709873612095,0.0744780860479064,0.06831113624950746,0.0839659295505577,-0.005218245134345989
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",signal_2d_confirm,Signal 2D confirm,SRLN,2026-04-06,2026-04-07,39.383934020996094,0.0,0.004493396235004443,0.0029956620628186492,0.011732364017883246,0.016065167660409996,0.0163162255245628,-0.0017473712537335873
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,EMLP,2026-04-07,2026-04-08,43.41728447853833,0.007546348833961547,0.008460984537509209,-0.005030902494294276,-0.02080955450748423,0.01577859733344278,0.02355359512406685,-0.02446836634734373
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IDV,2026-04-07,2026-04-08,42.73727299619147,-0.0006845910430350877,0.003194884076274329,0.010953923574150926,-0.003651300992658646,0.011410306158993855,0.019169340561201897,-0.013235910891519542
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VBIL,2026-04-07,2026-04-08,74.84637451171875,0.0,0.0006623674959205239,0.0006623674959205239,0.0013247349918412699,0.0027303036900943045,0.002863077861121388,0.0
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IDV,2026-04-07,2026-04-08,42.73727299619147,-0.0006845910430350877,0.003194884076274329,0.010953923574150926,-0.003651300992658646,0.011410306158993855,0.019169340561201897,-0.013235910891519542
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",breakout_5d_after_signal,5D breakout after signal,GCOW,2026-04-08,2026-04-09,46.01532778780377,-0.0006459685655464398,-0.0006459685655464398,-0.010981846816307317,-0.01722649864738468,-0.007321288898787026,0.00387597567826492,-0.0241171354464097
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,AIRR,2026-04-08,2026-04-09,118.86000061035156,0.014891440635852238,0.02507147662995668,0.02010768448069733,0.04282345878978,0.11004544644025138,0.11164398623859051,0.0
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,AMLP,2026-04-08,2026-04-09,51.59800158641934,-0.004562697162198814,-0.010266112246284043,-0.024144459249777372,-0.013117856753879109,0.0036121608261043825,0.03136879683128946,-0.03954369682553971
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DEM,2026-04-08,2026-04-09,50.0922576456198,0.007484756050600394,0.017333070001135598,0.02343897591227173,0.03446919110553659,0.06992318225020755,0.07090800079082693,-0.0011818273143592295
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DFIV,2026-04-08,2026-04-09,53.89013597952381,0.004389134279993989,0.01389895448800238,0.012070183747938223,-0.0040234942705345,0.01773955000853311,0.020939978643855106,-0.018562588227953758
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DFLV,2026-04-08,2026-04-09,36.54729110819433,0.007360972069718752,0.008996664320414904,0.005997808213290101,0.018538706938396432,0.04225734053218044,0.04362046039802814,-0.0027262496011962734
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DFUV,2026-04-08,2026-04-09,49.70074991204791,0.007018293489366334,0.009825545950086667,0.006817737079800823,0.02346100244781235,0.05313813183816696,0.05484254494268481,-0.001804729240506897
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DVY,2026-04-08,2026-04-09,151.42183420398143,0.005569428192308434,-0.0015725498566353524,-0.00497968674481486,-0.00497968674481486,0.00871446212446303,0.020246421832800898,-0.01074569477415599
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,DXJ,2026-04-08,2026-04-09,163.03782842004676,0.007615913987771394,0.009991989162918324,0.0053615064401528745,-0.015475665812292427,0.007615913987771394,0.019009227391166394,-0.030402829147674115
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,EFV,2026-04-08,2026-04-09,74.91882163197226,0.008321406308341439,0.016122615466862333,0.0174228509384442,-0.0005201541642207985,0.025094118018194722,0.02782462064608837,-0.018203136956407295
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,EWT,2026-04-08,2026-04-09,75.62999725341797,0.010313452823193847,0.03477462618436955,0.06756579129877771,0.13962720575811005,0.2541319835871674,0.25545419008925174,-0.0058177287847492876
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,EWU,2026-04-08,2026-04-09,46.77990486825875,0.004004185956881567,0.008640707936559133,0.007376179702381691,-0.006322427666855535,-0.00021074506576379548,0.019388811418970864,-0.03603786217295868
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,EWZ,2026-04-08,2026-04-09,39.49401962243372,0.016804665201702873,0.041384501339990054,0.039879544420843294,0.018058683280214094,0.0007524997185492932,0.053925271394048124,-0.031602684651718005
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,FLJP,2026-04-08,2026-04-09,37.341445035085535,0.008800048828125018,0.009599939661534718,0.017333341446970518,0.0005332843298881951,0.04266658902570386,0.0453333166330212,-0.01866670705219997
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,FNDF,2026-04-08,2026-04-09,50.52429267687458,0.006691598964738699,0.012399039784239285,0.012989542802366971,0.009446902204801155,0.04802197809031328,0.04920287495274689,-0.007872495262266743
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,GCOW,2026-04-08,2026-04-09,46.01532778780377,-0.0006459685655464398,-0.0006459685655464398,-0.010981846816307317,-0.01722649864738468,-0.007321288898787026,0.00387597567826492,-0.0241171354464097
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,GRID,2026-04-08,2026-04-09,173.41041945314774,0.013899248523702612,0.03147431110771781,0.03365687317693933,0.056745711941472265,0.13566129255480597,0.13721206081295545,-0.00011489444828449713
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IBDR,2026-04-08,2026-04-09,23.941447688793872,0.00041357439022426945,0.0012406794911046237,0.0008271269406643356,0.002067784591984756,0.0037235084709670296,0.0041384511992510475,0.0
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,ICVT,2026-04-08,2026-04-09,107.21207516548432,9.292893121659596e-05,0.009669942936638254,0.02566246968639052,0.04444446428077575,0.10105232315432233,0.102262347473975,-0.0036262145846778226
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IFRA,2026-04-08,2026-04-09,58.88581818322893,0.012021657093860938,0.01083641923311296,0.0005079548930284616,0.00795799368290484,0.06434133160757538,0.07077548431077263,-0.004571599826102557
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,ILF,2026-04-08,2026-04-09,36.36605861508747,0.013304312772430382,0.033939792375371924,0.02497957952466634,0.011403785531077792,0.003529678158734173,0.04534343340341329,-0.03285369200237487
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,IVLU,2026-04-08,2026-04-09,40.538118054522634,0.008248426553105537,0.014313455714878076,0.014313455714878076,-0.0026686635786807855,0.029354637698645103,0.030688948771007363,-0.018437747653589298
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,JIVE,2026-04-08,2026-04-09,88.91000366210938,0.008154295852650595,0.016589792074766185,0.0185580230404101,0.010898595216658924,0.04103019733280977,0.04172757768149471,-0.007648186673796964
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,MLPX,2026-04-08,2026-04-09,72.73245375143463,-0.007483034717793435,-0.021496604732784252,-0.03755104498305262,-0.03659868782505071,0.001768644610486092,0.03374155891881703,-0.05877545638298565
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,PAVE,2026-04-08,2026-04-09,53.5061684256291,0.018376877581948836,0.02649261939849712,0.008582149524209548,0.028544832517506613,0.08861945928904125,0.08992542384641355,0.0
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,PSI,2026-04-08,2026-04-09,106.40045475015506,0.023494031707191887,0.058641082339554895,0.07085788493784362,0.16624369556958718,0.3589886971855132,0.3591766895792279,0.0
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VLUE,2026-04-08,2026-04-09,150.8282085626458,0.009711953057448763,0.013874253759559751,0.020547005617951974,0.05120243172817629,0.17177581440557432,0.17210617280935558,-0.002840961501296979
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VOE,2026-04-08,2026-04-09,188.10090145634408,0.006297308745933705,0.0061914468411135015,0.0037571908718843083,0.01582260881321007,0.02603588958146741,0.032862322886161754,-0.0038101373942061034
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VPL,2026-04-08,2026-04-09,102.76000213623047,0.012358861586853065,0.01673804189321526,0.026274784859022793,0.027539841794751885,0.09556247071507151,0.09624366664120076,-0.0033087189589039445
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VYM,2026-04-08,2026-04-09,150.66607653339645,0.007057994870389939,0.01048819759045827,0.009564665892663582,0.0212401158596065,0.03529027481326796,0.03878624385143237,-0.0007915306857010362
early_te_cross_base,Early TE cross base,"{""er20_min"": 0.1, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.0}",first_signal,First signal,VYMI,2026-04-08,2026-04-09,96.35952471533605,0.006148785231218756,0.014757074490340472,0.01865136279373436,0.007071110420732607,0.029104302431883555,0.03012908695519645,-0.010145593092244276
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",breakout_5d_after_signal,5D breakout after signal,GCOW,2026-04-08,2026-04-09,46.01532778780377,-0.0006459685655464398,-0.0006459685655464398,-0.010981846816307317,-0.01722649864738468,-0.007321288898787026,0.00387597567826492,-0.0241171354464097
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,AIRR,2026-04-08,2026-04-09,118.86000061035156,0.014891440635852238,0.02507147662995668,0.02010768448069733,0.04282345878978,0.11004544644025138,0.11164398623859051,0.0
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DFIV,2026-04-08,2026-04-09,53.89013597952381,0.004389134279993989,0.01389895448800238,0.012070183747938223,-0.0040234942705345,0.01773955000853311,0.020939978643855106,-0.018562588227953758
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DFLV,2026-04-08,2026-04-09,36.54729110819433,0.007360972069718752,0.008996664320414904,0.005997808213290101,0.018538706938396432,0.04225734053218044,0.04362046039802814,-0.0027262496011962734
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DFUV,2026-04-08,2026-04-09,49.70074991204791,0.007018293489366334,0.009825545950086667,0.006817737079800823,0.02346100244781235,0.05313813183816696,0.05484254494268481,-0.001804729240506897
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,DXJ,2026-04-08,2026-04-09,163.03782842004676,0.007615913987771394,0.009991989162918324,0.0053615064401528745,-0.015475665812292427,0.007615913987771394,0.019009227391166394,-0.030402829147674115
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,EFV,2026-04-08,2026-04-09,74.91882163197226,0.008321406308341439,0.016122615466862333,0.0174228509384442,-0.0005201541642207985,0.025094118018194722,0.02782462064608837,-0.018203136956407295
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,EWT,2026-04-08,2026-04-09,75.62999725341797,0.010313452823193847,0.03477462618436955,0.06756579129877771,0.13962720575811005,0.2541319835871674,0.25545419008925174,-0.0058177287847492876
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,EWZ,2026-04-08,2026-04-09,39.49401962243372,0.016804665201702873,0.041384501339990054,0.039879544420843294,0.018058683280214094,0.0007524997185492932,0.053925271394048124,-0.031602684651718005
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,FNDF,2026-04-08,2026-04-09,50.52429267687458,0.006691598964738699,0.012399039784239285,0.012989542802366971,0.009446902204801155,0.04802197809031328,0.04920287495274689,-0.007872495262266743
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,GCOW,2026-04-08,2026-04-09,46.01532778780377,-0.0006459685655464398,-0.0006459685655464398,-0.010981846816307317,-0.01722649864738468,-0.007321288898787026,0.00387597567826492,-0.0241171354464097
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,ICVT,2026-04-08,2026-04-09,107.21207516548432,9.292893121659596e-05,0.009669942936638254,0.02566246968639052,0.04444446428077575,0.10105232315432233,0.102262347473975,-0.0036262145846778226
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IFRA,2026-04-08,2026-04-09,58.88581818322893,0.012021657093860938,0.01083641923311296,0.0005079548930284616,0.00795799368290484,0.06434133160757538,0.07077548431077263,-0.004571599826102557
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,ILF,2026-04-08,2026-04-09,36.36605861508747,0.013304312772430382,0.033939792375371924,0.02497957952466634,0.011403785531077792,0.003529678158734173,0.04534343340341329,-0.03285369200237487
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,IVLU,2026-04-08,2026-04-09,40.538118054522634,0.008248426553105537,0.014313455714878076,0.014313455714878076,-0.0026686635786807855,0.029354637698645103,0.030688948771007363,-0.018437747653589298
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,JIVE,2026-04-08,2026-04-09,88.91000366210938,0.008154295852650595,0.016589792074766185,0.0185580230404101,0.010898595216658924,0.04103019733280977,0.04172757768149471,-0.007648186673796964
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,MLPX,2026-04-08,2026-04-09,72.73245375143463,-0.007483034717793435,-0.021496604732784252,-0.03755104498305262,-0.03659868782505071,0.001768644610486092,0.03374155891881703,-0.05877545638298565
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,PSI,2026-04-08,2026-04-09,106.40045475015506,0.023494031707191887,0.058641082339554895,0.07085788493784362,0.16624369556958718,0.3589886971855132,0.3591766895792279,0.0
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VLUE,2026-04-08,2026-04-09,150.8282085626458,0.009711953057448763,0.013874253759559751,0.020547005617951974,0.05120243172817629,0.17177581440557432,0.17210617280935558,-0.002840961501296979
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VOE,2026-04-08,2026-04-09,188.10090145634408,0.006297308745933705,0.0061914468411135015,0.0037571908718843083,0.01582260881321007,0.02603588958146741,0.032862322886161754,-0.0038101373942061034
early_te_cross_strict,Early TE cross strict,"{""er20_min"": 0.15, ""ma50_slope_10_min"": 0.0, ""r20_min"": 0.02}",first_signal,First signal,VYMI,2026-04-08,2026-04-09,96.35952471533605,0.006148785231218756,0.014757074490340472,0.01865136279373436,0.007071110420732607,0.029104302431883555,0.03012908695519645,-0.010145593092244276
scanner_surge_v0,Scanner surge v0,"{""source"": ""features.add_signal_surge_v0""}",first_signal,First signal,IGF,2026-04-08,2026-04-09,67.66768491538554,0.005974876367011772,-0.009181044843483699,-0.016030484400238132,-0.025502780128330516,-0.00976406462863555,0.013552903934007654,-0.0319149722503248
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",breakout_5d_after_signal,5D breakout after signal,AVSC,2026-04-08,2026-04-09,64.6048481993779,0.013115354660322875,0.01805295026865328,0.021138844192292394,0.04289468568233712,0.06310763925717189,0.0658849933248511,0.0
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",first_signal,First signal,AVSC,2026-04-08,2026-04-09,64.6048481993779,0.013115354660322875,0.01805295026865328,0.021138844192292394,0.04289468568233712,0.06310763925717189,0.0658849933248511,0.0
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",first_signal,First signal,AVUV,2026-04-08,2026-04-09,114.03066283390011,0.008824833229897022,0.012319828981254055,0.005941496860949247,0.032503317376924246,0.051900453473157304,0.058235084485381394,-0.00113583695370989
score_breakout_base,Score breakout base,"{""er20_min"": 0.1, ""r20_min"": 0.0, ""score_lookback"": 20}",first_signal,First signal,BAI,2026-04-08,2026-04-09,37.06999969482422,0.007553244715455598,0.04100351956506487,0.06770979651723374,0.1213919621539219,0.2446722354867079,0.2462908320279804,-0.006743997897440068
