signal_key,signal_label,entry_key,entry_label,signal_params,description,signals,avg_fwd_1d,median_fwd_1d,win_rate_1d,avg_fwd_3d,median_fwd_3d,win_rate_3d,avg_fwd_5d,median_fwd_5d,win_rate_5d,avg_fwd_10d,median_fwd_10d,win_rate_10d,avg_fwd_20d,median_fwd_20d,win_rate_20d,avg_mfe_20d,median_mfe_20d,avg_mae_20d,median_mae_20d
score_bo_l20_rp002_erp010,Score BO L20 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",926,-0.0010313943108370284,-0.0011733858543525044,0.4222462203023758,0.0016335266239668844,0.003430509714384744,0.5971922246220303,0.001746608236879303,0.0036232534022875296,0.5935135135135136,0.0054958003117586245,0.002988444428828063,0.544468546637744,0.02641107723938041,0.019927477616170197,0.6616279069767442,0.04939970285662788,0.0336281168163729,-0.031176005904494708,-0.023133354102205017
score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1856,0.0007509862152098485,0.0011102206336716103,0.5619612068965517,0.0021405750697971898,0.001474180317853624,0.5275377969762419,0.0032202757739376183,0.003723992475043958,0.6172972972972973,0.007790854549667899,0.0053493277828531305,0.5872756933115824,0.02361115937231308,0.01762290794699839,0.6719858156028369,0.047380815901861995,0.034514574624108896,-0.028536632867506233,-0.021848607189430602
score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",953,-0.0016461872762417863,-0.0016714348863164918,0.37355718782791186,0.0016661336772360535,0.003649679839669462,0.5939139559286464,0.0008510288334481291,0.0039064298847864,0.5871848739495799,0.004163934249692618,0.002501127501146061,0.5451680672268907,0.020413031410876088,0.014884611394480163,0.6334106728538283,0.04561481833205122,0.03233560641459432,-0.03077563593512246,-0.02244299520972548
score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",364,-0.0005173240926142359,-0.00022988366168597008,0.4807692307692308,-0.00279266368142628,0.0006120508377334133,0.5137362637362637,5.450773294757111e-05,0.004342764220378714,0.5796703296703297,0.003856623304151325,0.0068174303197207076,0.6071428571428571,0.017485864855405556,0.004532828677248246,0.588957055214724,0.05040314129968868,0.03469417867356639,-0.03216414949762423,-0.020139774390493748
score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",892,-0.0009472782151282069,-0.0010130065304477243,0.4282511210762332,0.0019886348309250423,0.0036743078033555365,0.6121076233183856,0.0018636542464279826,0.004085312280872833,0.6038159371492705,0.005826255850274285,0.0033142923818950676,0.5529279279279279,0.02716484376148719,0.020194404045576153,0.6706875753920386,0.050286551629715154,0.03448600710827898,-0.031053028990151842,-0.022437963458509402
score_bo_l40_rm002_erp005,Score BO L40 R20>=-0.02 ER20>=0.05,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1744,-0.0003342390710282343,0.0,0.4908256880733945,-0.00021707424033355613,0.00039682121928863445,0.5246842709529277,-1.7369736863544495e-05,0.000841633382766882,0.5574052812858783,0.0028465415899790666,0.0004610368807544951,0.511265164644714,0.012355145934557337,0.004240882419502934,0.5984962406015037,0.03371711315740916,0.02226845211325168,-0.028346348954054367,-0.02111266822621166
score_bo_l40_rm002_erp005,Score BO L40 R20>=-0.02 ER20>=0.05,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",822,-0.0017719757187000217,-0.001444641021951798,0.3333333333333333,-0.0020801160051838606,-1.015091899425613e-09,0.49878345498783455,-0.002307274601336238,0.00041901132914512473,0.5085158150851582,-0.0004167827696675426,-0.0011731333882645245,0.4762484774665043,0.007597418259386935,0.0012805259200886487,0.5148514851485149,0.03172065385493393,0.019910504656845962,-0.03136035327406379,-0.02312887568638866
score_bo_l40_rm002_erp005,Score BO L40 R20>=-0.02 ER20>=0.05,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",285,0.0003103363582706986,0.0005925268092954461,0.5368421052631579,-0.003980255169091189,0.0008674908079415733,0.5298245614035088,-0.002256923058453557,0.0014874186795486022,0.5598591549295775,0.0005058402563130314,0.0022741655796842952,0.5633802816901409,-0.0011358136964839504,-0.0010794520884341852,0.4678111587982833,0.037024291136260844,0.02864041003461959,-0.03454002999172516,-0.020733619967853723
score_bo_l40_rm002_erp005,Score BO L40 R20>=-0.02 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",710,-0.001613398947688889,-0.001739302684592492,0.3267605633802817,-0.0021674733017043877,-7.43252237533909e-09,0.49506346967559944,-0.002351326224014093,-0.0002660085201162121,0.4957627118644068,-0.001138702192578403,-0.0029774370915347514,0.425531914893617,0.012851065070522872,0.0027666882270694915,0.549469964664311,0.03537562236360583,0.020845067178200227,-0.034227787244026864,-0.027383431985059326
score_bo_l40_rm002_erp010,Score BO L40 R20>=-0.02 ER20>=0.10,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1638,-0.0002126789640248509,6.220273867008075e-05,0.5012210012210012,0.00023787413249567543,0.0004959353691756929,0.534841075794621,0.00017532299999188544,0.0008986056840736278,0.5617359413202934,0.0028126561072623225,0.00012072633222448559,0.5015384615384615,0.013135015639211317,0.005312913535295394,0.6147736298649722,0.03455623078367877,0.02268728118170904,-0.028725355135555856,-0.020919819896812575
score_bo_l40_rm002_erp010,Score BO L40 R20>=-0.02 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",763,-0.0018381928420724645,-0.0015882858255275023,0.31585845347313235,-0.0024023403194766,-9.766232811347919e-08,0.4927916120576671,-0.002649470209561098,0.0002548387938428043,0.5045871559633027,-0.0008605554930732823,-0.0016177435945353147,0.4658792650918635,0.007940757079196213,0.0014192656032308015,0.5213675213675214,0.03233753192640616,0.019704362013299948,-0.03242222003916875,-0.024152025877886785
score_bo_l40_rm002_erp010,Score BO L40 R20>=-0.02 ER20>=0.10,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",280,0.00034266655306599794,0.00048790665117426357,0.5285714285714286,-0.004393043977738634,0.0007470158574759411,0.5285714285714286,-0.0023468755149728855,0.0012321768098566555,0.5519713261648745,0.0001176020641292105,0.0022675492353916304,0.5627240143369175,-0.0016511761620640034,-0.001095050450288071,0.4652173913043478,0.03675802836184081,0.028036365701340382,-0.03497377073695456,-0.020858891691422354
score_bo_l40_rm002_erp010,Score BO L40 R20>=-0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",683,-0.0016476712392576181,-0.001653381492091155,0.3279648609077599,-0.002086213473614118,4.7477649589566795e-08,0.5043988269794721,-0.0021889980272328156,0.0002464833623778695,0.5051395007342144,-0.0009764158357879096,-0.00270858005314345,0.4327917282127031,0.013358414038678953,0.0030044843692189627,0.5543478260869565,0.0360504906410174,0.02132715384132755,-0.03456136559365234,-0.027744964558441332
score_bo_l40_rm002_erp015,Score BO L40 R20>=-0.02 ER20>=0.15,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1490,-0.00010814219636723495,0.0,0.49798657718120803,0.0004954013209124515,0.0005189560371879898,0.5396505376344086,0.0002821044099083425,0.0011212950743685335,0.573252688172043,0.0031421306777009877,0.0005885083832417592,0.5132024373730535,0.01368358874868612,0.005297655722764194,0.6202209005947323,0.03614237168113898,0.02391857558156807,-0.029693368752773227,-0.021833793518780287
score_bo_l40_rm002_erp015,Score BO L40 R20>=-0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",688,-0.0018311802340383353,-0.001600595903968438,0.3226744186046512,-0.0021561594379195274,0.0002726125967009718,0.5188953488372093,-0.0024714260827306254,0.0007373384887092715,0.5247093023255814,-0.0008797075076290066,-0.0016170639375735485,0.47307132459970885,0.00860333700086027,0.0018694983220747252,0.531021897810219,0.03421321523260103,0.021316966881572585,-0.03374458511772641,-0.025626666108812257
score_bo_l40_rm002_erp015,Score BO L40 R20>=-0.02 ER20>=0.15,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",266,0.00028638925524653914,0.00048790665117426357,0.5338345864661654,-0.00506812885916808,0.0006050613450621078,0.5225563909774437,-0.002689967272444639,0.0012321768098566555,0.5509433962264151,-0.0008562743015336713,0.001712952760524633,0.5509433962264151,-0.0018134134517302212,-0.001095050450288071,0.46396396396396394,0.03683228063349019,0.02773111967827535,-0.03613235135310973,-0.021049793699416397
score_bo_l40_rm002_erp015,Score BO L40 R20>=-0.02 ER20>=0.15,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",641,-0.0016135797880925935,-0.001723187071134169,0.3213728549141966,-0.00198565590545141,0.0003363122364306026,0.5265625,-0.0020740879895814555,0.0003953069858659841,0.513302034428795,-0.000804233150632682,-0.0023852540330111527,0.4456692913385827,0.013716862666607476,0.0027834761101837024,0.5555555555555556,0.03730922548467087,0.02200551372285009,-0.03526774128087472,-0.028548104184592304
score_bo_l40_rp000_erp005,Score BO L40 R20>=0.00 ER20>=0.05,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1744,-0.0003342390710282343,0.0,0.4908256880733945,-0.00021707424033355613,0.00039682121928863445,0.5246842709529277,-1.7369736863544495e-05,0.000841633382766882,0.5574052812858783,0.0028465415899790666,0.0004610368807544951,0.511265164644714,0.012355145934557337,0.004240882419502934,0.5984962406015037,0.03371711315740916,0.02226845211325168,-0.028346348954054367,-0.02111266822621166
score_bo_l40_rp000_erp005,Score BO L40 R20>=0.00 ER20>=0.05,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",822,-0.0017719757187000217,-0.001444641021951798,0.3333333333333333,-0.0020801160051838606,-1.015091899425613e-09,0.49878345498783455,-0.002307274601336238,0.00041901132914512473,0.5085158150851582,-0.0004167827696675426,-0.0011731333882645245,0.4762484774665043,0.007597418259386935,0.0012805259200886487,0.5148514851485149,0.03172065385493393,0.019910504656845962,-0.03136035327406379,-0.02312887568638866
score_bo_l40_rp000_erp005,Score BO L40 R20>=0.00 ER20>=0.05,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",285,0.0003103363582706986,0.0005925268092954461,0.5368421052631579,-0.003980255169091189,0.0008674908079415733,0.5298245614035088,-0.002256923058453557,0.0014874186795486022,0.5598591549295775,0.0005058402563130314,0.0022741655796842952,0.5633802816901409,-0.0011358136964839504,-0.0010794520884341852,0.4678111587982833,0.037024291136260844,0.02864041003461959,-0.03454002999172516,-0.020733619967853723
score_bo_l40_rp000_erp005,Score BO L40 R20>=0.00 ER20>=0.05,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",710,-0.001613398947688889,-0.001739302684592492,0.3267605633802817,-0.0021674733017043877,-7.43252237533909e-09,0.49506346967559944,-0.002351326224014093,-0.0002660085201162121,0.4957627118644068,-0.001138702192578403,-0.0029774370915347514,0.425531914893617,0.012851065070522872,0.0027666882270694915,0.549469964664311,0.03537562236360583,0.020845067178200227,-0.034227787244026864,-0.027383431985059326
score_bo_l40_rp000_erp010,Score BO L40 R20>=0.00 ER20>=0.10,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1638,-0.0002126789640248509,6.220273867008075e-05,0.5012210012210012,0.00023787413249567543,0.0004959353691756929,0.534841075794621,0.00017532299999188544,0.0008986056840736278,0.5617359413202934,0.0028126561072623225,0.00012072633222448559,0.5015384615384615,0.013135015639211317,0.005312913535295394,0.6147736298649722,0.03455623078367877,0.02268728118170904,-0.028725355135555856,-0.020919819896812575
score_bo_l40_rp000_erp010,Score BO L40 R20>=0.00 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",763,-0.0018381928420724645,-0.0015882858255275023,0.31585845347313235,-0.0024023403194766,-9.766232811347919e-08,0.4927916120576671,-0.002649470209561098,0.0002548387938428043,0.5045871559633027,-0.0008605554930732823,-0.0016177435945353147,0.4658792650918635,0.007940757079196213,0.0014192656032308015,0.5213675213675214,0.03233753192640616,0.019704362013299948,-0.03242222003916875,-0.024152025877886785
score_bo_l40_rp000_erp010,Score BO L40 R20>=0.00 ER20>=0.10,signal_3d_confirm,Signal 3D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 3거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",280,0.00034266655306599794,0.00048790665117426357,0.5285714285714286,-0.004393043977738634,0.0007470158574759411,0.5285714285714286,-0.0023468755149728855,0.0012321768098566555,0.5519713261648745,0.0001176020641292105,0.0022675492353916304,0.5627240143369175,-0.0016511761620640034,-0.001095050450288071,0.4652173913043478,0.03675802836184081,0.028036365701340382,-0.03497377073695456,-0.020858891691422354
score_bo_l40_rp000_erp010,Score BO L40 R20>=0.00 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다.",683,-0.0016476712392576181,-0.001653381492091155,0.3279648609077599,-0.002086213473614118,4.7477649589566795e-08,0.5043988269794721,-0.0021889980272328156,0.0002464833623778695,0.5051395007342144,-0.0009764158357879096,-0.00270858005314345,0.4327917282127031,0.013358414038678953,0.0030044843692189627,0.5543478260869565,0.0360504906410174,0.02132715384132755,-0.03456136559365234,-0.027744964558441332
score_bo_l40_rp000_erp015,Score BO L40 R20>=0.00 ER20>=0.15,first_signal,First signal,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다.",1490,-0.00010814219636723495,0.0,0.49798657718120803,0.0004954013209124515,0.0005189560371879898,0.5396505376344086,0.0002821044099083425,0.0011212950743685335,0.573252688172043,0.0031421306777009877,0.0005885083832417592,0.5132024373730535,0.01368358874868612,0.005297655722764194,0.6202209005947323,0.03614237168113898,0.02391857558156807,-0.029693368752773227,-0.021833793518780287
score_bo_l40_rp000_erp015,Score BO L40 R20>=0.00 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 40}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다.",688,-0.0018311802340383353,-0.001600595903968438,0.3226744186046512,-0.0021561594379195274,0.0002726125967009718,0.5188953488372093,-0.0024714260827306254,0.0007373384887092715,0.5247093023255814,-0.0008797075076290066,-0.0016170639375735485,0.47307132459970885,0.00860333700086027,0.0018694983220747252,0.531021897810219,0.03421321523260103,0.021316966881572585,-0.03374458511772641,-0.025626666108812257
