behavior_group_id,representative_strategy_key,member_count,member_strategy_keys,normalized_return_hash,qualified_member_count,bootstrap_scope,pareto_input,seed,mean_block_length,bootstrap_paths,path_observations,index_matrix_hash,comparison_index_matrix_hash,additional_index_matrix_hash,prob_ending_equity_above_1000,prob_cagr_above_zero,prob_cagr_above_spy,prob_mdd_above_10pct,prob_mdd_above_15pct,prob_mdd_above_20pct,prob_mdd_above_30pct,prob_mdd_above_40pct,prob_ending_equity_below_750,prob_ending_equity_below_500,calmar_5pct,ending_equity_5pct,ending_equity_25pct,ending_equity_50pct,ending_equity_75pct,ending_equity_95pct,cagr_5pct,cagr_25pct,cagr_50pct,cagr_75pct,cagr_95pct,mdd_magnitude_50pct,mdd_magnitude_75pct,mdd_magnitude_90pct,mdd_magnitude_95pct,mdd_magnitude_99pct,cdar_magnitude_50pct,cdar_magnitude_90pct,cdar_magnitude_95pct,cdar_magnitude_99pct,es95_magnitude_50pct,es95_magnitude_90pct,es95_magnitude_95pct,es95_magnitude_99pct,longest_underwater_observations_50pct,longest_underwater_observations_90pct,longest_underwater_observations_95pct,longest_underwater_observations_99pct,pareto_unit,strict_pareto_frontier,tolerance_pareto_frontier,strict_dominator_count,tolerance_dominator_count,frontier_if_dimension_removed,leader_objectives,descriptive_categories,cagr,dsr_raw_n_540,mean_relative_crash_protection,maximum_drawdown_magnitude,cdar_95_magnitude,worst_crash_loss_capture,longest_time_under_water_days,cost_2x_cagr_drop
B047,score_bo_l10_rm002_erp015__first_signal__low10,2,score_bo_l10_rm002_erp015__first_signal__low10;score_bo_l10_rp000_erp015__first_signal__low10,cb7c201b14998c5cf544fa3fcfa8f17898fa7e1b32072ea741b20898cecf38a9,2,comparison,True,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.844,0.844,0.0044,0.9924,0.7986,0.4616,0.0934,0.0134,0.0174,0,-0.0607935886693,844.326978822,1085.37155522,1273.86259664,1507.50605678,1913.28208094,-0.0180772156975,0.0088709181454,0.0264385302135,0.04524372492,0.0724516937272,0.193518134291,0.242872716527,0.295896243975,0.334619946341,0.409887655787,0.166670029925,0.270177945528,0.310771885036,0.389801026425,0.0144493336789,0.0157411839489,0.0161376003079,0.0168648096539,919,1891,2146.05,2316,behavioral_path,True,True,0,0,,largest_behavioral_equivalence_group;lowest_es95,comparison bootstrap majority positive;comparison bootstrap negative 5th-percentile CAGR;strict behavior-path frontier;tolerance behavior-path frontier,0.0262930135721,0.137021247662,0.109705503796,0.211662339899,0.177002066234,0.670774612351,1541,0.0538485723659
B048,score_bo_l10_rm002_erp015__first_signal__low20,2,score_bo_l10_rm002_erp015__first_signal__low20;score_bo_l10_rp000_erp015__first_signal__low20,c773c86752419620cb1c68dcc0cb2b690aa65fce99d39d0ffa18ed2a7c15f9fe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B049,score_bo_l10_rm002_erp015__first_signal__low20_minus_0_5atr,2,score_bo_l10_rm002_erp015__first_signal__low20_minus_0_5atr;score_bo_l10_rp000_erp015__first_signal__low20_minus_0_5atr,d56eafc2e9088c8f652c89ad2e05588ff760a0da606a9a439baada9f6a839602,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B050,score_bo_l10_rm002_erp015__first_signal__ma50,2,score_bo_l10_rm002_erp015__first_signal__ma50;score_bo_l10_rp000_erp015__first_signal__ma50,8adcdafaeefec3c03fd3fdb96a185fba91b576b722ea02850a3f4f14be861bb2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B051,score_bo_l10_rm002_erp015__signal_2d_confirm__chandelier20_2_5atr,2,score_bo_l10_rm002_erp015__signal_2d_confirm__chandelier20_2_5atr;score_bo_l10_rp000_erp015__signal_2d_confirm__chandelier20_2_5atr,6705698a831b6bb6da0073d24570b79f5e68b151f284a67bf5aebb2e4edbba10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B052,score_bo_l10_rm002_erp015__signal_2d_confirm__low10,2,score_bo_l10_rm002_erp015__signal_2d_confirm__low10;score_bo_l10_rp000_erp015__signal_2d_confirm__low10,dba1fea1696b0fb9f5cf0ddf3b92b9e4188384b073b8478e9e74a39b308ddfff,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B053,score_bo_l10_rm002_erp015__signal_2d_confirm__low20,2,score_bo_l10_rm002_erp015__signal_2d_confirm__low20;score_bo_l10_rp000_erp015__signal_2d_confirm__low20,e7a783d827946acc9a3ff39b621d75ce545c86313fe416f221de44bc565444a3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B054,score_bo_l10_rm002_erp015__signal_2d_confirm__low20_minus_0_5atr,2,score_bo_l10_rm002_erp015__signal_2d_confirm__low20_minus_0_5atr;score_bo_l10_rp000_erp015__signal_2d_confirm__low20_minus_0_5atr,154fd9967b0d222ee0367e92c1de6c657bbb9faec5de52571cf66a29f13ba61a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B055,score_bo_l10_rm002_erp015__signal_2d_confirm__ma50,2,score_bo_l10_rm002_erp015__signal_2d_confirm__ma50;score_bo_l10_rp000_erp015__signal_2d_confirm__ma50,c3cca16bb64aa5a47a6008f8bb18c54ffca919143a693839b607acc2c7e15bea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B056,score_bo_l10_rm002_erp015__signal_3d_confirm__chandelier20_2_5atr,2,score_bo_l10_rm002_erp015__signal_3d_confirm__chandelier20_2_5atr;score_bo_l10_rp000_erp015__signal_3d_confirm__chandelier20_2_5atr,5ef904938a83335e6e930a36fc9610a4cf321afee02c34a534d1cea5f6aa1e9e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B057,score_bo_l10_rm002_erp015__signal_3d_confirm__low10,2,score_bo_l10_rm002_erp015__signal_3d_confirm__low10;score_bo_l10_rp000_erp015__signal_3d_confirm__low10,39b395e760a9aadf498c48727e87e48d605515eb9e102e2440da0944853795d4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B058,score_bo_l10_rm002_erp015__signal_3d_confirm__low20,2,score_bo_l10_rm002_erp015__signal_3d_confirm__low20;score_bo_l10_rp000_erp015__signal_3d_confirm__low20,57a85535f3b9798eee6848e9f8d4e4f1954b02c22c2b0ef57ce7d6b8e5cb33aa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B059,score_bo_l10_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,2,score_bo_l10_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr;score_bo_l10_rp000_erp015__signal_3d_confirm__low20_minus_0_5atr,ff3d44e97d17692702a5bcbd3f8a5bca71b72362033082f60b771e0227e3addc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B060,score_bo_l10_rm002_erp015__signal_3d_confirm__ma50,2,score_bo_l10_rm002_erp015__signal_3d_confirm__ma50;score_bo_l10_rp000_erp015__signal_3d_confirm__ma50,8b1e8f33cde07af42fdabb823b051e18ff3cd3a2da948413da179f3e7d439fd7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B061,score_bo_l10_rp002_erp005__breakout_5d_after_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp005__breakout_5d_after_signal__chandelier20_2_5atr,201edd97ef3fbfe01189498cb976aa8881d399258a78d439aa91e9b397e819dd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B062,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low10,1,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low10,2fb8358daf60e8e3c3825bf17baf54d93b96d68c667c6ab8fae87dc705771895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B063,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low20,1,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low20,76992a070e547cda206e0317d1fc6a2a8d67dd520fc1eb073e63afef632a72de,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B064,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp005__breakout_5d_after_signal__low20_minus_0_5atr,4aea3e7da660dd412546d7b30e29628e7f07c51d17a1114d3b233d97926347e7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B065,score_bo_l10_rp002_erp005__breakout_5d_after_signal__ma50,1,score_bo_l10_rp002_erp005__breakout_5d_after_signal__ma50,ccaf0db945d59883d664b3e1b7ae7eb8b38e28ecac5bf968d59265955b66fa13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B066,score_bo_l10_rp002_erp005__first_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp005__first_signal__chandelier20_2_5atr,5ec348db5c45993f6774a7b41fc9a27a5845578318f83a0dff0089d23a0b9be7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B067,score_bo_l10_rp002_erp005__first_signal__low10,1,score_bo_l10_rp002_erp005__first_signal__low10,f78de2aca24efec9e90ea180324eee18861f68230f4598e630c41effd47b219d,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B068,score_bo_l10_rp002_erp005__first_signal__low20,1,score_bo_l10_rp002_erp005__first_signal__low20,00d8f60e868868a3cce51d577db1d003134797e08495d6fb95abfc472d4394f4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B069,score_bo_l10_rp002_erp005__first_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp005__first_signal__low20_minus_0_5atr,a154f723f6b91aa2fe29b6108ec080125787a1b48016687bca79daba14efa5c4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B070,score_bo_l10_rp002_erp005__first_signal__ma50,1,score_bo_l10_rp002_erp005__first_signal__ma50,7bdf520ef2c5e407ad8ad6e3181dc8c7bf736b004ff6131592e51f7436f7f36f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071,score_bo_l10_rp002_erp005__signal_2d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp005__signal_2d_confirm__chandelier20_2_5atr,581a40d826dfaeed2446a1d31a9a2589d4941cec5247c3d98de9faec6a0b9464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B072,score_bo_l10_rp002_erp005__signal_2d_confirm__low10,1,score_bo_l10_rp002_erp005__signal_2d_confirm__low10,72d52c5a3f49387fc651e0986b5397914cf8a51b94facb9a0edc52160a1dc046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073,score_bo_l10_rp002_erp005__signal_2d_confirm__low20,1,score_bo_l10_rp002_erp005__signal_2d_confirm__low20,d2c568e1d8bd9fb7a6a9e34a24b394fab2e78b3d2c89eb4236c8739542dc05a4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B074,score_bo_l10_rp002_erp005__signal_2d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp005__signal_2d_confirm__low20_minus_0_5atr,943ecc1e6493281374328934f8555c627ecbbc6553340473975a21cf3d2e47b1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B075,score_bo_l10_rp002_erp005__signal_2d_confirm__ma50,1,score_bo_l10_rp002_erp005__signal_2d_confirm__ma50,f9691ea24d3cba442e0b6bf63e0771048722090889cc11c18a28cb31e66e5a23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B076,score_bo_l10_rp002_erp005__signal_3d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp005__signal_3d_confirm__chandelier20_2_5atr,8f446329cd9df7651941a7f17b236a4fa96f6021b08490fdebe00e88c4789361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077,score_bo_l10_rp002_erp005__signal_3d_confirm__low10,1,score_bo_l10_rp002_erp005__signal_3d_confirm__low10,93506476fd011cbfa63264ec8bc7dca6467f9f94cbfd63a51e958509ebaca62a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B078,score_bo_l10_rp002_erp005__signal_3d_confirm__low20,1,score_bo_l10_rp002_erp005__signal_3d_confirm__low20,0ab2edc31ea769f6f9cb9a9a2ec5138f70ca389cfd1636bfc27b94daaefe4c62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079,score_bo_l10_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,9ba0945b1248316ac80256241d56e015635e9a17f3c0d525fc35aa6e071271ee,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B080,score_bo_l10_rp002_erp005__signal_3d_confirm__ma50,1,score_bo_l10_rp002_erp005__signal_3d_confirm__ma50,8c71916768208b12ad8f8fba6cd47662b2e5ef25f54191c1ebf66a77858e08d3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B081,score_bo_l10_rp002_erp010__breakout_5d_after_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp010__breakout_5d_after_signal__chandelier20_2_5atr,4443851ebe443d6113e440317673fcbc4fcf9bbd326a77fbe1b7485685e452b0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low10,1,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low10,952dfdc2fed9daa6e1cfe0012f64bd49a18c51300572f99a81d1da7e14b8b38a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B083,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20,1,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20,ced9227834f21bc12ed848b6f3fda1966c949ba97c85eda40e90fac4142db6b1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp010__breakout_5d_after_signal__low20_minus_0_5atr,405418d78b8607b61f067830d384588b8172c93b33783a211e1c3c906239360a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085,score_bo_l10_rp002_erp010__breakout_5d_after_signal__ma50,1,score_bo_l10_rp002_erp010__breakout_5d_after_signal__ma50,9fb4dfd4e08f754f631c0844e7f5ab3a10e14a27ed2ac8a33a6393479c3bd196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B086,score_bo_l10_rp002_erp010__first_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp010__first_signal__chandelier20_2_5atr,d1157bf4ab32a7fa44f9100e69e8d869f45cfdb75d5e4b797f98846d418775d6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B087,score_bo_l10_rp002_erp010__first_signal__low10,1,score_bo_l10_rp002_erp010__first_signal__low10,df9d4917224f2d4a9e556cc48ccbf53c148f18a10ebd652b77a96ebb0208d5ae,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B088,score_bo_l10_rp002_erp010__first_signal__low20,1,score_bo_l10_rp002_erp010__first_signal__low20,8416e9cbd854e24b930d842f1d472720b8eabd40b9d2de7a3ed452b210e45c00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B089,score_bo_l10_rp002_erp010__first_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp010__first_signal__low20_minus_0_5atr,d6bf5d1d05cf18746e5e612371ccbd230c1de525bd65d3be3a918faf31daf0d4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B090,score_bo_l10_rp002_erp010__first_signal__ma50,1,score_bo_l10_rp002_erp010__first_signal__ma50,1ab54d3761c2f74fa70908367e5afbc4764416fa1c543a6877c0420a932cabb0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091,score_bo_l10_rp002_erp010__signal_2d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp010__signal_2d_confirm__chandelier20_2_5atr,e019b80e9ef2d0a465ffffb38435427c3d84b9953511012445c12031ddfe0102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B092,score_bo_l10_rp002_erp010__signal_2d_confirm__low10,1,score_bo_l10_rp002_erp010__signal_2d_confirm__low10,5a26cbfe767ff3c489e7a266c92797988dac5e722153e686fc87c18874813939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B093,score_bo_l10_rp002_erp010__signal_2d_confirm__low20,1,score_bo_l10_rp002_erp010__signal_2d_confirm__low20,b4837ce5cfd4fbc8190adff48c76ac918095ac4477dc38b47b5bc36f3b98a883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B094,score_bo_l10_rp002_erp010__signal_2d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp010__signal_2d_confirm__low20_minus_0_5atr,4d908647493d185096ab78f11d9a61b997e836941d69b6cdee49927664b6ab24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B095,score_bo_l10_rp002_erp010__signal_2d_confirm__ma50,1,score_bo_l10_rp002_erp010__signal_2d_confirm__ma50,a5f2b5835ac6b6399503b9d913a00aa5c288e970b8d383fb94da0451509cd9ea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B096,score_bo_l10_rp002_erp010__signal_3d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp010__signal_3d_confirm__chandelier20_2_5atr,16418daa2711edb5e133013b29693e60c82fd8fcb66a45b25ab0ab1c356709e2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097,score_bo_l10_rp002_erp010__signal_3d_confirm__low10,1,score_bo_l10_rp002_erp010__signal_3d_confirm__low10,bae5efda47c8ce18b3db06f6949ee25dd6d45aaf6e51e7361855a1a5d63537c0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B098,score_bo_l10_rp002_erp010__signal_3d_confirm__low20,1,score_bo_l10_rp002_erp010__signal_3d_confirm__low20,689f508cd2ac8bc3a6761f03e892e6cb18611102cd5f3164af1f9497cd04ee69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B099,score_bo_l10_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,f2bbaf40bd92468efe5e226abdabf4d50205f905662649eb36fd1586711e6734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B100,score_bo_l10_rp002_erp010__signal_3d_confirm__ma50,1,score_bo_l10_rp002_erp010__signal_3d_confirm__ma50,d65074f7f06b94439fdcd982923d9cd0c4e483b8fa6fdd028e31372539d9eca2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B101,score_bo_l10_rp002_erp015__breakout_5d_after_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp015__breakout_5d_after_signal__chandelier20_2_5atr,4dfea9e77c5567f8f7d86c26a75b7fa5082ed56727678c695fd222b5fb1a6b14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B102,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low10,1,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low10,74111c7f706c4030c353233081ffbbd773dd16ea01750292b43f532b2eae510a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B103,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low20,1,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low20,3e1e4d873f3fecbea71dd8492a9589b9fc0c3606b24fec397caaa937cb737667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B104,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp015__breakout_5d_after_signal__low20_minus_0_5atr,fbe3da97fc631d6f36fc8dcc01b279bf1564f832903904fbcc6aa57ac9e1d93b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B105,score_bo_l10_rp002_erp015__breakout_5d_after_signal__ma50,1,score_bo_l10_rp002_erp015__breakout_5d_after_signal__ma50,02cf9de5443b8f506dcb21d37ddbaa95dd5b5ec5de000ae09bbe188d04f52edb,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B106,score_bo_l10_rp002_erp015__first_signal__chandelier20_2_5atr,1,score_bo_l10_rp002_erp015__first_signal__chandelier20_2_5atr,5dabbc2f103f963448dcee50835ad1602af172235aa843b373c0d67a1cd105e0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107,score_bo_l10_rp002_erp015__first_signal__low10,1,score_bo_l10_rp002_erp015__first_signal__low10,d3b856b96caae3e2028750c6c753dfae3148971de6c5290b47bc26fc0aa86316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B108,score_bo_l10_rp002_erp015__first_signal__low20,1,score_bo_l10_rp002_erp015__first_signal__low20,c17973cf8223ce245218b77ea8787645a041b5f6aa157ef9875068e58ed36b71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B109,score_bo_l10_rp002_erp015__first_signal__low20_minus_0_5atr,1,score_bo_l10_rp002_erp015__first_signal__low20_minus_0_5atr,15aa90940fdb3d9a97ca964add16b761e0cc4311db0a4cd7c153f89658bac058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B110,score_bo_l10_rp002_erp015__first_signal__ma50,1,score_bo_l10_rp002_erp015__first_signal__ma50,7ecb3a17c92cfe622abcf8465dd36b6820c240f99152ad0bcce7147316b6fc65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B111,score_bo_l10_rp002_erp015__signal_2d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp015__signal_2d_confirm__chandelier20_2_5atr,ab4ee5523231973a7e67a0ce90664404783f391df3785b35a1d24d8bfc99c5f2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B112,score_bo_l10_rp002_erp015__signal_2d_confirm__low10,1,score_bo_l10_rp002_erp015__signal_2d_confirm__low10,4b811b371b937bb4f59119edc3ccb024578f8cbe0d0794e7a73726e3ff61c6dd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B113,score_bo_l10_rp002_erp015__signal_2d_confirm__low20,1,score_bo_l10_rp002_erp015__signal_2d_confirm__low20,102d7f21935a07d926c9af78cb088766d1ba9a686907393aab98b5eb6828110c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B114,score_bo_l10_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,f20fb3fc0a36b8b697e3b19b392f0d684b7f0764cb25dbeb7064f547be110317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B115,score_bo_l10_rp002_erp015__signal_2d_confirm__ma50,1,score_bo_l10_rp002_erp015__signal_2d_confirm__ma50,2a36428522cf0210264552aaf3eb7576bb4125c290447661d3cd8d2d867ce499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B116,score_bo_l10_rp002_erp015__signal_3d_confirm__chandelier20_2_5atr,1,score_bo_l10_rp002_erp015__signal_3d_confirm__chandelier20_2_5atr,8fc89b7d5b157be8a182082fe693405964e1cc7da7ca2f8eedf1e467c02f9fd4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
