behavior_group_id,representative_strategy_key,member_count,member_strategy_keys,normalized_return_hash,qualified_member_count,bootstrap_scope,pareto_input,seed,mean_block_length,bootstrap_paths,path_observations,index_matrix_hash,comparison_index_matrix_hash,additional_index_matrix_hash,prob_ending_equity_above_1000,prob_cagr_above_zero,prob_cagr_above_spy,prob_mdd_above_10pct,prob_mdd_above_15pct,prob_mdd_above_20pct,prob_mdd_above_30pct,prob_mdd_above_40pct,prob_ending_equity_below_750,prob_ending_equity_below_500,calmar_5pct,ending_equity_5pct,ending_equity_25pct,ending_equity_50pct,ending_equity_75pct,ending_equity_95pct,cagr_5pct,cagr_25pct,cagr_50pct,cagr_75pct,cagr_95pct,mdd_magnitude_50pct,mdd_magnitude_75pct,mdd_magnitude_90pct,mdd_magnitude_95pct,mdd_magnitude_99pct,cdar_magnitude_50pct,cdar_magnitude_90pct,cdar_magnitude_95pct,cdar_magnitude_99pct,es95_magnitude_50pct,es95_magnitude_90pct,es95_magnitude_95pct,es95_magnitude_99pct,longest_underwater_observations_50pct,longest_underwater_observations_90pct,longest_underwater_observations_95pct,longest_underwater_observations_99pct,pareto_unit,strict_pareto_frontier,tolerance_pareto_frontier,strict_dominator_count,tolerance_dominator_count,frontier_if_dimension_removed,leader_objectives,descriptive_categories,cagr,dsr_raw_n_540,mean_relative_crash_protection,maximum_drawdown_magnitude,cdar_95_magnitude,worst_crash_loss_capture,longest_time_under_water_days,cost_2x_cagr_drop
B117,score_bo_l10_rp002_erp015__signal_3d_confirm__low10,1,score_bo_l10_rp002_erp015__signal_3d_confirm__low10,fb0c4c91335d27615b1a840082757d626d2b8f90f661eb34a589200b40cc64ab,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B118,score_bo_l10_rp002_erp015__signal_3d_confirm__low20,1,score_bo_l10_rp002_erp015__signal_3d_confirm__low20,835e99cf5a218725687878ea1d9549fd375f09f394090a049b6d7f2525fa29cc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B119,score_bo_l10_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,1,score_bo_l10_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,74aec768db958e5f74215dee6f30107b3a3fe1dac3c2f320cc1e232eb4831ffb,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B120,score_bo_l10_rp002_erp015__signal_3d_confirm__ma50,1,score_bo_l10_rp002_erp015__signal_3d_confirm__ma50,9e26c3ea55ec5ea645dc61c63bc5246ec1d18529792eeb61d21391caf245d363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B121,score_bo_l20_rm002_erp005__breakout_5d_after_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp005__breakout_5d_after_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp005__breakout_5d_after_signal__chandelier20_2_5atr,3252da1c5224b2d77376d1f7a9bdc5e70173e006554dbdf23a7d16a9b11d5803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B122,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low10,2,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low10;score_bo_l20_rp000_erp005__breakout_5d_after_signal__low10,b74b4249d5a99b14e0e05cd058dd7ce991cebc8d4935d01f3c20ef00e529caf3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B123,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low20,2,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low20;score_bo_l20_rp000_erp005__breakout_5d_after_signal__low20,518c71d1f51347e6d602ef32e76a5fcbbabcc026ba9b60c4f88f68482dcd966f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B124,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp005__breakout_5d_after_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp005__breakout_5d_after_signal__low20_minus_0_5atr,eee37bff046901c97a1411a28e5c2b92f359dc9cf139e3e591471c5e9608dd69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B125,score_bo_l20_rm002_erp005__breakout_5d_after_signal__ma50,2,score_bo_l20_rm002_erp005__breakout_5d_after_signal__ma50;score_bo_l20_rp000_erp005__breakout_5d_after_signal__ma50,546fb635048152cc4684030cea7d7b9e8eeb84b86c6b5c822f6eb2f18260ced6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B126,score_bo_l20_rm002_erp005__first_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp005__first_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp005__first_signal__chandelier20_2_5atr,5080407e04d47caf5299588edcd7539cf3b3b3b05340dba63070564adb0a85b3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B127,score_bo_l20_rm002_erp005__first_signal__low10,2,score_bo_l20_rm002_erp005__first_signal__low10;score_bo_l20_rp000_erp005__first_signal__low10,9de71438a671ccb8d991f4d94d33b79d6712b45e8fe3777fdf96e05dd7a8a09a,2,comparison,True,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8932,0.8932,0.0068,0.988,0.7856,0.4374,0.0824,0.0098,0.0102,0,-0.0434845676712,888.7540076,1154.47923307,1362.53475383,1614.03507843,2052.45274195,-0.0126337089265,0.0156069374186,0.033912071213,0.052966286417,0.0806006451081,0.19006530608,0.236253246271,0.287255798152,0.327207391963,0.397216757181,0.16232627052,0.262413902669,0.300118662333,0.373885990377,0.014560837004,0.0157968035435,0.0161573240219,0.0168010122458,823,1716.1,2044,2301,behavioral_path,False,False,1,1,,largest_behavioral_equivalence_group,comparison bootstrap majority positive;comparison bootstrap negative 5th-percentile CAGR;not strict behavior-path frontier;not tolerance behavior-path frontier,0.0336505223482,0.191235099666,0.100988487381,0.213867445186,0.176284427363,0.907862133454,1570,0.0552870531083
B128,score_bo_l20_rm002_erp005__first_signal__low20,2,score_bo_l20_rm002_erp005__first_signal__low20;score_bo_l20_rp000_erp005__first_signal__low20,a1bd238ba762064a25187ff9ef71e835a0a49441c46902e219aa3cd504f1a642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B129,score_bo_l20_rm002_erp005__first_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp005__first_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp005__first_signal__low20_minus_0_5atr,a90221aaef7b21360b641744db3859c8ed3d32bb0c1aa10d96c51ed755298a60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B130,score_bo_l20_rm002_erp005__first_signal__ma50,2,score_bo_l20_rm002_erp005__first_signal__ma50;score_bo_l20_rp000_erp005__first_signal__ma50,af2fef552c5a0c427d674cb5217c5befcf09812b188ffb2943d4d54f772345b4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B131,score_bo_l20_rm002_erp005__signal_2d_confirm__chandelier20_2_5atr,2,score_bo_l20_rm002_erp005__signal_2d_confirm__chandelier20_2_5atr;score_bo_l20_rp000_erp005__signal_2d_confirm__chandelier20_2_5atr,7473fb70c3e5d77e630c37a7e273f72af98e9ffad345dd4da292675f2dfc61a2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B132,score_bo_l20_rm002_erp005__signal_2d_confirm__low10,2,score_bo_l20_rm002_erp005__signal_2d_confirm__low10;score_bo_l20_rp000_erp005__signal_2d_confirm__low10,42b611d81be9d9404f581c611e49510b96cea7c78c827ea33baeda8931003573,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B133,score_bo_l20_rm002_erp005__signal_2d_confirm__low20,2,score_bo_l20_rm002_erp005__signal_2d_confirm__low20;score_bo_l20_rp000_erp005__signal_2d_confirm__low20,0569ca2d433b5796b8999c42ba7bbe87db7bf5a0aa6fbac0fb83c47c53878947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B134,score_bo_l20_rm002_erp005__signal_2d_confirm__low20_minus_0_5atr,2,score_bo_l20_rm002_erp005__signal_2d_confirm__low20_minus_0_5atr;score_bo_l20_rp000_erp005__signal_2d_confirm__low20_minus_0_5atr,9d9e0759b4d384249cb6068a205b25c7630f8f27ae7e0997617eed45d2107800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B135,score_bo_l20_rm002_erp005__signal_2d_confirm__ma50,2,score_bo_l20_rm002_erp005__signal_2d_confirm__ma50;score_bo_l20_rp000_erp005__signal_2d_confirm__ma50,03f5d3a02c614d7edc63171f093f26365679e55600f40566e22c86e09f2aa3cd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B136,score_bo_l20_rm002_erp005__signal_3d_confirm__chandelier20_2_5atr,2,score_bo_l20_rm002_erp005__signal_3d_confirm__chandelier20_2_5atr;score_bo_l20_rp000_erp005__signal_3d_confirm__chandelier20_2_5atr,fdf2b89087b22909ceb58661d20791c77a94ca9c82a5577d3f9727184fd97b4a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B137,score_bo_l20_rm002_erp005__signal_3d_confirm__low10,2,score_bo_l20_rm002_erp005__signal_3d_confirm__low10;score_bo_l20_rp000_erp005__signal_3d_confirm__low10,16bc7c8fb4f83760954693da767625139c615982e22ce36750330e6f61fd10cd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B138,score_bo_l20_rm002_erp005__signal_3d_confirm__low20,2,score_bo_l20_rm002_erp005__signal_3d_confirm__low20;score_bo_l20_rp000_erp005__signal_3d_confirm__low20,e3741be765dd0a28d9b6f4479822a99ecd428c1f184e95ab75c81c053de6bcdf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B139,score_bo_l20_rm002_erp005__signal_3d_confirm__low20_minus_0_5atr,2,score_bo_l20_rm002_erp005__signal_3d_confirm__low20_minus_0_5atr;score_bo_l20_rp000_erp005__signal_3d_confirm__low20_minus_0_5atr,4cefc3f387022b43a4c7f0562462207aa80ca34254deaa82a040d7292318317a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B140,score_bo_l20_rm002_erp005__signal_3d_confirm__ma50,2,score_bo_l20_rm002_erp005__signal_3d_confirm__ma50;score_bo_l20_rp000_erp005__signal_3d_confirm__ma50,6c9e04b11000eea5091247afc3cb5a3213284d4c3cb5a785fcef06dbf7d03a84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B141,score_bo_l20_rm002_erp010__breakout_5d_after_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp010__breakout_5d_after_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp010__breakout_5d_after_signal__chandelier20_2_5atr,67e2ec811c5385cafaaa7ed4f52ab3307baf39b85a03eb83e1187c201b138de9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B142,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low10,2,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low10;score_bo_l20_rp000_erp010__breakout_5d_after_signal__low10,a72f9ea7bb4b89858d421815fca19bcf18a146e440bd359259111fb094297638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B143,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low20,2,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low20;score_bo_l20_rp000_erp010__breakout_5d_after_signal__low20,54f6d55c503dbbb28dc64546f373338ec959174e4e667cf9b64aa5513182e607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B144,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp010__breakout_5d_after_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp010__breakout_5d_after_signal__low20_minus_0_5atr,e5dad9d1308e0621665d80fb35329fed4610ca95470367e1702b3aafb87e1b15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B145,score_bo_l20_rm002_erp010__breakout_5d_after_signal__ma50,2,score_bo_l20_rm002_erp010__breakout_5d_after_signal__ma50;score_bo_l20_rp000_erp010__breakout_5d_after_signal__ma50,c2e3ddbaed3d9cfdf6074d4b001403a981b58e698ffc82a7fe63a59fffc7f019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B146,score_bo_l20_rm002_erp010__first_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp010__first_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp010__first_signal__chandelier20_2_5atr,46e2ae399713720d076670d873f038c7dbd7d9e97a713a2b45dd84da80a4847d,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B147,score_bo_l20_rm002_erp010__first_signal__low10,2,score_bo_l20_rm002_erp010__first_signal__low10;score_bo_l20_rp000_erp010__first_signal__low10,cb28378d1c1a22a308e36c4f6128e8c7ea02bbf6271d735a04bff21bee301e1e,2,comparison,True,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9042,0.9042,0.0082,0.9866,0.7476,0.387,0.0626,0.006,0.008,0,-0.0354950989645,910.148697568,1172.16778694,1375.45568593,1626.40953036,2062.82559618,-0.0100983990325,0.0172731434965,0.0349646304222,0.0538336349212,0.0811880805098,0.183122089624,0.226418504905,0.276215830719,0.313151041847,0.383115594157,0.156050260794,0.250052302776,0.286784762927,0.360753603134,0.0147056356497,0.0160206081179,0.0163504799394,0.0170818021501,804,1676,1997.05,2286.02,behavioral_path,True,True,0,0,,largest_behavioral_equivalence_group;lowest_bootstrap_95pct_mdd;lowest_cdar95,comparison bootstrap majority positive;comparison bootstrap negative 5th-percentile CAGR;strict behavior-path frontier;tolerance behavior-path frontier,0.0349259631879,0.201374419085,0.104947211142,0.193598665611,0.154267242999,0.766928038477,1540,0.0549023547042
B148,score_bo_l20_rm002_erp010__first_signal__low20,2,score_bo_l20_rm002_erp010__first_signal__low20;score_bo_l20_rp000_erp010__first_signal__low20,6322946b8f3a1cd740d04052849ae12d489d20628208579ab2d9943376174b6a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B149,score_bo_l20_rm002_erp010__first_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp010__first_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp010__first_signal__low20_minus_0_5atr,b0b311b42078544371d2b11c4af083332e70dc4459b5cf4b941045e176626e39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B150,score_bo_l20_rm002_erp010__first_signal__ma50,2,score_bo_l20_rm002_erp010__first_signal__ma50;score_bo_l20_rp000_erp010__first_signal__ma50,ca7c10f0fedf2eac5e64a652b677ffc19fe6caa686993afffd15df2af69ba496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B151,score_bo_l20_rm002_erp010__signal_2d_confirm__chandelier20_2_5atr,2,score_bo_l20_rm002_erp010__signal_2d_confirm__chandelier20_2_5atr;score_bo_l20_rp000_erp010__signal_2d_confirm__chandelier20_2_5atr,d2462226ae202a871eb4065b40ca5f33bb81af3b7c187c8f5e1045c9f6911d9e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B152,score_bo_l20_rm002_erp010__signal_2d_confirm__low10,2,score_bo_l20_rm002_erp010__signal_2d_confirm__low10;score_bo_l20_rp000_erp010__signal_2d_confirm__low10,2036b79bdf78749102df960359dc97d1a031eaa4f5f06d942f5b8b3c0a4c70b1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B153,score_bo_l20_rm002_erp010__signal_2d_confirm__low20,2,score_bo_l20_rm002_erp010__signal_2d_confirm__low20;score_bo_l20_rp000_erp010__signal_2d_confirm__low20,1977998186853df1a7e9c54eac8b23311cefa8d36992474e879a47d1271000f2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B154,score_bo_l20_rm002_erp010__signal_2d_confirm__low20_minus_0_5atr,2,score_bo_l20_rm002_erp010__signal_2d_confirm__low20_minus_0_5atr;score_bo_l20_rp000_erp010__signal_2d_confirm__low20_minus_0_5atr,539c122074e60a6e6488369a01e24059242a126b104ffa0c89ec1d2d311cf95e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B155,score_bo_l20_rm002_erp010__signal_2d_confirm__ma50,2,score_bo_l20_rm002_erp010__signal_2d_confirm__ma50;score_bo_l20_rp000_erp010__signal_2d_confirm__ma50,2ca303957214e8e06de4178e5f2fce7a00d6f901c316081018a756861ee98590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B156,score_bo_l20_rm002_erp010__signal_3d_confirm__chandelier20_2_5atr,2,score_bo_l20_rm002_erp010__signal_3d_confirm__chandelier20_2_5atr;score_bo_l20_rp000_erp010__signal_3d_confirm__chandelier20_2_5atr,7b16289a68ed94d6c8eca29c1eae67a1d29459d40a96b6584ec6278a2f87930c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B157,score_bo_l20_rm002_erp010__signal_3d_confirm__low10,2,score_bo_l20_rm002_erp010__signal_3d_confirm__low10;score_bo_l20_rp000_erp010__signal_3d_confirm__low10,cc9033a1eebb6b3cda57560d9555547c83a9fdde51f86a8c7cd8050bdfdbfb26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B158,score_bo_l20_rm002_erp010__signal_3d_confirm__low20,2,score_bo_l20_rm002_erp010__signal_3d_confirm__low20;score_bo_l20_rp000_erp010__signal_3d_confirm__low20,de72dc1e2996d462d499245afce918d02e455c5c2a0a2e695b200da8446b704e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B159,score_bo_l20_rm002_erp010__signal_3d_confirm__low20_minus_0_5atr,2,score_bo_l20_rm002_erp010__signal_3d_confirm__low20_minus_0_5atr;score_bo_l20_rp000_erp010__signal_3d_confirm__low20_minus_0_5atr,ffdbb60740b342a9d2ba402bf51720c9c7676ba37193573a748a75a9f98961e4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B160,score_bo_l20_rm002_erp010__signal_3d_confirm__ma50,2,score_bo_l20_rm002_erp010__signal_3d_confirm__ma50;score_bo_l20_rp000_erp010__signal_3d_confirm__ma50,8ad9850efb3176875ccb6e0895fa25d78d3ebf407f8f9ea9d656864f15abf7e8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B161,score_bo_l20_rm002_erp015__breakout_5d_after_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp015__breakout_5d_after_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp015__breakout_5d_after_signal__chandelier20_2_5atr,e17ec79a4abe528baa54c833bf59516df201b5dec541de29f5cfe5c679beb53f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B162,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low10,2,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low10;score_bo_l20_rp000_erp015__breakout_5d_after_signal__low10,0330b174a33e84dbb5f7bc879c283aa4c8dc1cae9da9d70c5352c747a7a7dd3e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B163,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low20,2,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low20;score_bo_l20_rp000_erp015__breakout_5d_after_signal__low20,22fe8a575abd3d0ac849eacabf27b435c52008df621ce7b34a40796bdd075c47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B164,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp015__breakout_5d_after_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp015__breakout_5d_after_signal__low20_minus_0_5atr,520380190abf3a5c400343034694e3494ed138249ed756c126953de222ddda80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B165,score_bo_l20_rm002_erp015__breakout_5d_after_signal__ma50,2,score_bo_l20_rm002_erp015__breakout_5d_after_signal__ma50;score_bo_l20_rp000_erp015__breakout_5d_after_signal__ma50,0dcff502ff497cb30da7a38f53de001027626df43a5fc0a8573e4dac345bba65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B166,score_bo_l20_rm002_erp015__first_signal__chandelier20_2_5atr,2,score_bo_l20_rm002_erp015__first_signal__chandelier20_2_5atr;score_bo_l20_rp000_erp015__first_signal__chandelier20_2_5atr,5bbbdba271e1ee32b9444c1626f6f634d14e157c61851b40d0920c1523e2ed0a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B167,score_bo_l20_rm002_erp015__first_signal__low10,2,score_bo_l20_rm002_erp015__first_signal__low10;score_bo_l20_rp000_erp015__first_signal__low10,e3fc32b101f0fd88ac5d3bb48c1c5cec32c2ac0531cc4fd5ba3fc2fa0a113fa8,2,comparison,True,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8684,0.8684,0.0068,0.9908,0.7742,0.4338,0.08,0.01,0.0126,0,-0.0504682326487,872.100003368,1117.3443162,1312.24852314,1547.53816239,1972.21954435,-0.0146452114327,0.012033518956,0.0297290307608,0.0482012184873,0.0759652155436,0.189902745055,0.236749549316,0.289631137634,0.326516305507,0.399276392807,0.162614323675,0.264154927874,0.299651550061,0.380452570214,0.0147630592754,0.0160678993237,0.0163930865762,0.0171495892315,870,1809,2096.05,2311.01,behavioral_path,True,True,0,0,,largest_behavioral_equivalence_group;lowest_mdd,comparison bootstrap majority positive;comparison bootstrap negative 5th-percentile CAGR;strict behavior-path frontier;tolerance behavior-path frontier,0.0295770742057,0.158138793486,0.106513897022,0.18860216452,0.157253392332,0.717271317084,1556,0.0541741223832
B168,score_bo_l20_rm002_erp015__first_signal__low20,2,score_bo_l20_rm002_erp015__first_signal__low20;score_bo_l20_rp000_erp015__first_signal__low20,736c69ba62124d9f38518b95379e6fd33cf40d2dbc788a4eddc1e62948670a40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B169,score_bo_l20_rm002_erp015__first_signal__low20_minus_0_5atr,2,score_bo_l20_rm002_erp015__first_signal__low20_minus_0_5atr;score_bo_l20_rp000_erp015__first_signal__low20_minus_0_5atr,9a60f34f64050874bde2a5362714ddc6ce8c4d019381a84891fa5a376b3a3465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B170,score_bo_l20_rm002_erp015__first_signal__ma50,2,score_bo_l20_rm002_erp015__first_signal__ma50;score_bo_l20_rp000_erp015__first_signal__ma50,10d75b849c6eae0842da21e64f0b63a8a932ba4191591543b13ba437b674ac45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B171,score_bo_l20_rm002_erp015__signal_2d_confirm__chandelier20_2_5atr,2,score_bo_l20_rm002_erp015__signal_2d_confirm__chandelier20_2_5atr;score_bo_l20_rp000_erp015__signal_2d_confirm__chandelier20_2_5atr,40bd2c971742c5434175e282916786575feeb28e293b4ea2dfc2dbb673e2f1cc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B172,score_bo_l20_rm002_erp015__signal_2d_confirm__low10,2,score_bo_l20_rm002_erp015__signal_2d_confirm__low10;score_bo_l20_rp000_erp015__signal_2d_confirm__low10,6e6dce09120601acac4eb349682c66e42a68c3f902c061b63973e634119e9749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B173,score_bo_l20_rm002_erp015__signal_2d_confirm__low20,2,score_bo_l20_rm002_erp015__signal_2d_confirm__low20;score_bo_l20_rp000_erp015__signal_2d_confirm__low20,14395c94d387d663a11bb7f4a66744670151eeb651256440cf32b2b19177da41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B174,score_bo_l20_rm002_erp015__signal_2d_confirm__low20_minus_0_5atr,2,score_bo_l20_rm002_erp015__signal_2d_confirm__low20_minus_0_5atr;score_bo_l20_rp000_erp015__signal_2d_confirm__low20_minus_0_5atr,68063c323e2303dbd4dc5716adb7d6d8869cca53a88bad5f49494c58ba1689ee,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
