strategy_key,bootstrap_scope,pareto_input,behavior_group_id,behavior_group_representative,behavior_group_member_count,seed,mean_block_length,bootstrap_paths,path_observations,index_matrix_hash,comparison_index_matrix_hash,additional_index_matrix_hash,prob_ending_equity_above_1000,prob_cagr_above_zero,prob_cagr_above_spy,prob_mdd_above_10pct,prob_mdd_above_15pct,prob_mdd_above_20pct,prob_mdd_above_30pct,prob_mdd_above_40pct,prob_ending_equity_below_750,prob_ending_equity_below_500,calmar_5pct,ending_equity_5pct,ending_equity_25pct,ending_equity_50pct,ending_equity_75pct,ending_equity_95pct,cagr_5pct,cagr_25pct,cagr_50pct,cagr_75pct,cagr_95pct,mdd_magnitude_50pct,mdd_magnitude_75pct,mdd_magnitude_90pct,mdd_magnitude_95pct,mdd_magnitude_99pct,cdar_magnitude_50pct,cdar_magnitude_90pct,cdar_magnitude_95pct,cdar_magnitude_99pct,es95_magnitude_50pct,es95_magnitude_90pct,es95_magnitude_95pct,es95_magnitude_99pct,longest_underwater_observations_50pct,longest_underwater_observations_90pct,longest_underwater_observations_95pct,longest_underwater_observations_99pct
score_bo_l40_rm002_erp015__signal_3d_confirm__low20,comparison,True,B298,score_bo_l40_rm002_erp015__signal_3d_confirm__low20,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9202,0.9202,0.0944,0.9998,0.9336,0.6862,0.212,0.0418,0.013,0.0004,-0.0264538707725,920.806553115,1317.46190942,1785.74885551,2442.22410487,4036.75764116,-0.00885520624075,0.0301692867189,0.064505699682,0.101047307929,0.162343640848,0.2323845517,0.288155661858,0.349242652371,0.388950519071,0.468087642042,0.200388640341,0.321678074858,0.363030615586,0.44348806288,0.0188329295903,0.0205655254594,0.0210660554228,0.0220612334702,808,1648,1944.05,2283.04
score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B299,score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9412,0.9412,0.0982,0.9998,0.9146,0.6378,0.1794,0.0306,0.0092,0,-0.00765427502529,975.951012783,1398.25475834,1873.48052224,2540.65098506,4128.01103568,-0.00262089216948,0.03680054745,0.0700239066673,0.105747313105,0.165148156536,0.223290987026,0.277400419335,0.33874891613,0.376673097885,0.453874591303,0.191346391849,0.308331142892,0.3490019588,0.428649472088,0.0187889100585,0.0204430879133,0.0208958207038,0.0217807730861,749.5,1520.2,1827.05,2259.01
score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,comparison,True,B300,score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9184,0.9184,0.0888,0.9998,0.9312,0.6608,0.1938,0.0334,0.0116,0.0004,-0.0281956623152,916.835246203,1304.30702434,1752.14015826,2381.61767251,3935.60253606,-0.00931693510796,0.0290553851853,0.0623274852443,0.098068495751,0.159167916494,0.228406639379,0.281658425253,0.344940449151,0.382346651036,0.454473977166,0.195158209968,0.316088253302,0.355711633486,0.432537347548,0.0192141405483,0.021063121387,0.0215540839207,0.0224603210043,815.5,1649.1,1955,2295
score_bo_l40_rp000_erp005__signal_3d_confirm__low20,comparison,True,B258,score_bo_l40_rm002_erp005__signal_3d_confirm__low20,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.842,0.842,0.0216,0.9998,0.9536,0.7502,0.2828,0.07,0.0316,0.0018,-0.0627785323859,804.453189571,1120.32247895,1448.19563664,1853.93272123,2728.90796639,-0.0231849876417,0.012323979804,0.0407305329556,0.0688146484765,0.11430129724,0.247997175081,0.31101720108,0.377790283582,0.418011466713,0.503694076623,0.218461332824,0.353295779341,0.393391640445,0.480969265438,0.0187151551002,0.0202524241472,0.0206921741899,0.0215073548433,916.5,1878.3,2170,2318.01
score_bo_l40_rp000_erp005__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B259,score_bo_l40_rm002_erp005__signal_3d_confirm__low20_minus_0_5atr,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8842,0.8842,0.0222,0.9996,0.9408,0.7132,0.2496,0.0548,0.0202,0.001,-0.0461717501967,857.251143355,1198.58087854,1537.38162089,1969.69530621,2871.31860506,-0.016467796826,0.0197198835256,0.0474573937835,0.0758166670758,0.120429059513,0.238980155146,0.299843128781,0.365292762812,0.406341592237,0.493965804513,0.207261516747,0.336984682622,0.378056162557,0.465956082005,0.0187351070676,0.0202201183906,0.0206230555881,0.0213847262841,841.5,1758,2061,2307.01
score_bo_l40_rp000_erp005__signal_3d_confirm__ma50,comparison,True,B260,score_bo_l40_rm002_erp005__signal_3d_confirm__ma50,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8892,0.8892,0.032,0.9998,0.924,0.6732,0.2122,0.039,0.0164,0.0006,-0.0457033749159,863.422526931,1202.56799867,1530.76805419,1954.54763825,2834.90542499,-0.0157069126334,0.0200850375577,0.0469706810359,0.0749216595213,0.118888501178,0.229567808,0.286411753042,0.349184967593,0.386949374593,0.463559226124,0.198019771205,0.320207057225,0.362339544131,0.43722550857,0.0187182350185,0.0204460096611,0.0209039970361,0.0217361035657,846,1742,2043,2308.01
score_bo_l40_rp000_erp010__signal_3d_confirm__low20,comparison,True,B278,score_bo_l40_rm002_erp010__signal_3d_confirm__low20,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8496,0.8496,0.026,0.9998,0.9522,0.7536,0.2908,0.0752,0.0302,0.0012,-0.0596175005791,810.8244408,1131.15093172,1466.23634299,1893.31975311,2787.00136865,-0.0223538868063,0.0133743066907,0.0421205182274,0.0712397378235,0.116834673647,0.249444981098,0.312739003387,0.382431196159,0.423033565199,0.511409842614,0.218727025088,0.355139976472,0.399318312382,0.485666007199,0.0187069945144,0.020387026085,0.0208090045009,0.0217185881135,904,1847,2150.05,2318.01
score_bo_l40_rp000_erp010__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B279,score_bo_l40_rm002_erp010__signal_3d_confirm__low20_minus_0_5atr,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8856,0.8856,0.028,0.9998,0.9406,0.719,0.2584,0.0624,0.0208,0.0008,-0.0451536120816,854.528573956,1206.23935361,1558.38519112,2001.12041329,2944.61341639,-0.0168050257399,0.0204203167764,0.0489908183631,0.077654016319,0.123477854845,0.242101365215,0.303107618236,0.369841192804,0.414101821366,0.505049662529,0.20982225023,0.341651272082,0.388097803198,0.478343047438,0.0186519881941,0.020155479089,0.0205826243149,0.0213867898685,837,1737.2,2041.05,2308
score_bo_l40_rp000_erp010__signal_3d_confirm__ma50,comparison,True,B280,score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8874,0.8874,0.032,0.9998,0.9248,0.6804,0.2194,0.0412,0.0166,0.0006,-0.0458606418788,858.323772861,1200.18100861,1526.1553277,1955.28730622,2843.38113134,-0.016335199501,0.0198665588825,0.0466301053914,0.074965507193,0.119248657543,0.231553908097,0.289746437851,0.353251611201,0.392281047843,0.466013359627,0.200187549948,0.324098729291,0.364150520056,0.445540820052,0.0188391193307,0.0205781049013,0.0210612824457,0.0219241545753,849,1742.1,2043,2308.01
score_bo_l40_rp000_erp015__signal_3d_confirm__low20,comparison,True,B298,score_bo_l40_rm002_erp015__signal_3d_confirm__low20,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9202,0.9202,0.0944,0.9998,0.9336,0.6862,0.212,0.0418,0.013,0.0004,-0.0264538707725,920.806553115,1317.46190942,1785.74885551,2442.22410487,4036.75764116,-0.00885520624075,0.0301692867189,0.064505699682,0.101047307929,0.162343640848,0.2323845517,0.288155661858,0.349242652371,0.388950519071,0.468087642042,0.200388640341,0.321678074858,0.363030615586,0.44348806288,0.0188329295903,0.0205655254594,0.0210660554228,0.0220612334702,808,1648,1944.05,2283.04
score_bo_l40_rp000_erp015__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B299,score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9412,0.9412,0.0982,0.9998,0.9146,0.6378,0.1794,0.0306,0.0092,0,-0.00765427502529,975.951012783,1398.25475834,1873.48052224,2540.65098506,4128.01103568,-0.00262089216948,0.03680054745,0.0700239066673,0.105747313105,0.165148156536,0.223290987026,0.277400419335,0.33874891613,0.376673097885,0.453874591303,0.191346391849,0.308331142892,0.3490019588,0.428649472088,0.0187889100585,0.0204430879133,0.0208958207038,0.0217807730861,749.5,1520.2,1827.05,2259.01
score_bo_l40_rp000_erp015__signal_3d_confirm__ma50,comparison,True,B300,score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,2,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9184,0.9184,0.0888,0.9998,0.9312,0.6608,0.1938,0.0334,0.0116,0.0004,-0.0281956623152,916.835246203,1304.30702434,1752.14015826,2381.61767251,3935.60253606,-0.00931693510796,0.0290553851853,0.0623274852443,0.098068495751,0.159167916494,0.228406639379,0.281658425253,0.344940449151,0.382346651036,0.454473977166,0.195158209968,0.316088253302,0.355711633486,0.432537347548,0.0192141405483,0.021063121387,0.0215540839207,0.0224603210043,815.5,1649.1,1955,2295
score_bo_l40_rp002_erp005__signal_3d_confirm__low20,comparison,True,B318,score_bo_l40_rp002_erp005__signal_3d_confirm__low20,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8744,0.8744,0.0606,1,0.9966,0.94,0.553,0.2062,0.0348,0.0042,-0.0496476415329,799.421289105,1242.56294212,1701.14167611,2362.62519705,3716.33344649,-0.0238455369562,0.0236893384192,0.0589499414683,0.0971210895967,0.152026138785,0.311804954569,0.38337853154,0.45570662765,0.505637560883,0.601338757785,0.270470665879,0.423508198745,0.473890357664,0.573141695598,0.025837433479,0.0278296684336,0.0283768065829,0.0292547159771,859.5,1780,2100,2311
score_bo_l40_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B319,score_bo_l40_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9294,0.9294,0.0924,1,0.9948,0.8958,0.4324,0.13,0.0166,0.0018,-0.0184043592624,934.379757188,1441.98192377,1968.85655869,2670.58293408,4209.21109985,-0.00729040520024,0.0402482043068,0.0757672700516,0.111708955222,0.167597574013,0.285457906955,0.349775032063,0.42066460872,0.466135680067,0.554037141325,0.243328232275,0.384891852624,0.432255611433,0.526764887588,0.0250045969273,0.026947130387,0.0275341339471,0.0284613286661,741,1570.1,1853.05,2270.01
score_bo_l40_rp002_erp005__signal_3d_confirm__ma50,comparison,True,B320,score_bo_l40_rp002_erp005__signal_3d_confirm__ma50,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8944,0.8944,0.0568,1,0.9926,0.8878,0.4328,0.1308,0.025,0.0022,-0.0436271920533,853.499330852,1274.7298009,1689.39059958,2278.7968022,3507.73189107,-0.0169327626811,0.0265138387052,0.0581588979006,0.0928565391937,0.144873864642,0.284546940713,0.347117975046,0.420588785162,0.465207762242,0.544202875277,0.243111005394,0.384464579729,0.432388955567,0.514902780809,0.0247374911414,0.0266309876949,0.0271516826319,0.0281217304497,821,1701,2028,2310
score_bo_l40_rp002_erp010__signal_3d_confirm__low20,comparison,True,B338,score_bo_l40_rp002_erp010__signal_3d_confirm__low20,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9114,0.9114,0.0852,1,0.995,0.915,0.4872,0.1596,0.0236,0.002,-0.0331796544502,874.802855629,1357.98594394,1847.90016624,2566.34845674,4034.7083561,-0.0143164378974,0.0335393976373,0.0684391672726,0.10694761502,0.162280011497,0.296727802613,0.364840297645,0.436162062679,0.481747968413,0.575189988815,0.256741845734,0.399773418752,0.448539938719,0.547630543247,0.0252358581232,0.0271274747121,0.027630413692,0.0285591498227,798,1652.1,1953.05,2295.01
score_bo_l40_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B339,score_bo_l40_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9422,0.9422,0.1088,1,0.9928,0.8792,0.4042,0.1108,0.0128,0.001,-0.00833345835576,970.655049553,1501.68208909,2047.18498988,2780.5581016,4377.87462751,-0.00320578892193,0.0448076355808,0.0803013069002,0.116556027642,0.172553460387,0.279075079142,0.341984156865,0.40843131295,0.455797648179,0.545194589985,0.237354821277,0.372879331158,0.42226506878,0.514119600388,0.0247680702653,0.0266222994847,0.0271924222966,0.0281210333002,709,1495.1,1776.1,2255.04
score_bo_l40_rp002_erp010__signal_3d_confirm__ma50,comparison,True,B340,score_bo_l40_rp002_erp010__signal_3d_confirm__ma50,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.8952,0.8952,0.0572,1,0.9926,0.8874,0.4322,0.1314,0.0246,0.0022,-0.0439431499688,850.895642637,1275.74912362,1690.78085044,2276.94015745,3511.43073815,-0.017256507929,0.0266022988111,0.0582527407882,0.092760513227,0.145003952645,0.284717145522,0.34716795263,0.420154957046,0.464595100493,0.543721831624,0.242812472347,0.383985302533,0.432996777506,0.514283955295,0.0247388672059,0.0266467248247,0.0271585032374,0.0280936363197,821.5,1697.1,2028,2310
score_bo_l40_rp002_erp015__signal_3d_confirm__low20,comparison,True,B358,score_bo_l40_rp002_erp015__signal_3d_confirm__low20,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9296,0.9296,0.1612,1,0.9944,0.9114,0.4738,0.1498,0.019,0.0016,-0.0185790039586,926.618873557,1468.37548616,2077.41817836,3019.02379262,5332.78066574,-0.00818262419108,0.0422843191903,0.0820100366836,0.126504562744,0.197762398116,0.294253807726,0.358700134113,0.432201268271,0.473396173127,0.569756074715,0.25211374813,0.397041882229,0.441637961442,0.540621133138,0.0257189219403,0.0277771050792,0.0283230243044,0.0294509155902,772,1586.1,1888.05,2276.03
score_bo_l40_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,comparison,True,B359,score_bo_l40_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9646,0.9646,0.2056,1,0.9916,0.8636,0.3714,0.0942,0.0102,0.0008,0.017650929607,1061.08233008,1686.19676205,2369.83908043,3387.63950255,5916.9123997,0.00641228442963,0.0579430504114,0.097481738417,0.140582248123,0.211259602069,0.272672260841,0.33381583608,0.395313082341,0.441580380184,0.528697489824,0.23004976459,0.358808776687,0.406717563375,0.495273948839,0.0253102943535,0.027374123287,0.0279809848907,0.0289974531449,670,1405.2,1682.2,2181.08
score_bo_l40_rp002_erp015__signal_3d_confirm__ma50,comparison,True,B360,score_bo_l40_rp002_erp015__signal_3d_confirm__ma50,1,20260728,20,5000,2332,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,,0.9044,0.9044,0.1102,1,0.9942,0.9042,0.4566,0.1436,0.0244,0.002,-0.0407755174561,854.849209983,1318.868677,1847.34359956,2626.28551217,4481.46190068,-0.0167652592197,0.030287817944,0.0684044701569,0.10970611948,0.175513376215,0.289527671545,0.354836167376,0.429966237889,0.470906056738,0.549200665434,0.248443098452,0.392155115186,0.43840928061,0.521778264115,0.0253805818744,0.027424094414,0.0279941058761,0.0291693758649,821,1693.5,2033,2307
score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,primary_detailed,False,B280,score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,2,20260728,20,10000,2332,f4cb2fd36b736a8c6a10560aa1f90557564532ff4df1e6604c6087f36e250630,a20988da73bd1a04c843855e91b3a958683e1f2cc5ec7a90bdb8ef62156e595f,c09fb6d3843bbfe145ffe4438ca842af9a3020728cba5e9f1a8f98aa80640439,0.882,0.882,0.0311,0.9997,0.9302,0.6866,0.2255,0.0446,0.02,0.0009,-0.0475683651491,855.42282157,1192.5427311,1514.33565785,1943.56632044,2816.09211267,-0.0166941536175,0.0191648206344,0.0457532019793,0.0742689462617,0.118085623245,0.233441053702,0.292129899635,0.35560978756,0.39355058492,0.476771512913,0.202016062536,0.32827533057,0.368187115577,0.454092655014,0.0188749140787,0.0205687597141,0.0210221996933,0.021912674524,855,1750.1,2044,2301.02
