strategy_key,threshold_percent,episode_count,mean_crash_loss_capture,median_crash_loss_capture,worst_crash_loss_capture,mean_relative_crash_protection,worst_relative_crash_protection,mean_strategy_crash_maximum_drawdown,worst_strategy_crash_maximum_drawdown,mean_exposure_at_onset,mean_exposure_after_10d,mean_10d_exposure_reduction,mean_days_to_exposure_below_50pct,proportion_positive_strategy_return,proportion_loss_less_than_half_spy,proportion_recovered_before_spy
score_bo_l40_rm002_erp015__signal_3d_confirm__low20,20,2,0.752339561992,0.752339561992,1.36280940017,0.0642807725497,-0.0281356660499,-0.121984473087,-0.186744375386,0.750209922498,1,-0.249790077502,54,0.5,0.5,0.5
score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,20,2,0.881192676883,0.881192676883,1.66461566105,0.0566047194213,-0.0515405727694,-0.120549104163,-0.183873637539,0.811905815012,1,-0.188094184988,22,0.5,0.5,0.5
score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,20,2,0.751981320864,0.751981320864,1.39510989231,0.066042830218,-0.0306405511486,-0.122184574139,-0.187184289872,0.775646271016,1,-0.224353728984,54,0.5,0.5,0.5
score_bo_l40_rp000_erp005__signal_3d_confirm__low20,20,2,0.811437439033,0.811437439033,1.48100515425,0.0596977652408,-0.0373016806675,-0.121383786536,-0.185841604628,0.750209922498,1,-0.249790077502,54,0.5,0.5,0.5
score_bo_l40_rp000_erp005__signal_3d_confirm__low20_minus_0_5atr,20,2,0.968444347636,0.968444347636,1.83911900256,0.0498384011576,-0.0650732092968,-0.118637740473,-0.180349512503,0.700372940898,1,-0.299627059102,22,0.5,0.5,0.5
score_bo_l40_rp000_erp005__signal_3d_confirm__ma50,20,2,0.81389880424,0.81389880424,1.51894485906,0.0612411640151,-0.0402438835545,-0.130702844042,-0.204518556749,0.674792721996,1,-0.325207278004,54,0.5,0.5,0.5
score_bo_l40_rp000_erp010__signal_3d_confirm__low20,20,2,0.942814770309,0.942814770309,1.7437598168,0.0495095266849,-0.0576781577795,-0.134982577667,-0.212585439489,0.750209922498,1,-0.249790077502,21,0.5,0.5,0.5
score_bo_l40_rp000_erp010__signal_3d_confirm__low20_minus_0_5atr,20,2,1.08970923644,1.08970923644,2.08164878018,0.0404343768587,-0.0838812578945,-0.131747831274,-0.206115946702,0.686326041818,1,-0.313673958182,22,0.5,0.5,0.5
score_bo_l40_rp000_erp010__signal_3d_confirm__ma50,20,2,0.848407533307,0.848407533307,1.5879623172,0.058565031378,-0.0455961488286,-0.133216336588,-0.209092081071,0.775646271016,1,-0.224353728984,21,0.5,0.5,0.5
score_bo_l40_rp000_erp015__signal_3d_confirm__low20,20,2,0.752339561992,0.752339561992,1.36280940017,0.0642807725497,-0.0281356660499,-0.121984473087,-0.186744375386,0.750209922498,1,-0.249790077502,54,0.5,0.5,0.5
score_bo_l40_rp000_erp015__signal_3d_confirm__low20_minus_0_5atr,20,2,0.881192676883,0.881192676883,1.66461566105,0.0566047194213,-0.0515405727694,-0.120549104163,-0.183873637539,0.811905815012,1,-0.188094184988,22,0.5,0.5,0.5
score_bo_l40_rp000_erp015__signal_3d_confirm__ma50,20,2,0.751981320864,0.751981320864,1.39510989231,0.066042830218,-0.0306405511486,-0.122184574139,-0.187184289872,0.775646271016,1,-0.224353728984,54,0.5,0.5,0.5
score_bo_l40_rp002_erp005__signal_3d_confirm__low20,20,2,1.11925746525,1.11925746525,2.03576064592,0.0326284227595,-0.0803226587499,-0.199514441627,-0.312482627228,0.865716775068,1,-0.134283224932,12.5,0.5,0.5,0
score_bo_l40_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,20,2,1.31443139686,1.31443139686,2.54681132135,0.0238329269536,-0.119954352779,-0.17319699506,-0.25707401911,0.788298566271,1,-0.211701433729,22,1,0.5,0
score_bo_l40_rp002_erp005__signal_3d_confirm__ma50,20,2,0.958580604341,0.958580604341,1.7823879851,0.0486596515781,-0.0606737506247,-0.185413121959,-0.293059621831,0.86454463776,1,-0.13545536224,12.5,0.5,0.5,0.5
score_bo_l40_rp002_erp010__signal_3d_confirm__low20,20,2,1.1134355166,1.1134355166,2.02411674861,0.0330799116211,-0.0794196810267,-0.199499688945,-0.312453121864,0.865716775068,1,-0.134283224932,12.5,0.5,0.5,0
score_bo_l40_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,20,2,1.30817385272,1.30817385272,2.53429623307,0.0243181960018,-0.118983814683,-0.174017240273,-0.258714509535,0.788298566271,1,-0.211701433729,22,1,0.5,0
score_bo_l40_rp002_erp010__signal_3d_confirm__ma50,20,2,0.956022656326,0.956022656326,1.77727208907,0.0488580190159,-0.0602770157492,-0.185056181994,-0.2923457419,0.86454463776,1,-0.13545536224,12.5,0.5,0.5,0.5
score_bo_l40_rp002_erp015__signal_3d_confirm__low20,20,2,1.02769682916,1.02769682916,1.85263937373,0.0397288988753,-0.0661217065183,-0.195149107212,-0.303751958397,0.865716775068,1,-0.134283224932,12.5,0.5,0.5,0
score_bo_l40_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,20,2,1.18341794614,1.18341794614,2.28478441992,0.033992946776,-0.0996343131347,-0.172444082265,-0.25556819352,0.956421307758,1,-0.0435786922419,22,1,0.5,0
score_bo_l40_rp002_erp015__signal_3d_confirm__ma50,20,2,0.984656132103,0.984656132103,1.83453904063,0.0466375089852,-0.0647180358105,-0.184733361001,-0.291700099914,0.86454463776,1,-0.13545536224,12.5,0.5,0.5,0.5
