strategy_key,scenario_type,scenario_label,removed_observations,ending_equity,cagr,maximum_drawdown,cdar_95,sharpe_ratio,calmar_ratio,total_log_growth,best_day_log_contribution,best_day_contribution_ratio,best_5_days_log_contribution,best_5_days_contribution_ratio,best_10_days_log_contribution,best_10_days_contribution_ratio,best_month,best_month_log_contribution,best_month_contribution_ratio,top_3_months_log_contribution,top_3_months_contribution_ratio,best_calendar_year,best_year_log_contribution,best_year_contribution_ratio,top_2_years_log_contribution,top_2_years_contribution_ratio,worst_day_log_contribution,worst_day_contribution_ratio,worst_month,worst_month_log_contribution,worst_month_contribution_ratio,worst_calendar_year,worst_year_log_contribution,worst_year_contribution_ratio
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,19:2017-11-30:2017-12-06:2017-12-12,8,1210.96690929,0.0209732021724,-0.222397744698,-0.182765380148,0.27105168577,0.0943049229248,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,1:2017-04-17:2017-04-17:2017-04-18,1,1209.7973529,0.0208029253147,-0.222397744698,-0.182765380148,0.269429404589,0.0935392818074,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,20:2017-12-13:2017-12-14:2017-12-15,2,1207.98452766,0.0206463978393,-0.222397744698,-0.182765380148,0.267822939195,0.0928354640796,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,21:2017-12-18:2017-12-26:2018-01-03,10,1208.47189049,0.0207629473682,-0.222397744698,-0.182765380148,0.268808808689,0.0933595230312,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,22:2018-01-08:2018-01-10:2018-01-11,3,1206.20941259,0.0204929634017,-0.222397744698,-0.182765380148,0.26612590147,0.0921455540367,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,23:2018-01-12:2018-01-16:2018-01-17,2,1207.88407933,0.0206372183734,-0.222397744698,-0.182765380148,0.26772157422,0.0927941890842,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,24:2018-01-17:2018-01-18:2018-01-19,2,1207.79182781,0.0206287873737,-0.222397744698,-0.182765380148,0.267579867946,0.0927562795281,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,25:2018-01-24:2018-01-25:2018-01-26,2,1202.59670592,0.0201530683078,-0.222397744698,-0.182765380148,0.262584625611,0.0906172332599,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,26:2018-01-26:2018-12-12:2020-09-02,655,1202.12439895,0.0280491187003,-0.222397744698,-0.18696959106,0.333439666105,0.126121417006,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,27:2020-09-02:2020-10-28:2020-12-04,65,1206.62262271,0.0210981608493,-0.222397744698,-0.183080196247,0.276051176917,0.0948667931771,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,28:2020-12-04:2020-12-07:2020-12-08,2,1211.52734113,0.0209697230297,-0.222397744698,-0.182765380148,0.271176338542,0.0942892791391,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,29:2020-12-08:2020-12-14:2020-12-15,5,1206.82042275,0.0205667252534,-0.222397744698,-0.182765380148,0.266994606149,0.0924772204023,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,2:2017-04-18:2017-04-21:2017-04-24,4,1212.25577852,0.0210543585275,-0.222397744698,-0.182765380148,0.272013963352,0.0946698382937,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,30:2020-12-17:2020-12-22:2020-12-30,8,1212.11177806,0.0210778232598,-0.222397744698,-0.182765380148,0.272186853656,0.0947753462537,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,31:2020-12-31:2021-01-04:2021-01-05,2,1207.43563333,0.0205962288544,-0.222397744698,-0.182765380148,0.267306975991,0.092609881824,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,32:2021-01-08:2021-01-11:2021-01-14,4,1208.98588988,0.020755869738,-0.222397744698,-0.182765380148,0.268907722494,0.0933276988314,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
score_bo_l10_rm002_erp005__first_signal__low10,leave_drawdown_episode_out,33:2021-01-14:2021-01-15:2021-01-20,3,1204.31761161,0.0203196637405,-0.222397744698,-0.182765380148,0.264542527637,0.0913663210392,0.192656150531,0.036917451801,0.191623530831,0.124502140832,0.646240156302,0.213161868611,1.10643687224,2023-01,0.065324758446,0.339074347048,0.180860412632,0.938773105004,2023,0.116289017313,0.603609160635,0.201333450021,1.04504034502,-0.0505870292098,-0.262576767315,2022-01,-0.0660964379261,-0.343079822492,2022,-0.175283502709,-0.909825625736
