symbol,aum,asset_group,category
LFAW,,unknown,unknown
LFBE,,unknown,unknown
LFDR,,unknown,unknown
LFEQ,,unknown,unknown
LFSC,,unknown,unknown
LGCF,,unknown,unknown
LGH,,unknown,unknown
LGHT,,unknown,unknown
LGOV,,unknown,unknown
LIAE,,unknown,unknown
LIAM,,unknown,unknown
LIAU,,unknown,unknown
LIBD,,unknown,unknown
LIFT,,unknown,unknown
LIMI,,unknown,unknown
LIT,,unknown,unknown
LITP,,unknown,unknown
LKOR,,unknown,unknown
LLDR,,unknown,unknown
LMBS,,unknown,unknown
LMUB,,unknown,unknown
LNGX,,unknown,unknown
LODI,,unknown,unknown
LOGO,,unknown,unknown
LOHA,,unknown,unknown
LONZ,,unknown,unknown
LOPP,,unknown,unknown
LOTI,,unknown,unknown
LOUP,,unknown,unknown
LPRE,,unknown,unknown
LQ,,unknown,unknown
LQD,,unknown,unknown
LQDB,,unknown,unknown
LQDH,,unknown,unknown
LQDI,,unknown,unknown
LQDM,,unknown,unknown
LQID,,unknown,unknown
LQTI,,unknown,unknown
LRGF,,unknown,unknown
LRGG,,unknown,unknown
LRNZ,,unknown,unknown
LSAF,,unknown,unknown
LSAT,,unknown,unknown
LSCP,,unknown,unknown
LSEQ,,unknown,unknown
LSGR,,unknown,unknown
LST,,unknown,unknown
LSTB,,unknown,unknown
LSVD,,unknown,unknown
LTAX,,unknown,unknown
LTCC,,unknown,unknown
LTPZ,,unknown,unknown
LTTI,,unknown,unknown
LVDS,,unknown,unknown
LVIG,,unknown,unknown
MAAY,,unknown,unknown
MADE,,unknown,unknown
MAGA,,unknown,unknown
MAGC,,unknown,unknown
MAGG,,unknown,unknown
MAGS,,unknown,unknown
MAKX,,unknown,unknown
MAMB,,unknown,unknown
MANI,,unknown,unknown
MAPP,,unknown,unknown
MARS,,unknown,unknown
MARZ,,unknown,unknown
MATE,,unknown,unknown
MAUG,,unknown,unknown
MAVF,,unknown,unknown
MAXI,,unknown,unknown
MAYZ,,unknown,unknown
MBB,,unknown,unknown
MBBA,,unknown,unknown
MBBB,,unknown,unknown
MBCE,,unknown,unknown
MBND,,unknown,unknown
MBOX,,unknown,unknown
MBS,,unknown,unknown
MBSD,,unknown,unknown
MBSF,,unknown,unknown
MBSX,,unknown,unknown
MCDS,,unknown,unknown
MCH,,unknown,unknown
MCHI,,unknown,unknown
MCHS,,unknown,unknown
MCVT,,unknown,unknown
MDAA,,unknown,unknown
MDCR,,unknown,unknown
MDEV,,unknown,unknown
MDIV,,unknown,unknown
MDPL,,unknown,unknown
MDST,,unknown,unknown
MEAR,,unknown,unknown
MEDI,,unknown,unknown
MEDX,,unknown,unknown
MEM,,unknown,unknown
MEMA,,unknown,unknown
MEME,,unknown,unknown
MEMS,,unknown,unknown
MEMX,,unknown,unknown
METL,,unknown,unknown
METV,,unknown,unknown
MFDX,,unknown,unknown
MFEB,,unknown,unknown
MFEM,,unknown,unknown
MFIG,,unknown,unknown
MFLX,,unknown,unknown
MFMO,,unknown,unknown
MFSB,,unknown,unknown
MFSG,,unknown,unknown
MFSI,,unknown,unknown
MFSM,,unknown,unknown
MFSV,,unknown,unknown
MFUL,,unknown,unknown
MFUS,,unknown,unknown
MFUT,,unknown,unknown
MFVL,,unknown,unknown
MGNR,,unknown,unknown
MGOV,,unknown,unknown
MHIG,,unknown,unknown
MHIP,,unknown,unknown
MHY,,unknown,unknown
MIG,,unknown,unknown
MIGO,,unknown,unknown
MILK,,unknown,unknown
MILN,,unknown,unknown
MINN,,unknown,unknown
MINO,,unknown,unknown
MINT,,unknown,unknown
MINV,,unknown,unknown
MISL,,unknown,unknown
MIVL,,unknown,unknown
MJ,,unknown,unknown
MJUN,,unknown,unknown
MKAM,,unknown,unknown
MKOR,,unknown,unknown
MKTN,,unknown,unknown
MLDR,,unknown,unknown
MLN,,unknown,unknown
MLPA,,unknown,unknown
MLPI,,unknown,unknown
MLPX,,unknown,unknown
MMAR,,unknown,unknown
MMAY,,unknown,unknown
MMCA,,unknown,unknown
MMIN,,unknown,unknown
MMIT,,unknown,unknown
MMK,,unknown,unknown
MMMA,,unknown,unknown
MMSD,,unknown,unknown
MMTM,,unknown,unknown
MNA,,unknown,unknown
MNBD,,unknown,unknown
MNRS,,unknown,unknown
MNVR,,unknown,unknown
MNVT,,unknown,unknown
MNZL,,unknown,unknown
MOAT,,unknown,unknown
MODL,,unknown,unknown
MOO,,unknown,unknown
MOOD,,unknown,unknown
MORT,,unknown,unknown
MOTG,,unknown,unknown
MOTI,,unknown,unknown
MOTO,,unknown,unknown
MPLY,,unknown,unknown
MRGR,,unknown,unknown
MRSK,,unknown,unknown
MSBT,,unknown,unknown
MSEP,,unknown,unknown
MSFY,,unknown,unknown
MSMR,,unknown,unknown
MSOS,,unknown,unknown
MSSS,,unknown,unknown
MSTB,,unknown,unknown
MSTI,,unknown,unknown
MSTQ,,unknown,unknown
MTBA,,unknown,unknown
MTGP,,unknown,unknown
MTRA,,unknown,unknown
MTUM,,unknown,unknown
MTYY,,unknown,unknown
MUB,,unknown,unknown
MULT,,unknown,unknown
MUNA,,unknown,unknown
MUNB,,unknown,unknown
MUNC,,unknown,unknown
MUND,,unknown,unknown
MUNI,,unknown,unknown
MUNX,,unknown,unknown
MUNY,,unknown,unknown
MUSE,,unknown,unknown
MUSI,,unknown,unknown
MUSQ,,unknown,unknown
MUST,,unknown,unknown
MUYY,,unknown,unknown
MVAL,,unknown,unknown
MVFD,,unknown,unknown
MVFG,,unknown,unknown
MVPA,,unknown,unknown
MVPL,,unknown,unknown
MWHS,,unknown,unknown
MXI,,unknown,unknown
MYCF,,unknown,unknown
MYCG,,unknown,unknown
MYCH,,unknown,unknown
MYCI,,unknown,unknown
MYCJ,,unknown,unknown
MYCK,,unknown,unknown
MYCL,,unknown,unknown
MYCM,,unknown,unknown
MYCN,,unknown,unknown
MYCO,,unknown,unknown
MYHA,,unknown,unknown
MYHB,,unknown,unknown
MYHC,,unknown,unknown
MYHD,,unknown,unknown
MYHE,,unknown,unknown
MYMF,,unknown,unknown
MYMG,,unknown,unknown
MYMH,,unknown,unknown
MYMI,,unknown,unknown
MYMJ,,unknown,unknown
MYMK,,unknown,unknown
NACP,,unknown,unknown
NANC,,unknown,unknown
NANR,,unknown,unknown
NASA,,unknown,unknown
NATO,,unknown,unknown
NBCE,,unknown,unknown
NBCM,,unknown,unknown
NBCR,,unknown,unknown
NBDS,,unknown,unknown
NBET,,unknown,unknown
NBFC,,unknown,unknown
NBGX,,unknown,unknown
NBIE,,unknown,unknown
NBJP,,unknown,unknown
NBOS,,unknown,unknown
NBSD,,unknown,unknown
NBTR,,unknown,unknown
NCIQ,,unknown,unknown
NCLO,,unknown,unknown
NCPB,,unknown,unknown
NDAA,,unknown,unknown
NDIA,,unknown,unknown
NDOW,,unknown,unknown
NEAR,,unknown,unknown
NEHI,,unknown,unknown
NELS,,unknown,unknown
NEMD,,unknown,unknown
NERD,,unknown,unknown
NETL,,unknown,unknown
NFLP,,unknown,unknown
NFLT,,unknown,unknown
NFRA,,unknown,unknown
NFRX,,unknown,unknown
NFTY,,unknown,unknown
NGHT,,unknown,unknown
NGIF,,unknown,unknown
NHYB,,unknown,unknown
NHYM,,unknown,unknown
NICO,,unknown,unknown
NIHI,,unknown,unknown
NIKL,,unknown,unknown
NITE,,unknown,unknown
NIXT,,unknown,unknown
NJNK,,unknown,unknown
NLR,,unknown,unknown
NLSI,,unknown,unknown
NMB,,unknown,unknown
NMBL,,unknown,unknown
NOBL,,unknown,unknown
NODE,,unknown,unknown
NOEQ,,unknown,unknown
NORW,,unknown,unknown
NOVZ,,unknown,unknown
NPFE,,unknown,unknown
NPFI,,unknown,unknown
NRES,,unknown,unknown
NRSH,,unknown,unknown
NSCI,,unknown,unknown
NSI,,unknown,unknown
NTRL,,unknown,unknown
NTSD,,unknown,unknown
NTSE,,unknown,unknown
NTSI,,unknown,unknown
NTSX,,unknown,unknown
NUAG,,unknown,unknown
NUBD,,unknown,unknown
NUDG,,unknown,unknown
NUDM,,unknown,unknown
NUDV,,unknown,unknown
NUEM,,unknown,unknown
NUGO,,unknown,unknown
NUGY,,unknown,unknown
NUHY,,unknown,unknown
NUIF,,unknown,unknown
NUKX,,unknown,unknown
NUKZ,,unknown,unknown
NUMI,,unknown,unknown
NURE,,unknown,unknown
NUSA,,unknown,unknown
NVII,,unknown,unknown
NVIR,,unknown,unknown
NVOH,,unknown,unknown
NVPS,,unknown,unknown
NVYY,,unknown,unknown
NXTE,,unknown,unknown
NXTG,,unknown,unknown
NXTI,,unknown,unknown
NXUS,,unknown,unknown
NYF,,unknown,unknown
NYM,,unknown,unknown
NYNY,,unknown,unknown
NYSX,,unknown,unknown
NYYY,,unknown,unknown
NZAC,,unknown,unknown
OACP,,unknown,unknown
OAEM,,unknown,unknown
OAIM,,unknown,unknown
OBIL,,unknown,unknown
OBND,,unknown,unknown
OBOR,,unknown,unknown
OBTC,,unknown,unknown
OCIO,,unknown,unknown
OCTZ,,unknown,unknown
ODDS,,unknown,unknown
ODDZ,,unknown,unknown
ODHY,,unknown,unknown
OEF,,unknown,unknown
OEFA,,unknown,unknown
OEI,,unknown,unknown
OGIG,,unknown,unknown
OGSP,,unknown,unknown
OIH,,unknown,unknown
OILK,,unknown,unknown
OMAH,,unknown,unknown
OMFL,,unknown,unknown
OMFS,,unknown,unknown
OND,,unknown,unknown
ONEH,,unknown,unknown
ONEO,,unknown,unknown
ONEQ,,unknown,unknown
ONEY,,unknown,unknown
ONLN,,unknown,unknown
ONOF,,unknown,unknown
OOSP,,unknown,unknown
OPPE,,unknown,unknown
OPPJ,,unknown,unknown
OPTZ,,unknown,unknown
ORBX,,unknown,unknown
ORO,,unknown,unknown
ORR,,unknown,unknown
OSEA,,unknown,unknown
OTGL,,unknown,unknown
OUNZ,,unknown,unknown
OUSA,,unknown,unknown
OVB,,unknown,unknown
OVF,,unknown,unknown
OVM,,unknown,unknown
OVT,,unknown,unknown
OWN,,unknown,unknown
OWNB,,unknown,unknown
OWNS,,unknown,unknown
OZEM,,unknown,unknown
PAAA,,unknown,unknown
PAB,,unknown,unknown
PABD,,unknown,unknown
PABU,,unknown,unknown
PALL,,unknown,unknown
PATN,,unknown,unknown
PAVE,,unknown,unknown
PAWZ,,unknown,unknown
PAYR,,unknown,unknown
PBD,,unknown,unknown
PBDC,,unknown,unknown
PBE,,unknown,unknown
PBEU,,unknown,unknown
PBJ,,unknown,unknown
PBL,,unknown,unknown
PBOG,,unknown,unknown
PBOT,,unknown,unknown
PBPH,,unknown,unknown
PBSC,,unknown,unknown
PBTP,,unknown,unknown
PBUS,,unknown,unknown
PBW,,unknown,unknown
PCEB,,unknown,unknown
PCEF,,unknown,unknown
PCFI,,unknown,unknown
PCHI,,unknown,unknown
PCI,,unknown,unknown
PCL,,unknown,unknown
PCLC,,unknown,unknown
PCLG,,unknown,unknown
PCLN,,unknown,unknown
PCLO,,unknown,unknown
PCMM,,unknown,unknown
PCPI,,unknown,unknown
PCPP,,unknown,unknown
PCR,,unknown,unknown
PCS,,unknown,unknown
PCSG,,unknown,unknown
PCY,,unknown,unknown
PDBA,,unknown,unknown
PDBC,,unknown,unknown
PDN,,unknown,unknown
PDP,,unknown,unknown
PEJ,,unknown,unknown
PEMX,,unknown,unknown
PEPS,,unknown,unknown
PEVC,,unknown,unknown
PEX,,unknown,unknown
PEXL,,unknown,unknown
PEY,,unknown,unknown
PEZ,,unknown,unknown
PFDE,,unknown,unknown
PFF,,unknown,unknown
PFFD,,unknown,unknown
PFFV,,unknown,unknown
PFI,,unknown,unknown
PFIG,,unknown,unknown
PFIX,,unknown,unknown
PFLD,,unknown,unknown
PFM,,unknown,unknown
PFOE,,unknown,unknown
PFRL,,unknown,unknown
PFXF,,unknown,unknown
PGF,,unknown,unknown
PGHY,,unknown,unknown
PGJ,,unknown,unknown
PGRI,,unknown,unknown
PGX,,unknown,unknown
PHDG,,unknown,unknown
PHEQ,,unknown,unknown
PHO,,unknown,unknown
PHYL,,unknown,unknown
PHYS,,unknown,unknown
PICB,,unknown,unknown
PICK,,unknown,unknown
PID,,unknown,unknown
PIE,,unknown,unknown
PIEL,,unknown,unknown
PIEQ,,unknown,unknown
PIFI,,unknown,unknown
PINC,,unknown,unknown
PINK,,unknown,unknown
PIO,,unknown,unknown
PIPE,,unknown,unknown
PIT,,unknown,unknown
PIZ,,unknown,unknown
PJBF,,unknown,unknown
PJFG,,unknown,unknown
PJFV,,unknown,unknown
PJIO,,unknown,unknown
PJP,,unknown,unknown
PJUS,,unknown,unknown
PKB,,unknown,unknown
PKW,,unknown,unknown
PLGI,,unknown,unknown
PLTM,,unknown,unknown
PLYY,,unknown,unknown
PMBS,,unknown,unknown
PMIO,,unknown,unknown
PMMF,,unknown,unknown
PNQI,,unknown,unknown
POW,,unknown,unknown
POWA,,unknown,unknown
POWR,,unknown,unknown
PPA,,unknown,unknown
PPH,,unknown,unknown
PPI,,unknown,unknown
PPLT,,unknown,unknown
PPTY,,unknown,unknown
PQDI,,unknown,unknown
PQNT,,unknown,unknown
PQUS,,unknown,unknown
PRAB,,unknown,unknown
PRAE,,unknown,unknown
PRAY,,unknown,unknown
PRCS,,unknown,unknown
PREF,,unknown,unknown
PRF,,unknown,unknown
PRFZ,,unknown,unknown
PRIV,,unknown,unknown
PRIZ,,unknown,unknown
PRMR,,unknown,unknown
PRN,,unknown,unknown
PRNT,,unknown,unknown
PRSD,,unknown,unknown
PRTO,,unknown,unknown
PRVS,,unknown,unknown
PRVT,,unknown,unknown
PRXI,,unknown,unknown
PSAI,,unknown,unknown
PSCJ,,unknown,unknown
PSCQ,,unknown,unknown
PSCW,,unknown,unknown
PSCX,,unknown,unknown
PSDM,,unknown,unknown
PSET,,unknown,unknown
PSFD,,unknown,unknown
PSFF,,unknown,unknown
PSFJ,,unknown,unknown
PSFM,,unknown,unknown
PSFO,,unknown,unknown
PSH,,unknown,unknown
PSI,,unknown,unknown
PSIL,,unknown,unknown
PSK,,unknown,unknown
PSL,,unknown,unknown
PSLV,,unknown,unknown
PSMD,,unknown,unknown
PSMJ,,unknown,unknown
PSMO,,unknown,unknown
PSMR,,unknown,unknown
PSP,,unknown,unknown
PSQA,,unknown,unknown
PSQO,,unknown,unknown
PSR,,unknown,unknown
PSTR,,unknown,unknown
PSWD,,unknown,unknown
PTBD,,unknown,unknown
PTEU,,unknown,unknown
PTF,,unknown,unknown
PTH,,unknown,unknown
PTIN,,unknown,unknown
PTL,,unknown,unknown
PTNQ,,unknown,unknown
PTNT,,unknown,unknown
PTRB,,unknown,unknown
PUI,,unknown,unknown
PVEX,,unknown,unknown
PVI,,unknown,unknown
PWER,,unknown,unknown
PWRD,,unknown,unknown
PWS,,unknown,unknown
PWZ,,unknown,unknown
PXE,,unknown,unknown
PXF,,unknown,unknown
PXH,,unknown,unknown
PXI,,unknown,unknown
PXJ,,unknown,unknown
PY,,unknown,unknown
PYLD,,unknown,unknown
PYZ,,unknown,unknown
PZA,,unknown,unknown
PZIV,,unknown,unknown
PZT,,unknown,unknown
QABA,,unknown,unknown
QAI,,unknown,unknown
QALT,,unknown,unknown
QARP,,unknown,unknown
QAT,,unknown,unknown
QBER,,unknown,unknown
QBIG,,unknown,unknown
QBUL,,unknown,unknown
QBY,,unknown,unknown
QCLN,,unknown,unknown
QCLR,,unknown,unknown
QDEF,,unknown,unknown
QDF,,unknown,unknown
QDIV,,unknown,unknown
QDVO,,unknown,unknown
QEFA,,unknown,unknown
QEMM,,unknown,unknown
QETH,,unknown,unknown
QEW,,unknown,unknown
QFHD,,unknown,unknown
QFRD,,unknown,unknown
QGRD,,unknown,unknown
QGRO,,unknown,unknown
QGRW,,unknown,unknown
QHDG,,unknown,unknown
QHY,,unknown,unknown
QIDX,,unknown,unknown
QIG,,unknown,unknown
QINT,,unknown,unknown
QIS,,unknown,unknown
QLDY,,unknown,unknown
QLTA,,unknown,unknown
QLTI,,unknown,unknown
QLTY,,unknown,unknown
QMOM,,unknown,unknown
QNDX,,unknown,unknown
QNXT,,unknown,unknown
QOWZ,,unknown,unknown
QPX,,unknown,unknown
QQA,,unknown,unknown
QQEW,,unknown,unknown
QQH,,unknown,unknown
QQHG,,unknown,unknown
QQMG,,unknown,unknown
QQQA,,unknown,unknown
QQQE,,unknown,unknown
QQQG,,unknown,unknown
QQQH,,unknown,unknown
QQQI,,unknown,unknown
QQQJ,,unknown,unknown
QQQM,,unknown,unknown
QQQS,,unknown,unknown
QQQT,,unknown,unknown
QQQY,,unknown,unknown
QQWZ,,unknown,unknown
QQXT,,unknown,unknown
QRMI,,unknown,unknown
QSIG,,unknown,unknown
QSIX,,unknown,unknown
QSOL,,unknown,unknown
QTAC,,unknown,unknown
QTEC,,unknown,unknown
QTOP,,unknown,unknown
QTPI,,unknown,unknown
QTR,,unknown,unknown
QTUM,,unknown,unknown
QTUP,,unknown,unknown
QUAL,,unknown,unknown
QUIZ,,unknown,unknown
QUS,,unknown,unknown
QUSA,,unknown,unknown
QVAL,,unknown,unknown
QVML,,unknown,unknown
QVMT,,unknown,unknown
QVOY,,unknown,unknown
QWLD,,unknown,unknown
QXQ,,unknown,unknown
RAA,,unknown,unknown
RAAA,,unknown,unknown
RAAR,,unknown,unknown
RAAX,,unknown,unknown
RAAY,,unknown,unknown
RACK,,unknown,unknown
RAFE,,unknown,unknown
RANK,,unknown,unknown
RAUS,,unknown,unknown
RAYJ,,unknown,unknown
RBLD,,unknown,unknown
RCGE,,unknown,unknown
RCLO,,unknown,unknown
RCLR,,unknown,unknown
RCLY,,unknown,unknown
RCTR,,unknown,unknown
RDFI,,unknown,unknown
RDOG,,unknown,unknown
RDVI,,unknown,unknown
RDVY,,unknown,unknown
REAI,,unknown,unknown
RECS,,unknown,unknown
REET,,unknown,unknown
REFA,,unknown,unknown
REIT,,unknown,unknown
REK,,unknown,unknown
REM,,unknown,unknown
REMG,,unknown,unknown
REMX,,unknown,unknown
REVS,,unknown,unknown
REXC,,unknown,unknown
REZ,,unknown,unknown
RFCI,,unknown,unknown
RFDA,,unknown,unknown
RFDI,,unknown,unknown
RFEM,,unknown,unknown
RFFC,,unknown,unknown
RFIX,,unknown,unknown
RGEF,,unknown,unknown
RGLO,,unknown,unknown
RGYY,,unknown,unknown
RHRX,,unknown,unknown
RHTX,,unknown,unknown
RIFR,,unknown,unknown
RIGS,,unknown,unknown
RILA,,unknown,unknown
RINF,,unknown,unknown
RING,,unknown,unknown
RINT,,unknown,unknown
RISE,,unknown,unknown
RISR,,unknown,unknown
RITA,,unknown,unknown
RIZE,,unknown,unknown
RJDI,,unknown,unknown
RJMI,,unknown,unknown
RJVI,,unknown,unknown
RKNG,,unknown,unknown
RKSG,,unknown,unknown
RLY,,unknown,unknown
RMCA,,unknown,unknown
RMHY,,unknown,unknown
RMIF,,unknown,unknown
RMME,,unknown,unknown
RMNY,,unknown,unknown
RMOP,,unknown,unknown
RMRC,,unknown,unknown
RND,,unknown,unknown
RNEM,,unknown,unknown
RNRG,,unknown,unknown
RNWZ,,unknown,unknown
ROAM,,unknown,unknown
ROBO,,unknown,unknown
ROBT,,unknown,unknown
ROCQ,,unknown,unknown
ROCY,,unknown,unknown
RODM,,unknown,unknown
ROE,,unknown,unknown
ROKT,,unknown,unknown
ROMO,,unknown,unknown
RONB,,unknown,unknown
ROPE,,unknown,unknown
ROUS,,unknown,unknown
RPAR,,unknown,unknown
RPG,,unknown,unknown
RPHS,,unknown,unknown
RPV,,unknown,unknown
RSBA,,unknown,unknown
RSBT,,unknown,unknown
RSBY,,unknown,unknown
RSEE,,unknown,unknown
RSIT,,unknown,unknown
RSP,,unknown,unknown
RSPA,,unknown,unknown
RSPC,,unknown,unknown
RSPD,,unknown,unknown
RSPE,,unknown,unknown
RSPF,,unknown,unknown
RSPG,,unknown,unknown
RSPH,,unknown,unknown
RSPM,,unknown,unknown
RSPN,,unknown,unknown
RSPR,,unknown,unknown
RSPS,,unknown,unknown
RSPT,,unknown,unknown
RSPU,,unknown,unknown
RSSB,,unknown,unknown
RSSL,,unknown,unknown
RSST,,unknown,unknown
RSSX,,unknown,unknown
RSSY,,unknown,unknown
RTAI,,unknown,unknown
RTH,,unknown,unknown
RTRE,,unknown,unknown
RTYY,,unknown,unknown
RULE,,unknown,unknown
RUNN,,unknown,unknown
RVER,,unknown,unknown
RVNU,,unknown,unknown
RW,,unknown,unknown
RWEM,,unknown,unknown
RWIN,,unknown,unknown
RWL,,unknown,unknown
RWO,,unknown,unknown
RWR,,unknown,unknown
RWX,,unknown,unknown
RXI,,unknown,unknown
SAEF,,unknown,unknown
SAGP,,unknown,unknown
SAMM,,unknown,unknown
SAMT,,unknown,unknown
SAPH,,unknown,unknown
SARK,,unknown,unknown
SASS,,unknown,unknown
SATO,,unknown,unknown
SBAR,,unknown,unknown
SBIL,,unknown,unknown
SBIO,,unknown,unknown
SBND,,unknown,unknown
SCCR,,unknown,unknown
SCDS,,unknown,unknown
SCHB,,unknown,unknown
SCHD,,unknown,unknown
SCHE,,unknown,unknown
SCHF,,unknown,unknown
SCHH,,unknown,unknown
SCHI,,unknown,unknown
SCHJ,,unknown,unknown
SCHK,,unknown,unknown
SCHO,,unknown,unknown
SCHP,,unknown,unknown
SCHQ,,unknown,unknown
SCHR,,unknown,unknown
SCHY,,unknown,unknown
SCHZ,,unknown,unknown
SCIO,,unknown,unknown
SCLZ,,unknown,unknown
SCMB,,unknown,unknown
SCOP,,unknown,unknown
SCYB,,unknown,unknown
SDCI,,unknown,unknown
SDCP,,unknown,unknown
SDEM,,unknown,unknown
SDFI,,unknown,unknown
SDG,,unknown,unknown
SDIV,,unknown,unknown
SDMF,,unknown,unknown
SDOG,,unknown,unknown
SDSI,,unknown,unknown
SDVD,,unknown,unknown
SDY,,unknown,unknown
SEA,,unknown,unknown
SECR,,unknown,unknown
SECT,,unknown,unknown
SECU,,unknown,unknown
SEEM,,unknown,unknown
SEF,,unknown,unknown
SEIE,,unknown,unknown
SEIX,,unknown,unknown
SEMG,,unknown,unknown
SEMI,,unknown,unknown
SEMY,,unknown,unknown
SEPZ,,unknown,unknown
SETH,,unknown,unknown
SETM,,unknown,unknown
SFGV,,unknown,unknown
SFTX,,unknown,unknown
SFTY,,unknown,unknown
SFY,,unknown,unknown
SFYF,,unknown,unknown
SFYI,,unknown,unknown
SGDJ,,unknown,unknown
SGDM,,unknown,unknown
SGOL,,unknown,unknown
SGOV,,unknown,unknown
SGRT,,unknown,unknown
SGVT,,unknown,unknown
SHAG,,unknown,unknown
SHDG,,unknown,unknown
SHE,,unknown,unknown
SHEH,,unknown,unknown
SHLD,,unknown,unknown
SHM,,unknown,unknown
SHOC,,unknown,unknown
SHPP,,unknown,unknown
SHRD,,unknown,unknown
SHRT,,unknown,unknown
SHRY,,unknown,unknown
SHV,,unknown,unknown
SHY,,unknown,unknown
SHYD,,unknown,unknown
SHYG,,unknown,unknown
SHYL,,unknown,unknown
SHYM,,unknown,unknown
SIFI,,unknown,unknown
SIHY,,unknown,unknown
SIL,,unknown,unknown
SILJ,,unknown,unknown
SIMS,,unknown,unknown
SIO,,unknown,unknown
SIOO,,unknown,unknown
SIVR,,unknown,unknown
SIXH,,unknown,unknown
SIXL,,unknown,unknown
SIZE,,unknown,unknown
SJB,,unknown,unknown
SJCP,,unknown,unknown
SJLD,,unknown,unknown
SJNK,,unknown,unknown
SKOR,,unknown,unknown
SKYY,,unknown,unknown
SLDR,,unknown,unknown
SLNZ,,unknown,unknown
SLQD,,unknown,unknown
SLV,,unknown,unknown
SLVP,,unknown,unknown
SLVR,,unknown,unknown
SLVX,,unknown,unknown
SLWS,,unknown,unknown
SLX,,unknown,unknown
SMB,,unknown,unknown
SMBS,,unknown,unknown
SMDV,,unknown,unknown
SMHC,,unknown,unknown
SMHX,,unknown,unknown
SMMD,,unknown,unknown
SMMU,,unknown,unknown
SMOG,,unknown,unknown
SMOM,,unknown,unknown
SMOT,,unknown,unknown
SMRF,,unknown,unknown
SMTH,,unknown,unknown
SMYY,,unknown,unknown
SNAV,,unknown,unknown
SNPD,,unknown,unknown
SNPE,,unknown,unknown
SNPG,,unknown,unknown
SNSR,,unknown,unknown
SNTH,,unknown,unknown
SOCL,,unknown,unknown
SOEZ,,unknown,unknown
SOFR,,unknown,unknown
SOLC,,unknown,unknown
SOLM,,unknown,unknown
SOLZ,,unknown,unknown
SOXQ,,unknown,unknown
SOYB,,unknown,unknown
SPAB,,unknown,unknown
SPAM,,unknown,unknown
SPAQ,,unknown,unknown
SPBC,,unknown,unknown
SPBO,,unknown,unknown
SPCK,,unknown,unknown
SPCT,,unknown,unknown
SPCZ,,unknown,unknown
SPD,,unknown,unknown
SPDF,,unknown,unknown
SPDG,,unknown,unknown
SPDV,,unknown,unknown
SPDW,,unknown,unknown
SPEM,,unknown,unknown
SPEU,,unknown,unknown
SPFF,,unknown,unknown
SPGM,,unknown,unknown
SPGP,,unknown,unknown
SPHB,,unknown,unknown
SPHQ,,unknown,unknown
SPHY,,unknown,unknown
SPIB,,unknown,unknown
SPIP,,unknown,unknown
SPIT,,unknown,unknown
SPLB,,unknown,unknown
SPLS,,unknown,unknown
SPMB,,unknown,unknown
SPMO,,unknown,unknown
SPPP,,unknown,unknown
SPRE,,unknown,unknown
SPRX,,unknown,unknown
SPSB,,unknown,unknown
SPSK,,unknown,unknown
SPTB,,unknown,unknown
SPTE,,unknown,unknown
SPTI,,unknown,unknown
SPTL,,unknown,unknown
SPTM,,unknown,unknown
SPTS,,unknown,unknown
SPUC,,unknown,unknown
SPUS,,unknown,unknown
SPVM,,unknown,unknown
SPWO,,unknown,unknown
SPXD,,unknown,unknown
SPXE,,unknown,unknown
SPXN,,unknown,unknown
SPXT,,unknown,unknown
SPXV,,unknown,unknown
SPYA,,unknown,unknown
SPYC,,unknown,unknown
SPYD,,unknown,unknown
SPYG,,unknown,unknown
SPYH,,unknown,unknown
SPYI,,unknown,unknown
SPYM,,unknown,unknown
SPYT,,unknown,unknown
SPYV,,unknown,unknown
SPYX,,unknown,unknown
SQS,,unknown,unknown
SRET,,unknown,unknown
SRHQ,,unknown,unknown
SRLN,,unknown,unknown
SROI,,unknown,unknown
SRVR,,unknown,unknown
SSFI,,unknown,unknown
SSK,,unknown,unknown
SSMG,,unknown,unknown
SSS,,unknown,unknown
SSUS,,unknown,unknown
SSXU,,unknown,unknown
STAX,,unknown,unknown
STBF,,unknown,unknown
STBQ,,unknown,unknown
STCE,,unknown,unknown
STHH,,unknown,unknown
STIP,,unknown,unknown
STLR,,unknown,unknown
STNC,,unknown,unknown
STOT,,unknown,unknown
STOX,,unknown,unknown
STPZ,,unknown,unknown
STRN,,unknown,unknown
STXD,,unknown,unknown
STXE,,unknown,unknown
STXF,,unknown,unknown
STXG,,unknown,unknown
STXT,,unknown,unknown
STXV,,unknown,unknown
STYL,,unknown,unknown
SUB,,unknown,unknown
SUIS,,unknown,unknown
SUPL,,unknown,unknown
SUPP,,unknown,unknown
SURE,,unknown,unknown
SURI,,unknown,unknown
SUSA,,unknown,unknown
SUSB,,unknown,unknown
SUSC,,unknown,unknown
SUSL,,unknown,unknown
SWAN,,unknown,unknown
SWP,,unknown,unknown
SXQG,,unknown,unknown
SYFI,,unknown,unknown
SYLD,,unknown,unknown
SYSB,,unknown,unknown
TABD,,unknown,unknown
TACK,,unknown,unknown
TACN,,unknown,unknown
TACU,,unknown,unknown
TAFI,,unknown,unknown
TAFL,,unknown,unknown
TAFM,,unknown,unknown
TAGG,,unknown,unknown
TAGS,,unknown,unknown
TAIL,,unknown,unknown
TALV,,unknown,unknown
TAN,,unknown,unknown
TAOZ,,unknown,unknown
TAPR,,unknown,unknown
TAX,,unknown,unknown
