symbol,aum,asset_group,category
EUV,,unknown,unknown
EVHY,,unknown,unknown
EVIM,,unknown,unknown
EVLN,,unknown,unknown
EVLU,,unknown,unknown
EVMO,,unknown,unknown
EVMT,,unknown,unknown
EVNT,,unknown,unknown
EVPF,,unknown,unknown
EVSD,,unknown,unknown
EVSM,,unknown,unknown
EVTR,,unknown,unknown
EVUS,,unknown,unknown
EVX,,unknown,unknown
EVYM,,unknown,unknown
EWA,,unknown,unknown
EWC,,unknown,unknown
EWD,,unknown,unknown
EWG,,unknown,unknown
EWH,,unknown,unknown
EWI,,unknown,unknown
EWJ,,unknown,unknown
EWJV,,unknown,unknown
EWK,,unknown,unknown
EWL,,unknown,unknown
EWM,,unknown,unknown
EWN,,unknown,unknown
EWO,,unknown,unknown
EWP,,unknown,unknown
EWQ,,unknown,unknown
EWS,,unknown,unknown
EWT,,unknown,unknown
EWU,,unknown,unknown
EWW,,unknown,unknown
EWY,,unknown,unknown
EWZ,,unknown,unknown
EXI,,unknown,unknown
EXUS,,unknown,unknown
EYEG,,unknown,unknown
EYES,,unknown,unknown
EYLD,,unknown,unknown
EZA,,unknown,unknown
EZBC,,unknown,unknown
EZET,,unknown,unknown
EZMO,,unknown,unknown
EZPZ,,unknown,unknown
EZRO,,unknown,unknown
EZU,,unknown,unknown
FAAA,,unknown,unknown
FAAR,,unknown,unknown
FAI,,unknown,unknown
FALN,,unknown,unknown
FAN,,unknown,unknown
FARX,,unknown,unknown
FBCG,,unknown,unknown
FBCV,,unknown,unknown
FBDC,,unknown,unknown
FBND,,unknown,unknown
FBOT,,unknown,unknown
FBT,,unknown,unknown
FBTC,,unknown,unknown
FBYY,,unknown,unknown
FCA,,unknown,unknown
FCAL,,unknown,unknown
FCBD,,unknown,unknown
FCEF,,unknown,unknown
FCFY,,unknown,unknown
FCG,,unknown,unknown
FCLD,,unknown,unknown
FCLO,,unknown,unknown
FCOM,,unknown,unknown
FCOR,,unknown,unknown
FCPI,,unknown,unknown
FCSH,,unknown,unknown
FCTE,,unknown,unknown
FCTR,,unknown,unknown
FCUS,,unknown,unknown
FCVT,,unknown,unknown
FDAT,,unknown,unknown
FDCF,,unknown,unknown
FDD,,unknown,unknown
FDEM,,unknown,unknown
FDEV,,unknown,unknown
FDFF,,unknown,unknown
FDG,,unknown,unknown
FDHY,,unknown,unknown
FDIF,,unknown,unknown
FDIG,,unknown,unknown
FDIQ,,unknown,unknown
FDIS,,unknown,unknown
FDIV,,unknown,unknown
FDL,,unknown,unknown
FDLS,,unknown,unknown
FDMO,,unknown,unknown
FDN,,unknown,unknown
FDND,,unknown,unknown
FDNI,,unknown,unknown
FDRR,,unknown,unknown
FDRS,,unknown,unknown
FDRV,,unknown,unknown
FDT,,unknown,unknown
FDTX,,unknown,unknown
FDV,,unknown,unknown
FDVV,,unknown,unknown
FEBZ,,unknown,unknown
FECM,,unknown,unknown
FEDM,,unknown,unknown
FEGE,,unknown,unknown
FEIG,,unknown,unknown
FEM,,unknown,unknown
FEMB,,unknown,unknown
FEMR,,unknown,unknown
FENI,,unknown,unknown
FENY,,unknown,unknown
FEOE,,unknown,unknown
FEP,,unknown,unknown
FETH,,unknown,unknown
FEUZ,,unknown,unknown
FEZ,,unknown,unknown
FFDI,,unknown,unknown
FFEM,,unknown,unknown
FFF,,unknown,unknown
FFGX,,unknown,unknown
FFIU,,unknown,unknown
FFLS,,unknown,unknown
FFND,,unknown,unknown
FFOG,,unknown,unknown
FFOX,,unknown,unknown
FFUT,,unknown,unknown
FGD,,unknown,unknown
FGDL,,unknown,unknown
FGM,,unknown,unknown
FGSI,,unknown,unknown
FHEQ,,unknown,unknown
FHIL,,unknown,unknown
FHLC,,unknown,unknown
FHYS,,unknown,unknown
FIAX,,unknown,unknown
FID,,unknown,unknown
FIDI,,unknown,unknown
FIDU,,unknown,unknown
FIGB,,unknown,unknown
FIIG,,unknown,unknown
FIMU,,unknown,unknown
FINT,,unknown,unknown
FINX,,unknown,unknown
FINY,,unknown,unknown
FISR,,unknown,unknown
FITE,,unknown,unknown
FITZ,,unknown,unknown
FIVA,,unknown,unknown
FIW,,unknown,unknown
FIXD,,unknown,unknown
FIXP,,unknown,unknown
FIXT,,unknown,unknown
FIYY,,unknown,unknown
FJP,,unknown,unknown
FKU,,unknown,unknown
FLAG,,unknown,unknown
FLAU,,unknown,unknown
FLAX,,unknown,unknown
FLBL,,unknown,unknown
FLBR,,unknown,unknown
FLCA,,unknown,unknown
FLCB,,unknown,unknown
FLCH,,unknown,unknown
FLCO,,unknown,unknown
FLDB,,unknown,unknown
FLDR,,unknown,unknown
FLDZ,,unknown,unknown
FLEE,,unknown,unknown
FLEU,,unknown,unknown
FLGB,,unknown,unknown
FLGR,,unknown,unknown
FLGV,,unknown,unknown
FLHY,,unknown,unknown
FLIA,,unknown,unknown
FLIN,,unknown,unknown
FLJH,,unknown,unknown
FLJP,,unknown,unknown
FLKR,,unknown,unknown
FLLA,,unknown,unknown
FLMB,,unknown,unknown
FLMI,,unknown,unknown
FLMX,,unknown,unknown
FLN,,unknown,unknown
FLOT,,unknown,unknown
FLOW,,unknown,unknown
FLRG,,unknown,unknown
FLRN,,unknown,unknown
FLRT,,unknown,unknown
FLSA,,unknown,unknown
FLSP,,unknown,unknown
FLSW,,unknown,unknown
FLTB,,unknown,unknown
FLTR,,unknown,unknown
FLTW,,unknown,unknown
FLXI,,unknown,unknown
FLXN,,unknown,unknown
FLXR,,unknown,unknown
FMAG,,unknown,unknown
FMAT,,unknown,unknown
FMB,,unknown,unknown
FMCE,,unknown,unknown
FMCX,,unknown,unknown
FMED,,unknown,unknown
FMET,,unknown,unknown
FMF,,unknown,unknown
FMHI,,unknown,unknown
FMKT,,unknown,unknown
FMNY,,unknown,unknown
FMQQ,,unknown,unknown
FMTL,,unknown,unknown
FMTM,,unknown,unknown
FMUB,,unknown,unknown
FMUN,,unknown,unknown
FNCL,,unknown,unknown
FNDA,,unknown,unknown
FNDB,,unknown,unknown
FNDC,,unknown,unknown
FNDE,,unknown,unknown
FNDF,,unknown,unknown
FNDX,,unknown,unknown
FNGS,,unknown,unknown
FOPC,,unknown,unknown
FORH,,unknown,unknown
FOWF,,unknown,unknown
FOXY,,unknown,unknown
FPA,,unknown,unknown
FPAA,,unknown,unknown
FPAG,,unknown,unknown
FPAS,,unknown,unknown
FPE,,unknown,unknown
FPEI,,unknown,unknown
FPFD,,unknown,unknown
FPRO,,unknown,unknown
FPWR,,unknown,unknown
FPX,,unknown,unknown
FPXE,,unknown,unknown
FPXI,,unknown,unknown
FQAL,,unknown,unknown
FRDM,,unknown,unknown
FREI,,unknown,unknown
FREL,,unknown,unknown
FRGN,,unknown,unknown
FRI,,unknown,unknown
FRIZ,,unknown,unknown
FRNW,,unknown,unknown
FRWD,,unknown,unknown
FSEC,,unknown,unknown
FSGS,,unknown,unknown
FSIG,,unknown,unknown
FSMB,,unknown,unknown
FSMD,,unknown,unknown
FSOL,,unknown,unknown
FSTA,,unknown,unknown
FSTB,,unknown,unknown
FSYD,,unknown,unknown
FSZ,,unknown,unknown
FTAG,,unknown,unknown
FTBD,,unknown,unknown
FTBI,,unknown,unknown
FTCA,,unknown,unknown
FTCB,,unknown,unknown
FTCE,,unknown,unknown
FTDS,,unknown,unknown
FTEC,,unknown,unknown
FTGC,,unknown,unknown
FTGS,,unknown,unknown
FTHB,,unknown,unknown
FTHF,,unknown,unknown
FTIF,,unknown,unknown
FTLS,,unknown,unknown
FTMA,,unknown,unknown
FTMH,,unknown,unknown
FTMN,,unknown,unknown
FTMS,,unknown,unknown
FTMU,,unknown,unknown
FTNJ,,unknown,unknown
FTNY,,unknown,unknown
FTOH,,unknown,unknown
FTPA,,unknown,unknown
FTRB,,unknown,unknown
FTRI,,unknown,unknown
FTSD,,unknown,unknown
FTSL,,unknown,unknown
FTSM,,unknown,unknown
FTWO,,unknown,unknown
FTXG,,unknown,unknown
FTXH,,unknown,unknown
FTXL,,unknown,unknown
FTXN,,unknown,unknown
FTXO,,unknown,unknown
FTXR,,unknown,unknown
FUSI,,unknown,unknown
FUTY,,unknown,unknown
FV,,unknown,unknown
FVAL,,unknown,unknown
FVC,,unknown,unknown
FVD,,unknown,unknown
FWD,,unknown,unknown
FXA,,unknown,unknown
FXB,,unknown,unknown
FXC,,unknown,unknown
FXD,,unknown,unknown
FXE,,unknown,unknown
FXED,,unknown,unknown
FXF,,unknown,unknown
FXG,,unknown,unknown
FXH,,unknown,unknown
FXL,,unknown,unknown
FXN,,unknown,unknown
FXO,,unknown,unknown
FXR,,unknown,unknown
FXU,,unknown,unknown
FXY,,unknown,unknown
FXZ,,unknown,unknown
FYEE,,unknown,unknown
FYLD,,unknown,unknown
GAA,,unknown,unknown
GABF,,unknown,unknown
GAEM,,unknown,unknown
GAL,,unknown,unknown
GAMR,,unknown,unknown
GARA,,unknown,unknown
GARP,,unknown,unknown
GARY,,unknown,unknown
GASZ,,unknown,unknown
GAVA,,unknown,unknown
GBF,,unknown,unknown
GBHI,,unknown,unknown
GBIL,,unknown,unknown
GBND,,unknown,unknown
GBTC,,unknown,unknown
GBUG,,unknown,unknown
GCAD,,unknown,unknown
GCAL,,unknown,unknown
GCC,,unknown,unknown
GCOR,,unknown,unknown
GCOW,,unknown,unknown
GDE,,unknown,unknown
GDIV,,unknown,unknown
GDLC,,unknown,unknown
GDMA,,unknown,unknown
GDMN,,unknown,unknown
GDOC,,unknown,unknown
GDOG,,unknown,unknown
GDT,,unknown,unknown
GDX,,unknown,unknown
GDXJ,,unknown,unknown
GEM,,unknown,unknown
GEMD,,unknown,unknown
GEME,,unknown,unknown
GENZ,,unknown,unknown
GEOA,,unknown,unknown
GEQ,,unknown,unknown
GEW,,unknown,unknown
GFGF,,unknown,unknown
GFLW,,unknown,unknown
GGM,,unknown,unknown
GGME,,unknown,unknown
GGOV,,unknown,unknown
GGRW,,unknown,unknown
GGTL,,unknown,unknown
GGUS,,unknown,unknown
GHTA,,unknown,unknown
GHYB,,unknown,unknown
GHYG,,unknown,unknown
GIAX,,unknown,unknown
GIEQ,,unknown,unknown
GIGB,,unknown,unknown
GIGL,,unknown,unknown
GII,,unknown,unknown
GIND,,unknown,unknown
GINN,,unknown,unknown
GINX,,unknown,unknown
GISC,,unknown,unknown
GK,,unknown,unknown
GKAT,,unknown,unknown
GLAM,,unknown,unknown
GLBL,,unknown,unknown
GLCR,,unknown,unknown
GLDB,,unknown,unknown
GLDM,,unknown,unknown
GLDN,,unknown,unknown
GLIN,,unknown,unknown
GLIX,,unknown,unknown
GLNK,,unknown,unknown
GLOF,,unknown,unknown
GLOW,,unknown,unknown
GLRY,,unknown,unknown
GLTR,,unknown,unknown
GMF,,unknown,unknown
GMMA,,unknown,unknown
GMMF,,unknown,unknown
GMNY,,unknown,unknown
GMOD,,unknown,unknown
GMOI,,unknown,unknown
GMOM,,unknown,unknown
GMOV,,unknown,unknown
GMUB,,unknown,unknown
GNMA,,unknown,unknown
GNMX,,unknown,unknown
GNOM,,unknown,unknown
GNR,,unknown,unknown
GOAU,,unknown,unknown
GOEX,,unknown,unknown
GOLI,,unknown,unknown
GOLS,,unknown,unknown
GOLY,,unknown,unknown
GOOP,,unknown,unknown
GOP,,unknown,unknown
GOVI,,unknown,unknown
GOVM,,unknown,unknown
GOVT,,unknown,unknown
GOVZ,,unknown,unknown
GPRF,,unknown,unknown
GPT,,unknown,unknown
GPZ,,unknown,unknown
GQGU,,unknown,unknown
GQI,,unknown,unknown
GQQQ,,unknown,unknown
GQRE,,unknown,unknown
GREK,,unknown,unknown
GRID,,unknown,unknown
GRIN,,unknown,unknown
GRNB,,unknown,unknown
GROZ,,unknown,unknown
GRW,,unknown,unknown
GSEE,,unknown,unknown
GSEU,,unknown,unknown
GSG,,unknown,unknown
GSGO,,unknown,unknown
GSIB,,unknown,unknown
GSID,,unknown,unknown
GSIE,,unknown,unknown
GSJY,,unknown,unknown
GSKH,,unknown,unknown
GSOL,,unknown,unknown
GSPY,,unknown,unknown
GSUI,,unknown,unknown
GSUS,,unknown,unknown
GSWO,,unknown,unknown
GTEK,,unknown,unknown
GTIP,,unknown,unknown
GTND,,unknown,unknown
GTO,,unknown,unknown
GTOC,,unknown,unknown
GTOH,,unknown,unknown
GTOP,,unknown,unknown
GTOQ,,unknown,unknown
GTOS,,unknown,unknown
GTPE,,unknown,unknown
GTR,,unknown,unknown
GUNR,,unknown,unknown
GURU,,unknown,unknown
GUSA,,unknown,unknown
GUSE,,unknown,unknown
GVAL,,unknown,unknown
GVI,,unknown,unknown
GVIP,,unknown,unknown
GVLE,,unknown,unknown
GVLU,,unknown,unknown
GVUS,,unknown,unknown
GXC,,unknown,unknown
GXDW,,unknown,unknown
GXIG,,unknown,unknown
GXLC,,unknown,unknown
GXRP,,unknown,unknown
GXUS,,unknown,unknown
GYLD,,unknown,unknown
HACK,,unknown,unknown
HAIL,,unknown,unknown
HAP,,unknown,unknown
HARD,,unknown,unknown
HAUS,,unknown,unknown
HAUZ,,unknown,unknown
HAWX,,unknown,unknown
HBDC,,unknown,unknown
HBR,,unknown,unknown
HBRD,,unknown,unknown
HBTA,,unknown,unknown
HBTC,,unknown,unknown
HCMT,,unknown,unknown
HCRB,,unknown,unknown
HDEF,,unknown,unknown
HDG,,unknown,unknown
HDGE,,unknown,unknown
HDUS,,unknown,unknown
HDV,,unknown,unknown
HEAL,,unknown,unknown
HECO,,unknown,unknown
HEDG,,unknown,unknown
HEDJ,,unknown,unknown
HEEM,,unknown,unknown
HEFA,,unknown,unknown
HEFT,,unknown,unknown
HELO,,unknown,unknown
HELS,,unknown,unknown
HELX,,unknown,unknown
HEQQ,,unknown,unknown
HEQT,,unknown,unknown
HERD,,unknown,unknown
HERO,,unknown,unknown
HEWJ,,unknown,unknown
HEZU,,unknown,unknown
HF,,unknown,unknown
HFEQ,,unknown,unknown
HFGM,,unknown,unknown
HFMF,,unknown,unknown
HFND,,unknown,unknown
HFSI,,unknown,unknown
HFXI,,unknown,unknown
HGER,,unknown,unknown
HGRO,,unknown,unknown
HIDE,,unknown,unknown
HIDV,,unknown,unknown
HIGH,,unknown,unknown
HIMU,,unknown,unknown
HIPS,,unknown,unknown
HIS,,unknown,unknown
HISF,,unknown,unknown
HLAL,,unknown,unknown
HMOP,,unknown,unknown
HMYY,,unknown,unknown
HNDL,,unknown,unknown
HODL,,unknown,unknown
HOLA,,unknown,unknown
HOLD,,unknown,unknown
HOYY,,unknown,unknown
HQGO,,unknown,unknown
HRSK,,unknown,unknown
HRTS,,unknown,unknown
HSBH,,unknown,unknown
HTAB,,unknown,unknown
HTAX,,unknown,unknown
HTEC,,unknown,unknown
HTRB,,unknown,unknown
HTUS,,unknown,unknown
HULL,,unknown,unknown
HUMN,,unknown,unknown
HVAC,,unknown,unknown
HWAY,,unknown,unknown
HYBB,,unknown,unknown
HYBI,,unknown,unknown
HYBL,,unknown,unknown
HYBX,,unknown,unknown
HYD,,unknown,unknown
HYDB,,unknown,unknown
HYDR,,unknown,unknown
HYDW,,unknown,unknown
HYEM,,unknown,unknown
HYFI,,unknown,unknown
HYGH,,unknown,unknown
HYGM,,unknown,unknown
HYGV,,unknown,unknown
HYHG,,unknown,unknown
HYIN,,unknown,unknown
HYLB,,unknown,unknown
HYLS,,unknown,unknown
HYMB,,unknown,unknown
HYP,,unknown,unknown
HYPG,,unknown,unknown
HYS,,unknown,unknown
HYSA,,unknown,unknown
HYSD,,unknown,unknown
HYTI,,unknown,unknown
HYTR,,unknown,unknown
HYUP,,unknown,unknown
HYXF,,unknown,unknown
HYZD,,unknown,unknown
IAGG,,unknown,unknown
IAI,,unknown,unknown
IAK,,unknown,unknown
IALT,,unknown,unknown
IAT,,unknown,unknown
IAU,,unknown,unknown
IAUI,,unknown,unknown
IAUM,,unknown,unknown
IBAT,,unknown,unknown
IBB,,unknown,unknown
IBBQ,,unknown,unknown
IBCA,,unknown,unknown
IBCB,,unknown,unknown
IBD,,unknown,unknown
IBDR,,unknown,unknown
IBDS,,unknown,unknown
IBDT,,unknown,unknown
IBDU,,unknown,unknown
IBDV,,unknown,unknown
IBDW,,unknown,unknown
IBDX,,unknown,unknown
IBDY,,unknown,unknown
IBDZ,,unknown,unknown
IBGA,,unknown,unknown
IBGB,,unknown,unknown
IBGC,,unknown,unknown
IBGK,,unknown,unknown
IBGL,,unknown,unknown
IBGM,,unknown,unknown
IBHF,,unknown,unknown
IBHG,,unknown,unknown
IBHH,,unknown,unknown
IBHI,,unknown,unknown
IBHJ,,unknown,unknown
IBHK,,unknown,unknown
IBHL,,unknown,unknown
IBHM,,unknown,unknown
IBIC,,unknown,unknown
IBID,,unknown,unknown
IBIE,,unknown,unknown
IBIF,,unknown,unknown
IBIG,,unknown,unknown
IBIH,,unknown,unknown
IBII,,unknown,unknown
IBIJ,,unknown,unknown
IBIK,,unknown,unknown
IBIL,,unknown,unknown
IBIM,,unknown,unknown
IBIT,,unknown,unknown
IBLC,,unknown,unknown
IBMO,,unknown,unknown
IBMP,,unknown,unknown
IBMQ,,unknown,unknown
IBMR,,unknown,unknown
IBMS,,unknown,unknown
IBMT,,unknown,unknown
IBMU,,unknown,unknown
IBMV,,unknown,unknown
IBMW,,unknown,unknown
IBMX,,unknown,unknown
IBND,,unknown,unknown
IBOT,,unknown,unknown
IBRN,,unknown,unknown
IBTG,,unknown,unknown
IBTH,,unknown,unknown
IBTI,,unknown,unknown
IBTJ,,unknown,unknown
IBTK,,unknown,unknown
IBTL,,unknown,unknown
IBTM,,unknown,unknown
IBTO,,unknown,unknown
IBTP,,unknown,unknown
IBTQ,,unknown,unknown
IBTR,,unknown,unknown
IBUY,,unknown,unknown
ICF,,unknown,unknown
ICLN,,unknown,unknown
ICLO,,unknown,unknown
ICOP,,unknown,unknown
ICOW,,unknown,unknown
ICPI,,unknown,unknown
ICPY,,unknown,unknown
ICVT,,unknown,unknown
IDEF,,unknown,unknown
IDEQ,,unknown,unknown
IDEV,,unknown,unknown
IDGT,,unknown,unknown
IDHQ,,unknown,unknown
IDMO,,unknown,unknown
IDNA,,unknown,unknown
IDOG,,unknown,unknown
IDRV,,unknown,unknown
IDU,,unknown,unknown
IDUB,,unknown,unknown
IDV,,unknown,unknown
IDVO,,unknown,unknown
IDVY,,unknown,unknown
IDVZ,,unknown,unknown
IDX,,unknown,unknown
IDYN,,unknown,unknown
IEDI,,unknown,unknown
IEFA,,unknown,unknown
IEI,,unknown,unknown
IEMG,,unknown,unknown
IEO,,unknown,unknown
IETC,,unknown,unknown
IEUR,,unknown,unknown
IEV,,unknown,unknown
IEZ,,unknown,unknown
IFED,,unknown,unknown
IFGL,,unknown,unknown
IFLN,,unknown,unknown
IFLO,,unknown,unknown
IFRA,,unknown,unknown
IFV,,unknown,unknown
IG,,unknown,unknown
IGBH,,unknown,unknown
IGCB,,unknown,unknown
IGE,,unknown,unknown
IGEB,,unknown,unknown
IGF,,unknown,unknown
IGGY,,unknown,unknown
IGHG,,unknown,unknown
IGIB,,unknown,unknown
IGLB,,unknown,unknown
IGLD,,unknown,unknown
IGM,,unknown,unknown
IGOV,,unknown,unknown
IGPT,,unknown,unknown
IGRO,,unknown,unknown
IGSB,,unknown,unknown
IGTR,,unknown,unknown
IGV,,unknown,unknown
IHAK,,unknown,unknown
IHDG,,unknown,unknown
IHE,,unknown,unknown
IHF,,unknown,unknown
IHI,,unknown,unknown
IHY,,unknown,unknown
IIGD,,unknown,unknown
IINC,,unknown,unknown
ILDR,,unknown,unknown
ILF,,unknown,unknown
ILIT,,unknown,unknown
ILS,,unknown,unknown
ILTB,,unknown,unknown
IMF,,unknown,unknown
IMFL,,unknown,unknown
IMOM,,unknown,unknown
IMTB,,unknown,unknown
IMTG,,unknown,unknown
IMTM,,unknown,unknown
IMVP,,unknown,unknown
INCE,,unknown,unknown
INCM,,unknown,unknown
INCO,,unknown,unknown
IND,,unknown,unknown
INDA,,unknown,unknown
INDE,,unknown,unknown
INDH,,unknown,unknown
INDQ,,unknown,unknown
INDS,,unknown,unknown
INDY,,unknown,unknown
INDZ,,unknown,unknown
INEQ,,unknown,unknown
INFL,,unknown,unknown
INKM,,unknown,unknown
INMU,,unknown,unknown
INQQ,,unknown,unknown
INRO,,unknown,unknown
INTF,,unknown,unknown
INTL,,unknown,unknown
INTM,,unknown,unknown
INVG,,unknown,unknown
INVN,,unknown,unknown
ION,,unknown,unknown
IOO,,unknown,unknown
IOPP,,unknown,unknown
IOYY,,unknown,unknown
IPAC,,unknown,unknown
IPAV,,unknown,unknown
IPAY,,unknown,unknown
IPB,,unknown,unknown
IPKW,,unknown,unknown
IPO,,unknown,unknown
IQDF,,unknown,unknown
IQDG,,unknown,unknown
IQDY,,unknown,unknown
IQHI,,unknown,unknown
IQLT,,unknown,unknown
IQM,,unknown,unknown
IQMM,,unknown,unknown
IQQQ,,unknown,unknown
IQRA,,unknown,unknown
IQSI,,unknown,unknown
IQSZ,,unknown,unknown
IROC,,unknown,unknown
IRTR,,unknown,unknown
ISBG,,unknown,unknown
ISHG,,unknown,unknown
ISHP,,unknown,unknown
ISMF,,unknown,unknown
ISPY,,unknown,unknown
ISRA,,unknown,unknown
ISSB,,unknown,unknown
ISTB,,unknown,unknown
ISTM,,unknown,unknown
ISWN,,unknown,unknown
ITA,,unknown,unknown
ITAN,,unknown,unknown
ITB,,unknown,unknown
ITDB,,unknown,unknown
ITDC,,unknown,unknown
ITDD,,unknown,unknown
ITDE,,unknown,unknown
ITDF,,unknown,unknown
ITDG,,unknown,unknown
ITDH,,unknown,unknown
ITDI,,unknown,unknown
ITDJ,,unknown,unknown
ITEQ,,unknown,unknown
ITM,,unknown,unknown
ITOT,,unknown,unknown
ITWO,,unknown,unknown
IUS,,unknown,unknown
IUSB,,unknown,unknown
IUSG,,unknown,unknown
IUSV,,unknown,unknown
IVAL,,unknown,unknown
IVE,,unknown,unknown
IVEP,,unknown,unknown
IVES,,unknown,unknown
IVLU,,unknown,unknown
IVRS,,unknown,unknown
IVSI,,unknown,unknown
IVSS,,unknown,unknown
IVSX,,unknown,unknown
IVW,,unknown,unknown
IWB,,unknown,unknown
IWD,,unknown,unknown
IWF,,unknown,unknown
IWL,,unknown,unknown
IWMI,,unknown,unknown
IWMY,,unknown,unknown
IWN,,unknown,unknown
IWO,,unknown,unknown
IWV,,unknown,unknown
IWX,,unknown,unknown
IWY,,unknown,unknown
IXC,,unknown,unknown
IXG,,unknown,unknown
IXJ,,unknown,unknown
IXN,,unknown,unknown
IXP,,unknown,unknown
IXUS,,unknown,unknown
IYC,,unknown,unknown
IYE,,unknown,unknown
IYF,,unknown,unknown
IYG,,unknown,unknown
IYH,,unknown,unknown
IYJ,,unknown,unknown
IYK,,unknown,unknown
IYLD,,unknown,unknown
IYM,,unknown,unknown
IYR,,unknown,unknown
IYRI,,unknown,unknown
IYT,,unknown,unknown
IYW,,unknown,unknown
IYY,,unknown,unknown
IYZ,,unknown,unknown
IZRL,,unknown,unknown
JA,,unknown,unknown
JAAA,,unknown,unknown
JABS,,unknown,unknown
JADE,,unknown,unknown
JAJL,,unknown,unknown
JANZ,,unknown,unknown
JAPN,,unknown,unknown
JAVA,,unknown,unknown
JBBB,,unknown,unknown
JBND,,unknown,unknown
JCAL,,unknown,unknown
JCHI,,unknown,unknown
JCPB,,unknown,unknown
JCPI,,unknown,unknown
JDIV,,unknown,unknown
JDOC,,unknown,unknown
JDVI,,unknown,unknown
JDVL,,unknown,unknown
JEDI,,unknown,unknown
JELH,,unknown,unknown
JELM,,unknown,unknown
JEMA,,unknown,unknown
JEMB,,unknown,unknown
JETS,,unknown,unknown
JFLI,,unknown,unknown
JFLX,,unknown,unknown
JGLO,,unknown,unknown
JGRO,,unknown,unknown
JGRW,,unknown,unknown
JHAI,,unknown,unknown
JHCB,,unknown,unknown
JHCP,,unknown,unknown
JHCR,,unknown,unknown
JHDG,,unknown,unknown
JHDV,,unknown,unknown
JHEM,,unknown,unknown
JHHY,,unknown,unknown
JHID,,unknown,unknown
JHLN,,unknown,unknown
JHMB,,unknown,unknown
JHMD,,unknown,unknown
JHMU,,unknown,unknown
JHPI,,unknown,unknown
JIDE,,unknown,unknown
JIG,,unknown,unknown
JIII,,unknown,unknown
JIRE,,unknown,unknown
JIVE,,unknown,unknown
JLQD,,unknown,unknown
JMBS,,unknown,unknown
JMHI,,unknown,unknown
JMMF,,unknown,unknown
JMOM,,unknown,unknown
JMSI,,unknown,unknown
JMTG,,unknown,unknown
JMUB,,unknown,unknown
JNK,,unknown,unknown
JOET,,unknown,unknown
JOJO,,unknown,unknown
JOUL,,unknown,unknown
JOYT,,unknown,unknown
JPAN,,unknown,unknown
JPEF,,unknown,unknown
JPEM,,unknown,unknown
JPFP,,unknown,unknown
JPHY,,unknown,unknown
JPIB,,unknown,unknown
JPIE,,unknown,unknown
JPIN,,unknown,unknown
JPLD,,unknown,unknown
JPMB,,unknown,unknown
JPRE,,unknown,unknown
JPUS,,unknown,unknown
JPXN,,unknown,unknown
JPY,,unknown,unknown
JQUA,,unknown,unknown
JRE,,unknown,unknown
JSCP,,unknown,unknown
JSI,,unknown,unknown
JTEK,,unknown,unknown
JTNY,,unknown,unknown
JUCY,,unknown,unknown
JUDO,,unknown,unknown
JULZ,,unknown,unknown
JUNZ,,unknown,unknown
JVAL,,unknown,unknown
JXI,,unknown,unknown
JXX,,unknown,unknown
KAMO,,unknown,unknown
KARS,,unknown,unknown
KAT,,unknown,unknown
KBA,,unknown,unknown
KBE,,unknown,unknown
KBWB,,unknown,unknown
KBWD,,unknown,unknown
KBWP,,unknown,unknown
KBWY,,unknown,unknown
KCAI,,unknown,unknown
KCCA,,unknown,unknown
KCOP,,unknown,unknown
KDEF,,unknown,unknown
KDRN,,unknown,unknown
KDVD,,unknown,unknown
KEAT,,unknown,unknown
KEMQ,,unknown,unknown
KEMX,,unknown,unknown
KGLD,,unknown,unknown
KGRN,,unknown,unknown
KHYB,,unknown,unknown
KIE,,unknown,unknown
KLMN,,unknown,unknown
KLMT,,unknown,unknown
KMCA,,unknown,unknown
KMEM,,unknown,unknown
KMLM,,unknown,unknown
KNCT,,unknown,unknown
KNG,,unknown,unknown
KNGZ,,unknown,unknown
KNO,,unknown,unknown
KNOW,,unknown,unknown
KNRG,,unknown,unknown
KOID,,unknown,unknown
KOKU,,unknown,unknown
KOMP,,unknown,unknown
KONG,,unknown,unknown
KOOL,,unknown,unknown
KORP,,unknown,unknown
KQQQ,,unknown,unknown
KRBN,,unknown,unknown
KRE,,unknown,unknown
KRMA,,unknown,unknown
KROP,,unknown,unknown
KRYP,,unknown,unknown
KSA,,unknown,unknown
KSLV,,unknown,unknown
KSPY,,unknown,unknown
KSTR,,unknown,unknown
KTEC,,unknown,unknown
KURE,,unknown,unknown
KVLE,,unknown,unknown
KWEB,,unknown,unknown
KWIN,,unknown,unknown
KWT,,unknown,unknown
KXI,,unknown,unknown
KYC,,unknown,unknown
KYLD,,unknown,unknown
LADM,,unknown,unknown
LALT,,unknown,unknown
LATR,,unknown,unknown
LAZR,,unknown,unknown
LBAY,,unknown,unknown
LBO,,unknown,unknown
LCDS,,unknown,unknown
LCO,,unknown,unknown
LCOW,,unknown,unknown
LCR,,unknown,unknown
LCTD,,unknown,unknown
LCTU,,unknown,unknown
LDDR,,unknown,unknown
LDEM,,unknown,unknown
LDRC,,unknown,unknown
LDRH,,unknown,unknown
LDRI,,unknown,unknown
LDRT,,unknown,unknown
LDRX,,unknown,unknown
LDSF,,unknown,unknown
LDUR,,unknown,unknown
LEAD,,unknown,unknown
LEGR,,unknown,unknown
LEMB,,unknown,unknown
LEND,,unknown,unknown
LENS,,unknown,unknown
LEXI,,unknown,unknown
LFAI,,unknown,unknown
LFAO,,unknown,unknown
